PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Patrick Ewing,34.0,78.0,2887.0,0.488,0.49,0.222,0.489,0.754,0.5479999999999999,0.434,0.006999999999999999,107.0,102.0,62.0,99.0,102.0,102.0,136.0,3.0,-11.1,39.1
Allan Houston,25.0,81.0,2681.0,0.423,0.446,0.385,0.495,0.8029999999999999,0.531,0.21100000000000002,0.37200000000000005,93.0,93.0,107.0,100.0,109.0,99.0,66.0,176.0,4.5,-11.2
John Starks,31.0,77.0,2042.0,0.431,0.488,0.369,0.519,0.769,0.555,0.263,0.475,95.0,102.0,102.0,105.0,104.0,104.0,82.0,224.0,44.1,38.0
Larry Johnson,27.0,76.0,2613.0,0.512,0.5429999999999999,0.324,0.535,0.693,0.57,0.373,0.14300000000000002,112.0,113.0,90.0,108.0,94.0,106.0,117.0,67.0,61.4,59.5
Charles Oakley,33.0,80.0,2873.0,0.488,0.495,0.263,0.49200000000000005,0.8079999999999999,0.545,0.32299999999999995,0.027000000000000003,107.0,103.0,73.0,100.0,109.0,102.0,101.0,13.0,-1.2,15.0
Chris Childs,29.0,65.0,2076.0,0.414,0.429,0.387,0.48200000000000004,0.758,0.526,0.292,0.355,91.0,89.0,107.0,98.0,103.0,98.0,91.0,168.0,-10.8,-11.5
Buck Williams,36.0,74.0,1496.0,0.537,0.5379999999999999,0.0,0.537,0.642,0.574,0.5489999999999999,0.003,118.0,112.0,,109.0,87.0,107.0,172.0,1.0,28.6,31.4
Charlie Ward,26.0,79.0,1763.0,0.395,0.465,0.312,0.466,0.76,0.522,0.371,0.457,87.0,97.0,87.0,95.0,103.0,97.0,116.0,216.0,-18.3,-10.9
John Wallace,22.0,68.0,787.0,0.517,0.517,0.5,0.521,0.718,0.5710000000000001,0.466,0.017,114.0,108.0,139.0,106.0,97.0,107.0,146.0,8.0,13.3,20.3
Walter McCarty,22.0,35.0,192.0,0.382,0.40700000000000003,0.28600000000000003,0.41200000000000003,0.5710000000000001,0.431,0.20600000000000002,0.20600000000000002,84.0,85.0,79.0,84.0,77.0,81.0,64.0,97.0,-11.0,-15.4
Scott Brooks,31.0,38.0,251.0,0.48700000000000004,0.518,0.41700000000000004,0.551,0.9329999999999999,0.625,0.385,0.308,107.0,108.0,116.0,112.0,126.0,117.0,120.0,145.0,4.5,8.2
Herb Williams,38.0,21.0,184.0,0.391,0.4,0.0,0.391,0.75,0.408,0.087,0.022000000000000002,86.0,83.0,,79.0,102.0,76.0,27.0,10.0,-9.4,-12.2
Chris Jent,27.0,3.0,10.0,0.33299999999999996,0.0,0.667,0.5,,0.5,0.0,0.5,73.0,,185.0,101.0,,93.0,,236.0,0.1,-0.4
Team,,,,0.46299999999999997,0.489,0.363,0.501,0.748,0.546,0.34,0.20800000000000002,102.0,102.0,101.0,102.0,101.0,102.0,106.0,98.0,94.7,149.8
League Average,,,,0.455,0.48,0.36,0.493,0.738,0.536,0.32,0.212,,,,,,,,,,
