SEASON,TEAM ID,TEAM,PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
1997,15,VAN,Shareef Abdur-Rahim,20.0,80.0,2802.0,0.45,0.46,0.26,0.46,0.75,0.52,0.43,0.02,100.0,95.0,72.0,92.0,101.0,97.0,134.0,11.0,-89.9,-51.1
1997,15,VAN,Bryant Reeves,23.0,75.0,2777.0,0.49,0.49,0.09,0.49,0.7,0.52,0.3,0.01,107.0,102.0,25.0,99.0,95.0,98.0,94.0,5.0,-13.6,-29.7
1997,15,VAN,Anthony Peeler,27.0,72.0,2291.0,0.4,0.41,0.37,0.46,0.82,0.49,0.13,0.34,87.0,85.0,104.0,94.0,111.0,91.0,41.0,160.0,-64.8,-104.7
1997,15,VAN,Greg Anthony,29.0,65.0,1863.0,0.39,0.41,0.37,0.48,0.73,0.53,0.35,0.47,86.0,86.0,103.0,97.0,99.0,98.0,110.0,222.0,-13.9,-11.0
1997,15,VAN,Roy Rogers,23.0,82.0,1848.0,0.5,0.5,1.0,0.51,0.57,0.52,0.2,0.0,111.0,105.0,278.0,103.0,78.0,97.0,61.0,1.0,12.8,-18.7
1997,15,VAN,Blue Edwards,31.0,61.0,1439.0,0.4,0.42,0.28,0.42,0.82,0.47,0.24,0.19,87.0,89.0,78.0,86.0,111.0,88.0,74.0,92.0,-62.5,-64.0
1997,15,VAN,Lawrence Moten,24.0,67.0,1214.0,0.39,0.43,0.29,0.43,0.65,0.46,0.22,0.32,85.0,90.0,81.0,88.0,88.0,86.0,70.0,151.0,-51.8,-72.1
1997,15,VAN,Lee Mayberry,26.0,80.0,1952.0,0.4,0.44,0.38,0.52,0.63,0.52,0.12,0.6,89.0,92.0,104.0,104.0,85.0,98.0,39.0,282.0,16.2,-8.0
1997,15,VAN,George Lynch,26.0,41.0,1059.0,0.47,0.5,0.26,0.48,0.62,0.51,0.33,0.11,104.0,103.0,72.0,98.0,84.0,96.0,104.0,50.0,-4.9,-15.4
1997,15,VAN,Aaron Williams,25.0,32.0,553.0,0.57,0.58,0.0,0.57,0.67,0.6,0.34,0.01,126.0,120.0,,116.0,91.0,112.0,107.0,3.0,23.0,20.7
1997,15,VAN,Chris Robinson,22.0,41.0,681.0,0.38,0.38,0.38,0.47,0.62,0.49,0.14,0.49,83.0,78.0,106.0,96.0,83.0,91.0,45.0,231.0,-7.4,-19.2
1997,15,VAN,Pete Chilcutt,28.0,54.0,662.0,0.44,0.49,0.36,0.51,0.59,0.52,0.13,0.42,96.0,102.0,101.0,104.0,80.0,97.0,42.0,197.0,6.3,-5.1
1997,15,VAN,Eric Mobley,26.0,28.0,307.0,0.44,0.44,,0.44,0.53,0.47,0.48,0.0,98.0,93.0,,90.0,72.0,88.0,149.0,,-6.1,-9.6
1997,15,VAN,Rich Manning,26.0,16.0,128.0,0.38,0.36,0.67,0.4,0.75,0.43,0.17,0.06,82.0,74.0,185.0,80.0,102.0,80.0,52.0,30.0,-9.3,-11.2
1997,15,VAN,Eric Leckner,30.0,19.0,115.0,0.47,0.47,,0.47,0.5,0.48,0.4,0.0,103.0,97.0,,95.0,68.0,90.0,125.0,,-1.6,-3.8
1997,15,VAN,Moochie Norris,23.0,8.0,89.0,0.18,0.17,0.2,0.23,0.4,0.25,0.23,0.46,40.0,35.0,56.0,46.0,54.0,46.0,71.0,215.0,-11.7,-13.9
1997,15,VAN,Team,,,,0.43,0.46,0.35,0.47,0.71,0.5,0.27,0.2,95.0,95.0,97.0,95.0,96.0,94.0,84.0,96.0,-291.2,-422.6
1997,15,VAN,League Average,,,,0.46,0.48,0.36,0.49,0.74,0.54,0.32,0.21,,,,,,,,,,
