PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Latrell Sprewell,26.0,80.0,3353.0,0.449,0.488,0.354,0.5,0.843,0.57,0.405,0.287,99.0,102.0,98.0,101.0,114.0,106.0,127.0,136.0,21.3,115.4
Joe Smith,21.0,80.0,3086.0,0.45399999999999996,0.461,0.261,0.45899999999999996,0.8140000000000001,0.512,0.292,0.036000000000000004,100.0,96.0,72.0,93.0,110.0,96.0,91.0,17.0,-88.8,-69.8
Chris Mullin,33.0,79.0,2733.0,0.5529999999999999,0.602,0.41100000000000003,0.605,0.8640000000000001,0.645,0.26899999999999996,0.255,122.0,125.0,114.0,123.0,117.0,120.0,84.0,120.0,178.2,194.2
Mark Price,32.0,70.0,1876.0,0.447,0.493,0.396,0.542,0.9059999999999999,0.597,0.29,0.48,98.0,103.0,110.0,110.0,123.0,111.0,91.0,227.0,57.3,81.5
Donyell Marshall,23.0,61.0,1022.0,0.413,0.44799999999999995,0.315,0.455,0.622,0.478,0.233,0.264,91.0,93.0,88.0,92.0,84.0,89.0,73.0,124.0,-32.1,-53.2
B.J. Armstrong,29.0,49.0,1020.0,0.45299999999999996,0.519,0.278,0.491,0.861,0.5379999999999999,0.242,0.275,100.0,108.0,77.0,100.0,117.0,100.0,76.0,130.0,-1.4,1.5
Andrew DeClercq,23.0,71.0,1065.0,0.52,0.52,,0.52,0.603,0.552,0.5529999999999999,0.0,114.0,108.0,,106.0,82.0,103.0,173.0,,14.8,11.4
Felton Spencer,29.0,72.0,1539.0,0.486,0.486,,0.486,0.584,0.521,0.5710000000000001,0.0,107.0,101.0,,99.0,79.0,97.0,179.0,,-4.0,-10.0
Bimbo Coles,28.0,51.0,1183.0,0.389,0.434,0.294,0.436,0.755,0.46299999999999997,0.156,0.325,85.0,90.0,82.0,89.0,102.0,87.0,49.0,153.0,-35.6,-48.5
Todd Fuller,22.0,75.0,949.0,0.429,0.429,,0.429,0.691,0.483,0.413,0.0,94.0,89.0,,87.0,94.0,90.0,129.0,,-34.3,-32.8
Ray Owes,24.0,57.0,592.0,0.41700000000000004,0.423,0.2,0.419,0.565,0.442,0.256,0.027999999999999997,92.0,88.0,56.0,85.0,77.0,83.0,80.0,13.0,-26.5,-37.5
Scott Burrell,26.0,29.0,457.0,0.379,0.392,0.361,0.457,0.652,0.47600000000000003,0.16399999999999998,0.436,83.0,82.0,100.0,93.0,88.0,89.0,51.0,206.0,-10.0,-17.8
Donald Royal,30.0,36.0,509.0,0.385,0.39399999999999996,0.0,0.385,0.795,0.522,0.812,0.021,85.0,82.0,,78.0,108.0,97.0,254.0,10.0,-20.6,-3.6
Melvin Booker,24.0,16.0,409.0,0.436,0.5,0.314,0.49,0.9,0.5329999999999999,0.198,0.34600000000000003,96.0,104.0,87.0,99.0,122.0,99.0,62.0,164.0,-0.6,-0.6
Lou Roe,24.0,17.0,107.0,0.292,0.297,0.273,0.32299999999999995,0.474,0.355,0.396,0.22899999999999998,64.0,62.0,76.0,66.0,64.0,66.0,124.0,108.0,-16.3,-20.4
Clifford Rozier,24.0,1.0,5.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,-1.0,-1.1
Team,,,,0.45799999999999996,0.48700000000000004,0.354,0.496,0.794,0.546,0.319,0.213,101.0,101.0,98.0,101.0,108.0,102.0,100.0,100.0,36.8,141.9
League Average,,,,0.455,0.48,0.36,0.493,0.738,0.536,0.32,0.212,,,,,,,,,,
