Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1989,22.0,MIA,NBA,PF,82.0,73.0,2435.0,5.0,10.2,0.486,0.0,0.1,0.0,5.0,10.2,0.489,4.5,6.0,0.749,3.5,4.5,8.1,2.2,1.8,0.7,3.0,5.0,14.4
1990,23.0,MIA,NBA,PF,81.0,31.0,1856.0,5.0,10.3,0.483,0.0,0.1,0.0,5.0,10.3,0.486,3.3,4.7,0.714,3.0,4.8,7.8,1.9,1.8,0.7,2.7,5.8,13.3
1991,24.0,MIA,NBA,PF,80.0,66.0,2514.0,4.0,8.0,0.492,0.0,0.1,0.167,3.9,7.9,0.495,2.6,3.3,0.787,3.2,4.9,8.1,2.5,1.7,0.6,2.2,4.2,10.5
1992,25.0,MIA,NBA,PF,82.0,82.0,3063.0,5.2,10.5,0.494,0.1,0.3,0.273,5.1,10.2,0.5,3.8,4.7,0.807,3.0,5.1,8.1,2.6,1.6,0.5,2.2,2.9,14.2
1993,26.0,MIA,NBA,PF,76.0,62.0,2728.0,5.2,11.2,0.469,0.1,0.3,0.231,5.2,10.8,0.476,3.4,4.5,0.765,2.6,4.9,7.5,2.4,1.4,0.4,1.8,3.5,14.0
1994,27.0,MIA,NBA,PF,69.0,59.0,2201.0,4.9,11.0,0.446,0.0,0.1,0.167,4.9,10.9,0.449,3.1,3.9,0.786,3.1,5.0,8.1,2.8,1.5,0.4,2.0,4.0,12.9
1995,28.0,TOT,NBA,PF,81.0,79.0,2641.0,4.7,9.8,0.478,0.1,0.4,0.355,4.5,9.3,0.483,3.3,4.4,0.751,2.6,5.7,8.3,1.8,1.5,0.5,2.1,3.3,12.8
1995,28.0,MIA,NBA,PF,2.0,2.0,62.0,2.9,7.0,0.417,0.0,0.0,,2.9,7.0,0.417,3.5,5.8,0.6,0.6,5.8,6.4,2.3,1.2,0.0,2.3,6.4,9.3
1995,28.0,ATL,NBA,PF,79.0,77.0,2579.0,4.7,9.8,0.479,0.2,0.4,0.355,4.6,9.4,0.484,3.3,4.4,0.756,2.7,5.7,8.3,1.8,1.5,0.5,2.1,3.2,12.9
1996,29.0,ATL,NBA,PF,82.0,82.0,3008.0,4.7,10.0,0.471,0.4,1.0,0.36,4.4,9.0,0.484,3.1,4.0,0.763,3.0,6.5,9.4,2.2,1.3,0.4,1.9,2.8,12.9
1997,30.0,DET,NBA,PF,65.0,24.0,1166.0,3.8,8.5,0.447,0.5,1.5,0.362,3.3,7.0,0.465,1.9,2.6,0.75,2.7,4.1,6.9,1.2,1.3,0.2,1.5,3.3,10.1
1998,31.0,DET,NBA,PF,40.0,17.0,739.0,2.4,5.7,0.427,0.0,0.2,0.0,2.4,5.5,0.442,2.0,2.8,0.719,2.8,4.5,7.3,1.2,1.4,0.6,1.1,4.4,6.9
1999,32.0,ATL,NBA,PF,50.0,13.0,1380.0,3.9,9.4,0.421,0.1,0.5,0.167,3.9,8.9,0.434,4.8,6.1,0.783,2.6,5.1,7.7,1.4,1.5,0.4,1.9,3.7,12.8
2001,34.0,VAN,NBA,PF,66.0,27.0,1507.0,3.3,7.6,0.439,0.1,0.4,0.267,3.2,7.3,0.447,2.7,3.8,0.713,1.8,4.7,6.5,2.0,1.7,0.4,1.5,3.8,9.5
2002,35.0,MEM,NBA,PF,66.0,56.0,1868.0,3.2,7.4,0.426,0.1,0.3,0.176,3.1,7.1,0.438,1.7,2.4,0.699,0.6,3.9,4.5,2.6,1.2,0.2,2.0,2.4,8.0
2003,36.0,BOS,NBA,PF,41.0,1.0,488.0,2.0,5.2,0.386,0.0,0.2,0.0,2.0,4.9,0.403,1.3,1.7,0.783,1.8,4.4,6.1,1.8,0.7,0.1,1.4,4.6,5.3
