Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,12,IND,Indiana Pacers,Mark Jackson,30,5,5,186,3.5,9.9,0.35,0.8,3.5,0.22,2.7,6.4,0.42,2.5,3.3,0.76,0.6,4.3,4.8,5.8,1.2,0.0,2.5,1.7,10.3
1996,12,IND,Indiana Pacers,Dale Davis,26,5,5,184,3.1,6.1,0.52,0.0,0.0,,3.1,6.1,0.52,0.8,2.2,0.36,3.9,7.0,11.0,0.8,0.6,1.2,2.0,3.1,7.0
1996,12,IND,Indiana Pacers,Derrick McKey,29,5,5,180,4.8,11.4,0.42,1.0,2.4,0.42,3.8,9.0,0.42,2.2,2.6,0.85,1.6,5.0,6.6,2.0,1.4,0.2,2.8,4.0,12.8
1996,12,IND,Indiana Pacers,Rik Smits,29,5,5,166,9.1,16.7,0.55,0.0,0.0,,9.1,16.7,0.55,2.4,3.0,0.79,2.8,5.2,8.0,1.7,0.4,0.4,3.0,4.3,20.6
1996,12,IND,Indiana Pacers,Ricky Pierce,36,5,4,133,4.3,12.7,0.34,0.5,2.2,0.25,3.8,10.6,0.36,4.6,5.4,0.85,0.8,0.3,1.1,4.1,2.2,0.3,3.2,3.5,13.8
1996,12,IND,Indiana Pacers,Antonio Davis,27,5,0,127,3.7,7.1,0.52,0.0,0.0,,3.7,7.1,0.52,3.7,4.3,0.87,3.4,5.4,8.8,0.9,0.9,1.7,2.8,3.4,11.1
1996,12,IND,Indiana Pacers,Travis Best,23,5,0,84,4.7,9.4,0.5,0.4,2.6,0.17,4.3,6.9,0.62,2.6,3.0,0.86,1.3,3.4,4.7,3.9,2.6,0.0,4.3,4.3,12.4
1996,12,IND,Indiana Pacers,Duane Ferrell,30,5,0,69,3.7,9.9,0.37,0.0,0.0,,3.7,9.9,0.37,2.1,4.2,0.5,3.1,1.6,4.7,1.6,2.1,0.0,2.1,5.2,9.4
1996,12,IND,Indiana Pacers,Haywoode Workman,30,5,0,53,4.8,10.9,0.44,2.0,3.4,0.6,2.7,7.5,0.36,1.4,1.4,1.0,0.7,1.4,2.0,1.4,1.4,0.0,1.4,3.4,12.9
1996,12,IND,Indiana Pacers,Reggie Miller,30,1,1,31,8.1,19.7,0.41,2.3,7.0,0.33,5.8,12.8,0.46,15.1,17.4,0.87,1.2,0.0,1.2,1.2,1.2,0.0,0.0,1.2,33.7
1996,12,IND,Indiana Pacers,Eddie Johnson,36,1,0,9,0.0,20.0,0.0,0.0,8.0,0.0,0.0,12.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1996,12,IND,Indiana Pacers,Adrian Caldwell,29,1,0,3,12.0,12.0,1.0,0.0,0.0,,12.0,12.0,1.0,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,24.0
