SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1996,25,POR,Rod Strickland,29,5,5,202,6.6,15.0,0.44,1.1,2.1,0.5,5.5,12.8,0.43,4.1,6.4,0.64,2.1,3.4,5.5,7.5,0.9,0.0,2.1,2.5,18.4
1996,25,POR,Clifford Robinson,29,5,5,181,4.2,12.1,0.34,1.2,4.6,0.26,3.0,7.6,0.4,5.6,7.4,0.76,0.8,2.8,3.6,1.6,1.4,1.0,3.2,3.8,15.1
1996,25,POR,Arvydas Sabonis,31,5,5,177,7.1,16.5,0.43,1.0,1.8,0.56,6.1,14.6,0.42,8.7,12.2,0.72,2.4,7.9,10.4,1.8,0.8,0.6,2.0,3.5,24.0
1996,25,POR,Harvey Grant,30,5,5,164,2.9,8.3,0.34,0.2,1.5,0.14,2.6,6.8,0.39,0.0,0.9,0.0,1.1,3.3,4.4,0.9,0.0,0.4,0.7,3.5,5.9
1996,25,POR,Aaron McKie,23,5,4,134,3.0,8.1,0.37,0.5,2.1,0.25,2.4,5.9,0.41,1.9,2.4,0.78,1.1,3.8,4.8,2.4,1.6,0.5,2.4,3.5,8.3
1996,25,POR,Buck Williams,35,5,1,133,2.4,6.2,0.39,0.3,0.5,0.5,2.2,5.7,0.38,1.4,1.9,0.71,3.5,3.2,6.8,0.3,0.3,1.1,1.4,4.9,6.5
1996,25,POR,Chris Dudley,30,5,0,92,2.0,5.1,0.38,0.0,0.0,,2.0,5.1,0.38,1.6,2.3,0.67,3.5,7.0,10.6,0.4,0.8,0.8,1.6,7.0,5.5
1996,25,POR,Dontonio Wingfield,21,5,0,62,4.6,12.2,0.38,3.5,5.8,0.6,1.2,6.4,0.18,1.2,3.5,0.33,5.8,2.3,8.1,2.3,0.0,0.0,1.7,5.8,13.9
1996,25,POR,Rumeal Robinson,29,5,0,43,6.7,15.9,0.42,3.3,7.5,0.44,3.3,8.4,0.4,0.8,3.3,0.25,0.0,1.7,1.7,2.5,2.5,0.0,2.5,6.7,17.6
1996,25,POR,James Robinson,25,2,0,26,4.2,13.8,0.3,2.8,8.3,0.33,1.4,5.5,0.25,0.0,0.0,,0.0,1.4,1.4,4.2,1.4,1.4,4.2,5.5,11.1
1996,25,POR,Gary Trent,21,2,0,10,3.6,14.4,0.25,0.0,0.0,,3.6,14.4,0.25,0.0,0.0,,0.0,3.6,3.6,0.0,3.6,0.0,0.0,10.8,7.2
1996,25,POR,Elmore Spencer,26,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
