Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1998,10,953,GSW,Golden State Warriors,22.0,NBA,C,55.0,656.0,9.2,0.42,0.01,0.36,11.5,18.6,15.0,3.5,1.0,5.4,20.2,16.4,-1.0,0.9,-0.1,-0.01,-5.9,0.5,-5.3,-0.6
1999,10,953,GSW,Golden State Warriors,23.0,NBA,C,44.0,614.0,12.3,0.45,0.0,0.42,13.5,20.5,16.9,4.7,1.3,5.2,17.8,12.6,0.1,1.0,1.1,0.09,-2.8,1.5,-1.3,0.1
2001,10,953,GSW,Golden State Warriors,25.0,NBA,C,58.0,1457.0,12.4,0.42,0.0,0.18,10.5,19.7,14.7,5.2,1.1,7.6,16.3,14.0,-0.8,1.5,0.7,0.02,-3.6,0.8,-2.8,-0.3
2002,10,953,GSW,Golden State Warriors,26.0,NBA,C,79.0,1485.0,12.5,0.44,0.0,0.24,10.6,17.3,13.9,4.3,1.2,7.7,15.1,14.2,-0.4,1.6,1.2,0.04,-3.0,1.0,-2.1,0.0
2003,10,953,GSW,Golden State Warriors,27.0,NBA,C,82.0,1787.0,15.3,0.56,0.0,0.3,10.6,18.5,14.6,3.1,1.1,7.6,15.7,11.0,2.3,1.7,4.0,0.11,-0.7,1.7,0.9,1.3
2004,10,953,GSW,Golden State Warriors,28.0,NBA,C,44.0,572.0,13.0,0.47,0.0,0.27,10.6,22.3,16.4,4.8,0.6,5.8,12.6,13.4,0.3,0.8,1.1,0.09,-2.3,1.2,-1.1,0.1
2005,10,953,GSW,Golden State Warriors,29.0,NBA,C,78.0,1700.0,12.7,0.51,0.0,0.23,10.1,17.7,13.7,4.9,0.8,6.7,14.5,10.4,1.2,2.2,3.4,0.1,-2.8,1.7,-1.2,0.3
2006,10,953,GSW,Golden State Warriors,30.0,NBA,C,77.0,1824.0,10.3,0.52,0.0,0.22,8.5,17.6,13.0,2.8,1.2,5.1,19.5,10.0,0.3,2.5,2.8,0.08,-3.4,1.7,-1.7,0.1
2007,10,953,GSW,Golden State Warriors,31.0,NBA,C,48.0,475.0,13.7,0.56,0.0,0.29,11.5,17.7,14.6,5.5,1.1,8.0,19.3,10.7,0.4,0.6,1.0,0.1,-2.3,1.6,-0.7,0.2
2008,22,953,ORL,Orlando Magic,32.0,NBA,C,82.0,774.0,9.9,0.46,0.0,0.22,11.0,19.6,15.5,3.4,1.1,4.2,16.0,11.8,0.0,1.3,1.3,0.08,-3.1,1.2,-1.9,0.0
2009,31,953,TOT,Total After Trade,33.0,NBA,C,10.0,62.0,19.7,0.62,0.0,0.55,16.8,30.1,23.6,2.6,0.0,9.3,18.0,12.4,0.1,0.2,0.3,0.21,0.8,3.2,4.0,0.1
2009,22,953,ORL,Orlando Magic,33.0,NBA,C,9.0,59.0,21.0,0.62,0.0,0.55,17.7,31.7,24.8,2.7,0.0,9.7,18.0,13.0,0.1,0.2,0.3,0.22,1.6,3.5,5.1,0.1
2009,15,953,MEM,Memphis Grizzlies,33.0,NBA,C,1.0,3.0,-6.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.0,-15.0,-2.5,-17.6,0.0
