PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Paul George,28,77,77,36.9,9.2,21.0,0.43799999999999994,3.8,9.8,0.386,5.4,11.1,0.484,0.529,5.9,7.0,0.8390000000000001,1.4,6.8,8.2,4.1,2.2,0.4,2.7,2.8,28.0
Russell Westbrook,30,73,73,36.0,8.6,20.2,0.428,1.6,5.6,0.29,7.0,14.5,0.48100000000000004,0.46799999999999997,4.1,6.2,0.6559999999999999,1.5,9.6,11.1,10.7,1.9,0.5,4.5,3.4,22.9
Steven Adams,25,80,80,33.4,6.0,10.1,0.595,0.0,0.0,0.0,6.0,10.1,0.596,0.595,1.8,3.7,0.5,4.9,4.6,9.5,1.6,1.5,1.0,1.7,2.6,13.9
Jerami Grant,24,80,77,32.7,5.1,10.3,0.49700000000000005,1.4,3.7,0.392,3.7,6.6,0.555,0.5670000000000001,2.0,2.8,0.71,1.2,4.0,5.2,1.0,0.8,1.3,0.8,2.7,13.6
Dennis Schröder,25,79,14,29.3,5.8,14.0,0.414,1.6,4.6,0.341,4.2,9.4,0.45,0.47,2.4,2.9,0.8190000000000001,0.5,3.1,3.6,4.1,0.8,0.2,2.2,2.4,15.5
Terrance Ferguson,20,74,74,26.1,2.5,5.8,0.429,1.4,3.9,0.366,1.1,1.9,0.56,0.552,0.5,0.7,0.725,0.4,1.5,1.9,1.0,0.5,0.2,0.6,3.1,6.9
Tyler Davis,25,31,2,19.0,1.8,5.1,0.35700000000000004,1.3,4.1,0.32299999999999995,0.5,1.0,0.5,0.48700000000000004,0.4,0.4,0.9229999999999999,0.2,1.4,1.5,0.6,0.5,0.2,0.5,1.7,5.3
Markieff Morris,29,24,1,16.1,2.5,6.5,0.391,0.8,2.5,0.33899999999999997,1.7,4.0,0.423,0.455,0.6,0.8,0.737,0.8,3.0,3.8,0.8,0.5,0.1,0.3,2.4,6.5
Nerlens Noel,24,77,2,13.7,2.1,3.6,0.5870000000000001,0.0,0.0,,2.1,3.6,0.5870000000000001,0.5870000000000001,0.7,1.0,0.684,1.6,2.6,4.2,0.6,0.9,1.2,0.6,2.2,4.9
Patrick Patterson,29,63,5,13.7,1.3,3.5,0.374,0.7,2.2,0.336,0.6,1.3,0.439,0.479,0.3,0.5,0.633,0.7,1.7,2.3,0.5,0.3,0.2,0.3,0.7,3.6
Raymond Felton,34,33,0,11.5,1.7,4.1,0.40700000000000003,0.6,1.8,0.32799999999999996,1.1,2.2,0.473,0.48100000000000004,0.4,0.4,0.9229999999999999,0.1,0.9,1.0,1.6,0.3,0.2,0.4,0.9,4.3
Abdel Nader,25,61,1,11.4,1.5,3.5,0.423,0.5,1.6,0.32,1.0,1.9,0.513,0.498,0.4,0.6,0.75,0.2,1.7,1.9,0.3,0.3,0.2,0.4,1.1,4.0
Hamidou Diallo,20,51,3,10.3,1.5,3.2,0.455,0.1,0.5,0.16699999999999998,1.4,2.8,0.504,0.467,0.7,1.2,0.61,0.7,1.2,1.9,0.3,0.4,0.2,0.5,1.5,3.7
Deonte Burton,25,32,0,7.5,1.0,2.6,0.402,0.3,0.8,0.29600000000000004,0.8,1.7,0.455,0.451,0.3,0.4,0.667,0.1,0.8,0.9,0.3,0.2,0.3,0.3,1.0,2.6
Timothé Luwawu-Cabarrot,23,21,1,5.9,0.6,2.0,0.302,0.2,1.0,0.22699999999999998,0.4,1.0,0.381,0.36,0.2,0.3,0.667,0.2,0.7,0.9,0.2,0.2,0.0,0.2,0.7,1.7
Tyler Davis,21,1,0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Jawun Evans,22,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donte Grantham,23,3,0,0.7,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
