SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
2019,4,CHO,Kemba Walker,28,82,82,34.9,8.9,20.5,0.43,3.2,8.9,0.36,5.7,11.6,0.49,0.51,4.6,5.5,0.84,0.6,3.8,4.4,5.9,1.2,0.4,2.6,1.6,25.6
2019,4,CHO,Nicolas Batum,30,75,72,31.4,3.4,7.5,0.45,1.5,4.0,0.39,1.8,3.5,0.52,0.55,1.0,1.2,0.86,0.9,4.3,5.2,3.3,0.9,0.6,1.6,1.9,9.3
2019,4,CHO,Jeremy Lamb,26,79,55,28.5,5.5,12.4,0.44,1.5,4.2,0.35,4.0,8.2,0.49,0.5,2.9,3.3,0.89,0.8,4.7,5.5,2.2,1.1,0.4,1.0,1.8,15.3
2019,4,CHO,Marvin Williams,32,75,75,28.4,3.7,8.7,0.42,1.9,5.1,0.37,1.8,3.6,0.5,0.53,0.9,1.1,0.77,1.0,4.4,5.4,1.2,0.9,0.8,0.6,2.1,10.1
2019,4,CHO,Cody Zeller,26,49,47,25.4,3.9,7.0,0.55,0.1,0.4,0.27,3.8,6.6,0.57,0.56,2.3,2.9,0.79,2.2,4.6,6.8,2.1,0.8,0.8,1.3,3.3,10.1
2019,4,CHO,Miles Bridges,20,80,25,21.2,3.0,6.4,0.46,0.8,2.5,0.32,2.2,3.9,0.55,0.53,0.7,1.0,0.75,0.8,3.2,4.0,1.2,0.7,0.6,0.6,1.4,7.5
2019,4,CHO,Michael Kidd-Gilchrist,25,64,3,18.4,2.5,5.2,0.48,0.3,0.7,0.34,2.2,4.5,0.5,0.5,1.5,1.9,0.77,1.4,2.5,3.8,1.0,0.5,0.6,0.7,2.4,6.7
2019,4,CHO,Tony Parker,36,56,0,17.9,3.8,8.3,0.46,0.2,0.9,0.26,3.6,7.4,0.48,0.47,1.6,2.2,0.73,0.3,1.2,1.5,3.7,0.4,0.1,1.3,0.9,9.5
2019,4,CHO,Dwayne Bacon,23,43,13,17.7,2.8,6.0,0.48,0.9,2.0,0.44,2.0,4.0,0.49,0.55,0.8,1.1,0.74,0.2,1.9,2.1,1.1,0.3,0.1,0.4,1.7,7.3
2019,4,CHO,Malik Monk,20,73,0,17.2,3.1,8.0,0.39,1.5,4.5,0.33,1.6,3.5,0.46,0.48,1.2,1.4,0.88,0.2,1.7,1.9,1.6,0.5,0.3,1.2,1.5,8.9
2019,4,CHO,Frank Kaminsky,25,47,0,16.1,2.9,6.3,0.46,1.1,3.0,0.36,1.9,3.4,0.55,0.55,1.7,2.3,0.74,0.8,2.6,3.5,1.3,0.3,0.3,0.9,1.4,8.6
2019,4,CHO,Devonte' Graham,23,46,3,14.7,1.6,4.7,0.34,0.7,2.6,0.28,0.9,2.1,0.42,0.42,0.8,1.0,0.76,0.2,1.2,1.4,2.6,0.5,0.0,0.7,1.0,4.7
2019,4,CHO,Bismack Biyombo,26,54,32,14.5,1.6,2.9,0.57,0.0,0.0,,1.6,2.9,0.57,0.57,1.1,1.7,0.64,1.5,3.1,4.6,0.6,0.2,0.8,0.6,1.9,4.4
2019,4,CHO,Willy HernangAmez,24,58,3,14.0,2.6,5.1,0.52,0.3,0.7,0.38,2.4,4.4,0.54,0.54,1.7,2.5,0.69,2.0,3.3,5.4,1.0,0.3,0.3,1.0,1.7,7.3
2019,4,CHO,Shelvin Mack,28,4,0,10.5,0.5,3.5,0.14,0.0,0.5,0.0,0.5,3.0,0.17,0.14,1.3,2.3,0.56,0.0,0.5,0.5,0.3,0.5,0.0,1.0,0.8,2.3
2019,4,CHO,J.P. Macura,23,2,0,8.5,1.5,4.5,0.33,0.0,2.0,0.0,1.5,2.5,0.6,0.33,0.0,0.0,,0.0,1.5,1.5,1.0,0.0,0.0,0.0,0.0,3.0
2019,4,CHO,Joe Chealey,23,1,0,8.0,1.0,3.0,0.33,0.0,0.0,,1.0,3.0,0.33,0.33,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
