Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1993,24,1995,PHO,Phoenix Suns,22.0,NBA,C,56.0,1069.0,12.7,0.52,0.01,0.39,7.5,20.9,14.3,14.3,1.7,5.6,26.5,15.7,-0.4,1.9,1.6,0.07,-2.6,3.5,0.9,0.8
1994,24,1995,PHO,Phoenix Suns,23.0,NBA,C,69.0,1786.0,18.2,0.62,0.02,0.3,8.9,21.0,15.0,19.1,2.3,5.5,24.1,16.0,2.2,3.1,5.3,0.14,0.7,4.0,4.6,3.0
1995,9,1995,DET,Detroit Pistons,24.0,NBA,PF,64.0,1558.0,16.9,0.58,0.03,0.3,12.1,23.7,17.8,9.5,2.0,5.5,19.6,16.9,1.2,1.9,3.1,0.1,-1.0,1.1,0.1,0.8
1996,28,1995,TOR,Toronto Raptors,25.0,NBA,PF,76.0,2516.0,16.2,0.55,0.01,0.28,8.3,18.3,13.3,14.2,2.2,4.3,18.5,19.2,1.3,2.4,3.8,0.07,-0.9,0.9,0.0,1.2
1997,31,1995,TOT,Total After Trade,26.0,NBA,C,61.0,1152.0,13.1,0.54,0.01,0.33,10.4,20.7,15.4,12.5,2.2,4.3,24.8,14.3,0.1,1.7,1.8,0.07,-3.4,1.9,-1.5,0.1
1997,7,1995,DAL,Dallas Mavericks,26.0,NBA,C,42.0,836.0,11.6,0.51,0.01,0.34,11.2,21.3,16.2,11.2,2.2,4.7,28.3,13.6,-0.5,1.3,0.8,0.05,-4.5,2.0,-2.5,-0.1
1997,28,1995,TOR,Toronto Raptors,26.0,NBA,C,19.0,316.0,17.0,0.6,0.01,0.31,8.3,19.1,13.5,15.8,2.2,3.3,17.3,16.3,0.5,0.4,0.9,0.14,-0.6,1.6,1.0,0.2
1998,28,1995,TOR,Toronto Raptors,27.0,NBA,C,64.0,1628.0,12.8,0.48,0.01,0.27,9.7,18.2,13.8,18.8,1.8,3.0,24.1,14.7,-0.1,0.9,0.9,0.03,-1.9,0.1,-1.8,0.1
1999,26,1995,SAC,Sacramento Kings,28.0,NBA,C,4.0,35.0,8.3,0.46,0.0,0.0,21.2,3.0,12.1,0.0,0.0,3.6,26.7,18.3,0.0,0.0,0.0,-0.05,-4.0,-4.2,-8.2,-0.1
2004,18,1995,MIN,Minnesota Timberwolves,33.0,NBA,C,48.0,506.0,12.9,0.55,0.01,0.23,11.0,18.0,14.7,10.7,2.0,3.7,23.1,13.3,0.4,1.0,1.4,0.13,-3.0,2.8,-0.2,0.2
