PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Kevin Durant,24,81,81,3119,12.1,23.6,0.51,2.3,5.5,0.41600000000000004,9.8,18.1,0.539,11.2,12.4,0.905,0.8,9.8,10.6,6.2,1.9,1.7,4.6,2.4,37.6,,122,100
Russell Westbrook,24,82,82,2861,12.1,27.6,0.43799999999999994,1.7,5.4,0.32299999999999995,10.4,22.2,0.466,8.3,10.3,0.8,2.0,5.7,7.7,10.9,2.6,0.4,4.9,3.4,34.2,,111,103
Serge Ibaka,23,80,80,2486,9.2,16.1,0.573,0.4,1.2,0.35100000000000003,8.8,14.9,0.591,3.0,4.0,0.7490000000000001,4.6,8.2,12.8,0.9,0.6,5.0,2.6,4.4,21.8,,117,101
Thabo Sefolosha,28,81,81,2229,5.2,10.8,0.48100000000000004,2.5,6.0,0.419,2.7,4.8,0.5579999999999999,1.3,1.6,0.826,1.3,6.0,7.3,2.9,2.4,1.0,1.5,4.1,14.1,,121,103
Kevin Martin,29,77,0,2136,8.4,18.7,0.45,3.8,8.9,0.426,4.6,9.8,0.47200000000000003,5.3,5.9,0.89,0.7,3.5,4.3,2.6,1.7,0.2,2.4,3.3,25.9,,117,107
Kendrick Perkins,28,78,78,1954,3.8,8.2,0.457,0.0,0.0,0.0,3.8,8.2,0.45799999999999996,1.2,1.9,0.611,2.9,9.4,12.3,2.9,1.1,2.2,2.9,6.0,8.7,,94,102
Nick Collison,32,81,2,1583,5.7,9.6,0.595,0.0,0.1,0.0,5.7,9.5,0.603,1.9,2.5,0.769,4.0,6.8,10.8,3.9,1.7,1.0,2.2,6.4,13.4,,123,104
Reggie Jackson,22,70,0,993,7.7,16.8,0.45799999999999996,1.2,5.4,0.231,6.5,11.4,0.5660000000000001,2.7,3.2,0.8390000000000001,1.1,7.5,8.6,6.3,1.5,0.7,2.7,4.3,19.4,,108,104
Hasheem Thabeet,25,66,4,770,4.3,7.1,0.604,0.0,0.0,,4.3,7.1,0.604,2.1,3.5,0.604,4.6,8.4,13.0,0.7,2.0,4.0,2.7,9.9,10.7,,110,99
Eric Maynor,25,37,0,391,4.7,15.1,0.313,2.0,6.0,0.326,2.8,9.1,0.304,2.2,2.8,0.81,0.7,1.7,2.4,9.6,1.3,0.0,4.1,2.5,13.7,,92,109
Derek Fisher,38,24,0,346,4.8,14.3,0.33299999999999996,3.0,8.5,0.35100000000000003,1.8,5.8,0.308,2.1,2.2,0.9329999999999999,0.3,3.0,3.3,2.4,2.1,0.1,1.8,4.6,14.6,,97,106
DeAndre Liggins,24,39,1,290,3.7,8.3,0.447,1.2,3.4,0.368,2.5,5.0,0.5,1.6,3.2,0.5,2.3,7.1,9.4,2.7,3.2,0.5,2.5,5.9,10.3,,101,101
Perry Jones,21,38,1,280,7.2,18.2,0.39399999999999996,0.0,0.4,0.0,7.2,17.8,0.402,1.8,2.8,0.667,2.2,9.2,11.4,1.8,0.9,1.1,2.8,4.2,16.2,,85,104
Jeremy Lamb,20,23,0,147,8.4,23.8,0.353,3.1,10.5,0.3,5.2,13.3,0.395,4.9,4.9,1.0,1.7,4.5,6.3,1.7,0.7,0.7,2.1,4.5,24.8,,100,108
Ronnie Brewer,27,14,0,142,2.2,8.3,0.261,0.4,1.8,0.2,1.8,6.5,0.278,0.0,0.0,,4.7,9.8,14.5,3.6,3.3,0.0,1.4,2.2,4.7,,92,99
Daniel Orton,22,13,0,104,5.9,12.9,0.462,0.0,0.0,,5.9,12.9,0.462,4.4,8.4,0.529,6.4,6.4,12.9,2.0,2.0,1.5,2.0,6.4,16.3,,110,103
