Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2011,29,1238,UTA,Utah Jazz,20.0,NBA,SF,72.0,1218.0,10.7,0.58,0.25,0.33,4.0,9.8,6.9,10.2,1.3,1.3,17.3,15.3,0.8,0.4,1.2,0.05,-1.2,-1.1,-2.2,-0.1
2012,29,1238,UTA,Utah Jazz,21.0,NBA,SF,66.0,2015.0,15.5,0.57,0.27,0.4,3.3,9.9,6.6,15.9,1.4,1.6,13.7,17.8,3.8,1.0,4.9,0.12,1.7,-0.1,1.5,1.8
2013,29,1238,UTA,Utah Jazz,22.0,NBA,SF,72.0,2104.0,16.8,0.56,0.32,0.38,2.8,9.8,6.3,16.7,1.5,1.4,11.7,22.1,4.2,1.2,5.4,0.12,2.5,-0.5,2.0,2.1
2014,29,1238,UTA,Utah Jazz,23.0,NBA,SF,77.0,2800.0,16.2,0.52,0.27,0.37,2.5,14.0,8.0,24.1,2.1,1.1,15.0,23.1,2.2,1.5,3.6,0.06,1.0,-0.2,0.8,2.0
2015,29,1238,UTA,Utah Jazz,24.0,NBA,SF,76.0,2618.0,20.2,0.57,0.3,0.42,2.4,14.0,8.2,21.7,2.2,0.9,13.8,26.2,5.8,2.9,8.7,0.16,3.5,0.5,4.0,4.0
2016,29,1238,UTA,Utah Jazz,25.0,NBA,SF,80.0,2893.0,18.3,0.56,0.34,0.4,2.5,13.5,8.0,18.2,1.7,0.8,12.5,25.7,5.5,3.4,8.9,0.15,2.4,0.2,2.6,3.3
2017,29,1238,UTA,Utah Jazz,26.0,NBA,SF,73.0,2516.0,22.2,0.6,0.32,0.37,2.3,15.4,9.0,18.2,1.5,0.6,9.4,27.6,7.1,3.3,10.4,0.2,4.6,0.5,5.0,4.5
2018,2,1238,BOS,Boston Celtics,27.0,NBA,SF,1.0,5.0,7.3,0.5,0.5,0.0,0.0,21.6,10.9,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.06,-6.6,-0.8,-7.4,0.0
2019,2,1238,BOS,Boston Celtics,28.0,NBA,PF,72.0,1863.0,15.6,0.57,0.36,0.29,2.9,15.5,9.2,18.4,1.6,1.1,12.8,19.0,2.6,2.3,4.9,0.13,0.4,0.4,0.8,1.3
2020,2,1238,BOS,Boston Celtics,29.0,NBA,SF,52.0,1740.0,18.1,0.6,0.32,0.21,3.4,17.8,10.7,18.7,1.1,1.2,11.2,21.1,3.5,2.2,5.7,0.16,2.6,0.1,2.7,2.0
2021,4,1238,CHO,Charlotte Hornets,30.0,NBA,SF,21.0,756.0,19.1,0.61,0.31,0.26,2.1,13.9,7.9,18.1,1.6,1.5,10.3,24.8,1.5,0.7,2.2,0.14,2.8,-0.5,2.4,0.8
