Team ID,Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
21,3219,5.0,0.0,157.0,26.0,56.0,0.46,0.0,1.0,0,26.0,55.0,0.47,0.46,8.0,12.0,0.67,7.0,27.0,34.0,10.0,1.0,1.0,7.0,16.0,60.0,0
