PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Giannis Antetokounmpo,22,80,80,2845,11.7,22.5,0.521,0.9,3.2,0.272,10.8,19.3,0.563,8.4,10.9,0.77,2.5,10.0,12.5,7.7,2.3,2.7,4.2,4.4,32.7,,116,104
Tony Snell,25,80,80,2336,5.3,11.8,0.455,3.1,7.7,0.406,2.2,4.0,0.5479999999999999,1.0,1.3,0.81,0.5,4.9,5.4,2.1,1.2,0.3,1.2,2.7,14.8,,114,113
Matthew Dellavedova,26,76,54,1986,5.3,13.7,0.39,2.0,5.5,0.36700000000000005,3.3,8.2,0.40399999999999997,2.1,2.5,0.8540000000000001,0.6,3.1,3.8,9.1,1.4,0.0,3.4,3.9,14.8,,102,114
Malcolm Brogdon,24,75,28,1982,7.4,16.3,0.457,2.0,4.9,0.40399999999999997,5.4,11.3,0.48,2.8,3.2,0.865,1.2,4.3,5.5,8.1,2.2,0.3,2.9,3.6,19.7,,111,111
Greg Monroe,26,81,0,1823,10.8,20.2,0.5329999999999999,0.0,0.1,0.0,10.8,20.1,0.536,4.9,6.7,0.741,4.7,10.2,14.8,5.2,2.6,1.1,3.9,4.7,26.5,,111,105
Jabari Parker,21,51,50,1728,11.7,23.9,0.49,1.9,5.2,0.365,9.8,18.7,0.525,4.8,6.4,0.743,2.3,6.9,9.2,4.2,1.5,0.6,2.7,3.3,30.1,,110,110
Jason Terry,39,74,0,1365,3.9,9.0,0.43200000000000005,2.7,6.4,0.42700000000000005,1.2,2.7,0.444,0.9,1.1,0.828,0.6,3.4,3.9,3.6,1.7,0.7,1.3,3.5,11.4,,116,112
Mirza Teletović,31,70,2,1133,7.0,18.7,0.373,4.7,13.7,0.341,2.3,5.1,0.46,1.6,2.0,0.778,0.5,6.8,7.3,2.2,0.5,0.6,1.7,4.9,20.2,,99,113
John Henson,26,58,39,1123,7.2,14.0,0.515,0.0,0.0,0.0,7.2,13.9,0.516,3.3,4.8,0.6920000000000001,4.2,9.2,13.3,2.6,1.3,3.5,2.4,6.8,17.7,,110,106
Michael Beasley,28,56,6,935,11.7,22.1,0.532,1.0,2.3,0.419,10.8,19.7,0.545,4.2,5.7,0.743,2.2,8.3,10.5,2.9,1.5,1.5,3.6,5.0,28.7,,106,109
Khris Middleton,25,29,23,889,8.6,19.0,0.45,2.6,5.9,0.433,6.0,13.1,0.45899999999999996,4.6,5.3,0.88,0.6,6.4,7.0,5.7,2.3,0.4,3.7,4.5,24.3,,106,109
Thon Maker,19,57,34,562,7.5,16.4,0.45899999999999996,2.5,6.7,0.37799999999999995,5.0,9.7,0.514,2.9,4.4,0.653,3.6,6.7,10.3,2.1,0.9,2.3,1.5,7.6,20.4,,114,110
Rashad Vaughn,20,41,2,458,6.3,17.3,0.365,2.9,9.0,0.321,3.4,8.3,0.413,0.2,0.6,0.4,0.4,5.0,5.4,2.6,2.1,1.1,1.6,3.5,15.7,,89,110
Miles Plumlee,28,32,12,310,4.9,11.1,0.441,0.0,0.0,,4.9,11.1,0.441,3.6,5.7,0.629,3.8,4.9,8.7,2.9,1.8,1.5,3.6,7.9,13.4,,95,110
Spencer Hawes,28,19,0,171,8.9,17.5,0.508,2.7,7.7,0.34600000000000003,6.2,9.8,0.636,4.2,5.3,0.778,1.8,11.6,13.4,5.6,0.6,1.2,2.7,4.8,24.7,,119,109
Gary Payton,24,6,0,99,4.1,11.3,0.364,0.5,4.6,0.111,3.6,6.7,0.5379999999999999,1.5,2.6,0.6,0.0,6.2,6.2,6.7,1.5,2.1,5.1,4.6,10.3,,74,109
Steve Novak,33,8,0,22,4.6,16.2,0.28600000000000003,2.3,13.9,0.16699999999999998,2.3,2.3,1.0,0.0,0.0,,0.0,6.9,6.9,0.0,0.0,0.0,0.0,2.3,11.5,,75,115
Terrence Jones,25,3,0,6,0.0,25.4,0.0,0.0,0.0,,0.0,25.4,0.0,0.0,0.0,,0.0,25.4,25.4,0.0,8.5,8.5,0.0,0.0,0.0,,0,74
Axel Toupane,24,2,0,6,0.0,8.5,0.0,0.0,8.5,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,,0,118
