Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1984,22.0,HOU,NBA,SG,7.0,63.0,8.2,0.419,0.0,0.037,6.9,8.5,7.7,12.4,2.2,0.0,9.9,19.0,,0.0,0.1,0.0,0.018,,-4.2,0.0,-4.2,-0.1
1985,23.0,HOU,NBA,SG,45.0,189.0,12.8,0.529,0.043,0.435,4.7,10.0,7.4,18.0,2.7,0.9,21.1,21.8,,0.0,0.2,0.2,0.057,,-2.0,1.1,-0.9,0.1
1986,24.0,HOU,NBA,SG,36.0,199.0,17.5,0.506,0.107,0.345,9.1,15.9,12.5,18.9,2.6,1.1,13.4,21.9,,0.3,0.2,0.5,0.126,,1.4,0.4,1.9,0.2
1987,25.0,CLE,NBA,SG,44.0,890.0,11.5,0.483,0.121,0.414,6.7,12.8,9.8,14.0,2.1,1.9,17.8,15.5,,0.0,1.2,1.2,0.065,,-1.6,1.5,-0.1,0.4
1988,26.0,CLE,NBA,SG,79.0,1709.0,12.5,0.518,0.132,0.272,6.1,12.6,9.4,17.1,2.4,1.0,16.5,16.2,,0.9,2.3,3.1,0.088,,-0.8,1.4,0.6,1.1
1989,27.0,CLE,NBA,SG,82.0,1867.0,13.7,0.528,0.191,0.223,6.4,11.2,8.9,19.2,2.9,0.6,16.8,15.7,,1.5,3.1,4.6,0.118,,-0.1,2.1,2.0,1.9
1990,28.0,CLE,NBA,SG,81.0,2894.0,14.5,0.539,0.264,0.197,5.6,11.4,8.5,19.5,2.2,0.5,13.6,17.7,,3.3,3.2,6.5,0.108,,0.3,0.8,1.1,2.3
1991,29.0,CLE,NBA,SG,82.0,2766.0,12.0,0.498,0.193,0.181,6.0,10.3,8.1,19.5,2.2,0.7,16.1,15.7,,0.9,2.4,3.4,0.058,,-0.9,0.6,-0.4,1.1
1992,30.0,CLE,NBA,SG,63.0,2016.0,13.8,0.526,0.244,0.18,5.4,11.4,8.5,16.6,2.0,0.6,12.3,18.2,,2.0,1.9,3.8,0.091,,0.4,0.0,0.4,1.2
1993,31.0,CLE,NBA,SG,82.0,2559.0,14.2,0.566,0.311,0.153,5.3,12.4,9.0,13.9,2.1,0.5,12.9,16.7,,3.0,3.1,6.2,0.116,,0.7,0.6,1.2,2.1
1994,32.0,ATL,NBA,SG,82.0,2147.0,15.0,0.529,0.312,0.218,3.6,10.7,7.1,18.8,3.2,0.8,14.4,18.1,,2.4,3.5,5.9,0.132,,0.0,2.1,2.2,2.3
1995,33.0,ATL,NBA,SG,49.0,1166.0,13.9,0.526,0.318,0.168,5.4,9.4,7.3,16.5,2.1,0.4,13.9,20.5,,0.8,1.4,2.1,0.088,,0.1,0.2,0.3,0.7
1996,34.0,ATL,NBA,SG,79.0,1758.0,13.7,0.526,0.374,0.174,4.2,13.4,8.6,12.8,2.6,0.4,14.0,18.9,,1.5,1.8,3.3,0.09,,-0.3,0.4,0.1,1.0
1997,35.0,SEA,NBA,SG,62.0,848.0,7.6,0.412,0.383,0.105,5.6,10.1,7.8,12.3,2.3,0.4,14.8,16.4,,-0.7,1.0,0.3,0.018,,-3.3,0.1,-3.2,-0.2
