PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Pooh Richardson,25,82,82,35.6,7.2,15.4,0.466,0.6,1.9,0.342,6.5,13.5,0.483,0.48700000000000004,1.5,2.2,0.691,1.1,2.6,3.7,8.4,1.5,0.3,2.5,1.9,16.5
Doug West,24,80,72,31.8,5.8,11.2,0.518,0.1,0.3,0.174,5.7,10.9,0.527,0.52,2.3,2.9,0.805,1.3,1.9,3.2,3.5,0.8,0.3,1.5,3.0,14.0
Tony Campbell,29,78,41,31.3,6.8,14.6,0.46399999999999997,0.2,0.5,0.35100000000000003,6.6,14.1,0.467,0.469,3.1,3.8,0.8029999999999999,1.8,1.9,3.7,2.9,1.1,0.4,2.1,2.6,16.8
Tyrone Corbin,29,11,8,31.3,5.2,12.9,0.401,0.0,0.1,0.0,5.2,12.8,0.40399999999999997,0.401,4.0,4.8,0.83,2.2,4.1,6.3,3.0,1.1,0.5,2.4,2.8,14.4
Sam Mitchell,28,82,63,26.2,3.7,8.8,0.423,0.0,0.1,0.182,3.7,8.7,0.42700000000000005,0.425,2.5,3.2,0.7859999999999999,1.9,3.8,5.8,1.1,0.6,0.5,1.2,2.8,10.1
Thurl Bailey,30,71,18,25.0,4.6,10.4,0.44799999999999995,0.0,0.0,0.0,4.6,10.3,0.44799999999999995,0.44799999999999995,2.4,3.0,0.795,1.4,4.3,5.7,0.8,0.4,1.4,1.2,1.8,11.7
Gerald Glass,24,75,41,24.3,5.1,11.6,0.44,0.2,0.7,0.29600000000000004,4.9,10.9,0.449,0.449,1.0,1.7,0.616,1.4,2.0,3.5,2.3,0.9,0.4,1.4,2.3,11.5
Felton Spencer,24,61,54,24.3,2.3,5.4,0.426,0.0,0.0,,2.3,5.4,0.426,0.426,2.0,2.9,0.691,2.7,4.4,7.1,0.9,0.4,1.3,1.1,4.0,6.6
Randy Breuer,31,67,25,17.6,2.4,5.1,0.46799999999999997,0.0,0.0,0.0,2.4,5.1,0.469,0.46799999999999997,0.6,1.1,0.532,1.5,2.7,4.2,1.3,0.4,1.5,0.6,1.7,5.4
Luc Longley,23,66,3,15.0,1.7,3.8,0.45799999999999996,0.0,0.0,,1.7,3.8,0.45799999999999996,0.45799999999999996,0.8,1.2,0.6629999999999999,1.0,2.9,3.9,0.8,0.5,1.0,1.3,2.4,4.3
Tellis Frank,26,10,0,14.0,1.8,3.3,0.545,0.0,0.0,,1.8,3.3,0.545,0.545,1.0,1.5,0.667,0.8,1.8,2.6,0.8,0.5,0.4,0.5,2.4,4.6
Scott Brooks,26,82,0,13.2,2.0,4.6,0.447,0.4,1.1,0.35600000000000004,1.6,3.5,0.475,0.489,0.6,0.8,0.81,0.3,0.9,1.2,2.5,0.8,0.1,0.6,1.0,5.1
Mark Randall,24,39,0,9.6,1.5,3.3,0.457,0.1,0.4,0.214,1.4,2.9,0.48700000000000004,0.469,0.7,0.9,0.743,0.9,0.7,1.6,0.7,0.3,0.1,0.5,0.8,3.7
Tod Murphy,28,47,3,9.1,0.8,1.7,0.488,0.0,0.0,0.5,0.8,1.7,0.48700000000000004,0.494,0.4,0.7,0.5589999999999999,0.8,1.6,2.3,0.2,0.2,0.2,0.4,0.9,2.1
Tom Garrick,25,15,0,7.5,0.7,2.2,0.33299999999999996,0.1,0.1,0.5,0.7,2.1,0.32299999999999995,0.348,0.4,0.5,0.75,0.1,0.5,0.6,1.2,0.5,0.2,0.7,0.9,1.9
Myron Brown,22,4,0,5.8,1.0,1.5,0.667,0.3,0.8,0.33299999999999996,0.8,0.8,1.0,0.75,0.0,0.0,,0.0,0.8,0.8,1.5,0.3,0.0,1.0,0.5,2.3
