NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
20,Dennis Awtrey,C,6-10,235,1948-02-22,US,11,Santa Clara
21,Carl Bailey,C,7-0,210,1958-04-23,US,R,Tuskegee University
12,Billy Ray Bates,SG,6-4,210,1956-05-31,US,2,Kentucky State University
30,Bob Gross,SF,6-6,200,1953-08-03,US,6,"Seattle University, Cal State Long Beach"
40,Pétur Guðmundsson,C,7-2,260,1958-10-30,IS,R,Washington
32,Mike Harper,PF,6-10,195,1957-12-09,US,1,North Park University
44,Kevin Kunnert,C,7-0,230,1951-11-11,US,8,Iowa
3,Jeff Lamp,SF,6-6,195,1959-03-09,US,R,Virginia
33,Calvin Natt,SF,6-6,220,1957-01-08,US,2,Louisiana-Monroe
4,Jim Paxson,SG,6-6,200,1957-07-09,US,2,Dayton
14,Kelvin Ransey,PG,6-1,170,1958-05-03,US,1,Ohio State
43,Mychal Thompson,C,6-10,226,1955-01-30,BS,2,Minnesota
10,Darnell Valentine,PG,6-1,183,1959-02-03,US,R,Kansas
31,Pete Verhoeven,PF,6-9,215,1959-02-15,US,R,Fresno State
42,Kermit Washington,PF,6-8,230,1951-09-17,US,8,American University
