SEASON,TEAM ID,TEAM,NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1982,9,DET,54,Kent Benson,C,6-10,235,1954-12-27,US,4,Indiana
1982,9,DET,32,Kenny Carr,PF,6-7,220,1955-08-15,US,4,NC State
1982,9,DET,10,Glenn Hagan,PG,6-0,170,1955-06-25,US,R,St. Bonaventure
1982,9,DET,24,Alan Hardy,SG,6-7,195,1957-05-25,US,1,Michigan
1982,9,DET,52,Steve Hayes,C,7-0,205,1955-08-02,US,R,Idaho State University
1982,9,DET,35,Phil Hubbard,SF,6-8,215,1956-12-13,US,2,Michigan
1982,9,DET,15,Vinnie Johnson,SG,6-2,200,1956-09-01,US,2,Baylor
1982,9,DET,42,Edgar Jones,PF,6-10,225,1956-06-17,US,1,Nevada
1982,9,DET,22,Jeff Judkins,SF,6-6,185,1956-03-23,US,3,Utah
1982,9,DET,32,Greg Kelser,SF,6-7,190,1957-09-17,US,2,Michigan State
1982,9,DET,40,Bill Laimbeer,C,6-11,245,1957-05-19,US,1,Notre Dame
1982,9,DET,30,Ron Lee,PG,6-4,193,1952-11-02,US,5,Oregon
1982,9,DET,25,John Long,SG,6-5,195,1956-08-28,US,3,Detroit Mercy
1982,9,DET,44,Paul Mokeski,C,7-0,250,1957-01-03,US,2,Kansas
1982,9,DET,11,Isiah Thomas,PG,6-1,180,1961-04-30,US,R,Indiana
1982,9,DET,7,Kelly Tripucka,SF,6-6,220,1959-02-16,US,R,Notre Dame
1982,9,DET,41,Terry Tyler,PF,6-7,215,1956-10-30,US,3,Detroit Mercy
1982,9,DET,15,Larry Wright,PG,6-1,160,1954-11-23,US,5,Grambling State University
