Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2006,22.0,GSW,NBA,PF,69.0,14.0,1031.0,6.1,11.7,0.524,0.0,0.0,,6.1,11.7,0.524,4.7,5.9,0.81,3.3,4.7,8.0,1.0,0.5,1.0,2.7,5.7,17.0
2007,23.0,TOT,NBA,PF,59.0,2.0,760.0,6.0,12.6,0.477,0.0,0.0,,6.0,12.6,0.477,5.3,6.6,0.8,3.6,6.1,9.6,1.2,0.4,1.2,3.2,5.8,17.3
2007,23.0,GSW,NBA,PF,17.0,0.0,222.0,7.1,13.5,0.53,0.0,0.0,,7.1,13.5,0.53,5.7,7.1,0.795,3.4,6.8,10.2,0.8,0.5,1.8,2.9,5.7,19.9
2007,23.0,IND,NBA,PF,42.0,2.0,538.0,5.6,12.2,0.454,0.0,0.0,,5.6,12.2,0.454,5.2,6.4,0.802,3.6,5.8,9.4,1.3,0.3,1.0,3.3,5.8,16.3
2008,24.0,IND,NBA,PF,30.0,1.0,305.0,7.6,15.8,0.478,0.0,0.0,,7.6,15.8,0.478,4.7,5.5,0.851,4.5,5.5,10.0,1.2,0.8,0.4,2.4,5.1,19.8
2009,25.0,TOT,NBA,PF,29.0,1.0,215.0,6.5,12.4,0.527,0.2,0.3,0.5,6.4,12.1,0.528,6.7,8.9,0.755,4.4,5.0,9.4,0.5,0.5,0.5,2.0,3.9,19.9
2009,25.0,POR,NBA,PF,19.0,0.0,73.0,3.0,9.4,0.316,0.0,0.0,,3.0,9.4,0.316,7.4,9.9,0.75,5.9,2.5,8.4,0.0,0.5,1.0,3.0,4.4,13.3
2009,25.0,SAC,NBA,PF,10.0,1.0,142.0,8.4,13.9,0.6,0.3,0.5,0.5,8.1,13.4,0.604,6.3,8.4,0.758,3.5,6.3,9.9,0.8,0.5,0.3,1.5,3.5,23.3
2011,27.0,LAC,NBA,PF,36.0,0.0,470.0,6.4,11.3,0.561,0.0,0.0,,6.4,11.3,0.561,3.1,4.7,0.661,3.1,5.7,8.8,0.2,0.2,0.2,1.7,5.5,15.9
2012,28.0,SAS,NBA,PF,2.0,0.0,14.0,0.0,5.1,0.0,0.0,0.0,,0.0,5.1,0.0,5.1,5.1,1.0,0.0,2.6,2.6,0.0,0.0,0.0,2.6,2.6,5.1
