Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1989,22.0,PHI,NBA,SG,79.0,79.0,2577.0,442.0,971.0,0.455,71.0,166.0,0.428,371.0,805.0,0.461,0.492,241.0,290.0,0.831,51.0,174.0,225.0,239.0,120.0,37.0,158.0,184.0,1196.0,,0.0
1990,23.0,PHI,NBA,SG,82.0,82.0,2856.0,522.0,1136.0,0.46,84.0,200.0,0.42,438.0,936.0,0.468,0.496,387.0,436.0,0.888,85.0,219.0,304.0,261.0,130.0,28.0,185.0,217.0,1515.0,,0.0
1991,24.0,PHI,NBA,SG,80.0,80.0,3110.0,590.0,1251.0,0.472,108.0,270.0,0.4,482.0,981.0,0.491,0.515,479.0,550.0,0.871,48.0,262.0,310.0,299.0,178.0,39.0,213.0,182.0,1767.0,,0.0
1992,25.0,PHI,NBA,SG,81.0,81.0,3013.0,521.0,1127.0,0.462,91.0,229.0,0.397,430.0,898.0,0.479,0.503,403.0,461.0,0.874,53.0,218.0,271.0,248.0,157.0,43.0,189.0,174.0,1536.0,,0.0
1993,26.0,PHI,NBA,SG,81.0,81.0,2977.0,551.0,1172.0,0.47,122.0,307.0,0.397,429.0,865.0,0.496,0.522,419.0,487.0,0.86,91.0,255.0,346.0,317.0,137.0,30.0,180.0,189.0,1643.0,,1.0
1994,27.0,CHH,NBA,SG,82.0,82.0,2648.0,395.0,859.0,0.46,78.0,235.0,0.332,317.0,624.0,0.508,0.505,312.0,362.0,0.862,89.0,288.0,377.0,216.0,135.0,22.0,158.0,167.0,1180.0,,0.0
1995,28.0,CHH,NBA,SG,82.0,82.0,2731.0,390.0,809.0,0.482,131.0,298.0,0.44,259.0,511.0,0.507,0.563,261.0,301.0,0.867,60.0,254.0,314.0,262.0,122.0,18.0,150.0,178.0,1172.0,,0.0
1996,29.0,SEA,NBA,SG,82.0,82.0,2823.0,443.0,936.0,0.473,146.0,380.0,0.384,297.0,556.0,0.534,0.551,249.0,285.0,0.874,86.0,211.0,297.0,218.0,149.0,14.0,164.0,172.0,1281.0,,0.0
1997,30.0,SEA,NBA,SG,82.0,82.0,2755.0,369.0,795.0,0.464,143.0,355.0,0.403,226.0,440.0,0.514,0.554,258.0,295.0,0.875,92.0,228.0,320.0,250.0,159.0,12.0,130.0,146.0,1139.0,,0.0
1998,31.0,SEA,NBA,SG,82.0,82.0,2597.0,280.0,636.0,0.44,125.0,301.0,0.415,155.0,335.0,0.463,0.539,177.0,204.0,0.868,71.0,263.0,334.0,221.0,148.0,17.0,102.0,153.0,862.0,,0.0
1999,32.0,SEA,NBA,SG,50.0,34.0,1644.0,171.0,408.0,0.419,55.0,180.0,0.306,116.0,228.0,0.509,0.487,119.0,132.0,0.902,51.0,150.0,201.0,123.0,80.0,18.0,80.0,90.0,516.0,,0.0
2001,34.0,CHH,NBA,SG,59.0,0.0,681.0,56.0,137.0,0.409,17.0,46.0,0.37,39.0,91.0,0.429,0.471,54.0,63.0,0.857,17.0,63.0,80.0,72.0,33.0,9.0,19.0,45.0,183.0,,0.0
