Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
2001,1,2832,ATL,Atlanta Hawks,23.0,NBA,SG,82.0,77.0,3089.0,596.0,1367.0,0.44,124.0,314.0,0.4,472.0,1053.0,0.45,0.48,303.0,358.0,0.85,42.0,227.0,269.0,403.0,104.0,12.0,239.0,204.0,1619.0,,0.0
2002,1,2832,ATL,Atlanta Hawks,24.0,NBA,SG,78.0,78.0,2967.0,524.0,1219.0,0.43,172.0,444.0,0.39,352.0,775.0,0.45,0.5,284.0,340.0,0.84,40.0,230.0,270.0,444.0,144.0,13.0,181.0,156.0,1504.0,,0.0
2003,1,2832,ATL,Atlanta Hawks,25.0,NBA,PG,81.0,81.0,3081.0,488.0,1141.0,0.43,160.0,431.0,0.37,328.0,710.0,0.46,0.5,259.0,292.0,0.89,37.0,242.0,279.0,600.0,126.0,14.0,249.0,175.0,1395.0,,1.0
2004,1,2832,ATL,Atlanta Hawks,26.0,NBA,PG,81.0,78.0,3018.0,499.0,1196.0,0.42,146.0,421.0,0.35,353.0,775.0,0.46,0.48,215.0,260.0,0.83,49.0,287.0,336.0,437.0,124.0,16.0,229.0,192.0,1359.0,,0.0
2005,7,2832,DAL,Dallas Mavericks,27.0,NBA,PG,80.0,57.0,2401.0,372.0,743.0,0.5,103.0,245.0,0.42,269.0,498.0,0.54,0.57,146.0,173.0,0.84,38.0,150.0,188.0,429.0,109.0,15.0,147.0,177.0,993.0,,0.0
2006,7,2832,DAL,Dallas Mavericks,28.0,NBA,PG,80.0,80.0,2798.0,516.0,1099.0,0.47,171.0,416.0,0.41,345.0,683.0,0.5,0.55,168.0,210.0,0.8,31.0,127.0,158.0,306.0,100.0,27.0,135.0,196.0,1371.0,,0.0
2007,7,2832,DAL,Dallas Mavericks,29.0,NBA,SG,81.0,80.0,2846.0,514.0,1063.0,0.48,162.0,370.0,0.44,352.0,693.0,0.51,0.56,160.0,199.0,0.8,41.0,190.0,231.0,422.0,81.0,17.0,152.0,170.0,1350.0,,0.0
2008,7,2832,DAL,Dallas Mavericks,30.0,NBA,SG,82.0,34.0,2579.0,471.0,1008.0,0.47,136.0,363.0,0.38,335.0,645.0,0.52,0.54,191.0,223.0,0.86,30.0,178.0,208.0,264.0,88.0,18.0,92.0,170.0,1269.0,,0.0
2009,7,2832,DAL,Dallas Mavericks,31.0,NBA,SG,74.0,11.0,2491.0,541.0,1168.0,0.46,167.0,456.0,0.37,374.0,712.0,0.52,0.54,198.0,225.0,0.88,39.0,138.0,177.0,251.0,97.0,20.0,119.0,141.0,1447.0,,0.0
2010,7,2832,DAL,Dallas Mavericks,32.0,NBA,SG,77.0,12.0,2540.0,456.0,1041.0,0.44,136.0,373.0,0.36,320.0,668.0,0.48,0.5,232.0,268.0,0.87,19.0,121.0,140.0,292.0,94.0,17.0,109.0,142.0,1280.0,,0.0
2011,7,2832,DAL,Dallas Mavericks,33.0,NBA,SG,82.0,10.0,2564.0,492.0,1091.0,0.45,127.0,351.0,0.36,365.0,740.0,0.49,0.51,182.0,214.0,0.85,24.0,129.0,153.0,334.0,93.0,13.0,167.0,140.0,1293.0,,0.0
2012,7,2832,DAL,Dallas Mavericks,34.0,NBA,SG,63.0,1.0,2000.0,357.0,830.0,0.43,138.0,365.0,0.38,219.0,465.0,0.47,0.51,98.0,111.0,0.88,16.0,133.0,149.0,226.0,73.0,11.0,127.0,69.0,950.0,,0.0
2013,2,2832,BOS,Boston Celtics,35.0,NBA,SG,79.0,24.0,2124.0,281.0,648.0,0.43,123.0,331.0,0.37,158.0,317.0,0.5,0.53,114.0,131.0,0.87,19.0,140.0,159.0,198.0,66.0,11.0,102.0,110.0,799.0,,0.0
2014,3,2832,BRK,Brooklyn Nets,36.0,NBA,PG,35.0,0.0,570.0,55.0,152.0,0.36,39.0,103.0,0.38,16.0,49.0,0.33,0.49,10.0,15.0,0.67,4.0,33.0,37.0,56.0,13.0,0.0,27.0,48.0,159.0,,0.0
2015,11,2832,HOU,Houston Rockets,37.0,NBA,SG,77.0,18.0,1641.0,188.0,446.0,0.42,126.0,323.0,0.39,62.0,123.0,0.5,0.56,39.0,48.0,0.81,15.0,106.0,121.0,147.0,66.0,19.0,74.0,116.0,541.0,,0.0
2016,11,2832,HOU,Houston Rockets,38.0,NBA,SG,72.0,7.0,1258.0,151.0,376.0,0.4,93.0,261.0,0.36,58.0,115.0,0.5,0.52,27.0,33.0,0.82,14.0,65.0,79.0,103.0,47.0,9.0,49.0,91.0,422.0,,0.0
2017,17,2832,MIL,Milwaukee Bucks,39.0,NBA,SG,74.0,0.0,1365.0,105.0,243.0,0.43,73.0,171.0,0.43,32.0,72.0,0.44,0.58,24.0,29.0,0.83,15.0,91.0,106.0,98.0,46.0,20.0,36.0,95.0,307.0,,0.0
2018,17,2832,MIL,Milwaukee Bucks,40.0,NBA,SG,51.0,4.0,814.0,59.0,154.0,0.38,40.0,115.0,0.35,19.0,39.0,0.49,0.51,8.0,9.0,0.89,5.0,43.0,48.0,59.0,42.0,13.0,25.0,52.0,166.0,,0.0
