Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1985,22.0,HOU,NBA,C,82.0,82.0,2914.0,8.4,15.5,0.538,0.0,0.0,,8.4,15.5,0.538,4.2,6.8,0.613,5.4,6.6,12.0,1.4,1.2,2.7,2.9,4.2,20.9
1986,23.0,HOU,NBA,C,68.0,68.0,2467.0,9.1,17.3,0.526,0.0,0.0,,9.1,17.3,0.526,5.1,7.9,0.645,4.9,6.5,11.4,2.0,2.0,3.4,2.8,4.0,23.3
1987,24.0,HOU,NBA,C,75.0,75.0,2760.0,8.8,17.4,0.508,0.0,0.1,0.2,8.8,17.3,0.509,5.2,7.4,0.702,4.1,7.1,11.2,2.9,1.8,3.3,3.0,3.8,22.9
1988,25.0,HOU,NBA,C,79.0,79.0,2825.0,9.1,17.6,0.514,0.0,0.1,0.0,9.1,17.6,0.516,4.9,7.0,0.695,3.8,8.4,12.2,2.1,2.1,2.7,3.1,4.1,23.0
1989,26.0,HOU,NBA,C,82.0,82.0,3024.0,9.4,18.5,0.508,0.0,0.1,0.0,9.4,18.4,0.511,5.4,7.8,0.696,4.0,9.1,13.2,1.8,2.5,3.4,3.3,3.9,24.2
1990,27.0,HOU,NBA,C,82.0,82.0,3124.0,9.3,18.5,0.501,0.0,0.1,0.167,9.3,18.5,0.502,4.4,6.2,0.713,3.4,9.8,13.2,2.7,2.0,4.3,3.6,3.6,23.0
1991,28.0,HOU,NBA,C,56.0,50.0,2062.0,8.5,16.7,0.508,0.0,0.1,0.0,8.5,16.7,0.51,3.7,4.8,0.769,3.8,9.6,13.4,2.3,2.1,3.9,3.0,3.9,20.7
1992,29.0,HOU,NBA,C,70.0,69.0,2636.0,8.1,16.1,0.502,0.0,0.0,0.0,8.1,16.1,0.503,4.5,5.8,0.766,3.4,8.2,11.5,2.1,1.7,4.2,2.6,3.6,20.6
1993,30.0,HOU,NBA,C,82.0,82.0,3242.0,9.4,17.8,0.529,0.0,0.1,0.0,9.4,17.7,0.532,4.9,6.3,0.779,3.1,8.7,11.9,3.2,1.7,3.8,2.9,3.4,23.8
1994,31.0,HOU,NBA,C,80.0,80.0,3277.0,9.8,18.6,0.528,0.1,0.2,0.421,9.7,18.4,0.529,4.3,6.0,0.716,2.5,8.0,10.5,3.2,1.4,3.3,3.0,3.2,24.0
1995,32.0,HOU,NBA,C,72.0,72.0,2853.0,10.1,19.5,0.517,0.0,0.2,0.188,10.0,19.3,0.52,5.1,6.8,0.756,2.2,7.6,9.8,3.2,1.7,3.1,3.0,3.2,25.3
1996,33.0,HOU,NBA,C,72.0,72.0,2797.0,9.9,19.2,0.514,0.0,0.2,0.214,9.8,19.0,0.517,5.1,7.1,0.724,2.3,7.8,10.1,3.3,1.5,2.7,3.2,3.1,24.9
1997,34.0,HOU,NBA,C,78.0,78.0,2852.0,9.2,18.0,0.51,0.1,0.2,0.313,9.1,17.8,0.512,4.4,5.6,0.787,2.2,6.9,9.0,3.0,1.5,2.2,3.5,3.1,22.8
1998,35.0,HOU,NBA,C,47.0,45.0,1633.0,6.7,14.0,0.483,0.0,0.1,0.0,6.7,13.9,0.486,3.5,4.7,0.755,2.6,7.6,10.1,3.2,1.9,2.1,2.8,3.4,17.0
1999,36.0,HOU,NBA,C,50.0,50.0,1784.0,7.5,14.6,0.514,0.1,0.3,0.308,7.4,14.4,0.518,3.9,5.5,0.717,2.1,7.5,9.6,1.8,1.7,2.5,2.8,3.2,19.1
2001,38.0,HOU,NBA,C,58.0,55.0,1545.0,6.6,13.2,0.498,0.0,0.0,0.0,6.6,13.2,0.499,2.9,4.6,0.621,2.9,7.2,10.0,1.7,1.6,2.1,1.9,3.3,16.1
2002,39.0,TOR,NBA,C,61.0,37.0,1378.0,5.1,10.9,0.464,0.0,0.1,0.0,5.1,10.9,0.466,1.2,2.2,0.56,2.6,7.0,9.6,1.7,1.9,2.4,2.6,3.8,11.4
