Season,Tm,Player,Rank,Pts Won,Pts Max,Share,Type
2018,HOU,James Harden,1,965.0,1010,0.955,MVP
2018,CLE,LeBron James,2,738.0,1010,0.731,MVP
2018,NOP,Anthony Davis,3,445.0,1010,0.441,MVP
2018,POR,Damian Lillard,4,207.0,1010,0.205,MVP
2018,OKC,Russell Westbrook,5,76.0,1010,0.075,MVP
2018,MIL,Giannis Antetokounmpo,6,75.0,1010,0.074,MVP
2018,GSW,Kevin Durant,7,66.0,1010,0.065,MVP
2018,TOR,DeMar DeRozan,8,32.0,1010,0.032,MVP
2018,SAS,LaMarcus Aldridge,9,6.0,1010,0.006,MVP
2018,MIN,Jimmy Butler,10T,5.0,1010,0.005,MVP
2018,GSW,Stephen Curry,10T,5.0,1010,0.005,MVP
2018,PHI,Joel Embiid,12,4.0,1010,0.004,MVP
2018,IND,Victor Oladipo,13,2.0,1010,0.002,MVP
