Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1983,13,644,SDC,San Diego Clippers,Terry Cummings,"March 15, 1961",21.0,NBA,PF,70.0,69.0,2531.0,684.0,1309.0,0.52,0.0,1.0,0.0,684.0,1308.0,0.52,0.52,292.0,412.0,0.71,303.0,441.0,744.0,177.0,129.0,62.0,204.0,294.0,1660.0,0.0
1984,13,644,SDC,San Diego Clippers,Terry Cummings,"March 15, 1961",22.0,NBA,PF,81.0,80.0,2907.0,737.0,1491.0,0.49,0.0,3.0,0.0,737.0,1488.0,0.5,0.49,380.0,528.0,0.72,323.0,454.0,777.0,139.0,92.0,57.0,218.0,298.0,1854.0,0.0
1985,17,644,MIL,Milwaukee Bucks,Terry Cummings,"March 15, 1961",23.0,NBA,PF,79.0,78.0,2722.0,759.0,1532.0,0.5,0.0,1.0,0.0,759.0,1531.0,0.5,0.5,343.0,463.0,0.74,244.0,472.0,716.0,228.0,117.0,67.0,190.0,264.0,1861.0,0.0
1986,17,644,MIL,Milwaukee Bucks,Terry Cummings,"March 15, 1961",24.0,NBA,PF,82.0,82.0,2669.0,681.0,1438.0,0.47,0.0,2.0,0.0,681.0,1436.0,0.47,0.47,265.0,404.0,0.66,222.0,472.0,694.0,193.0,121.0,51.0,191.0,283.0,1627.0,0.0
1987,17,644,MIL,Milwaukee Bucks,Terry Cummings,"March 15, 1961",25.0,NBA,PF,82.0,77.0,2770.0,729.0,1426.0,0.51,0.0,3.0,0.0,729.0,1423.0,0.51,0.51,249.0,376.0,0.66,214.0,486.0,700.0,229.0,129.0,81.0,172.0,296.0,1707.0,1.0
1988,17,644,MIL,Milwaukee Bucks,Terry Cummings,"March 15, 1961",26.0,NBA,PF,76.0,76.0,2629.0,675.0,1392.0,0.48,1.0,3.0,0.33,674.0,1389.0,0.48,0.48,270.0,406.0,0.66,184.0,369.0,553.0,181.0,78.0,46.0,170.0,274.0,1621.0,0.0
1989,17,644,MIL,Milwaukee Bucks,Terry Cummings,"March 15, 1961",27.0,NBA,SF,80.0,78.0,2824.0,730.0,1563.0,0.47,7.0,15.0,0.47,723.0,1548.0,0.47,0.47,362.0,460.0,0.79,281.0,369.0,650.0,198.0,106.0,72.0,201.0,265.0,1829.0,0.0
1990,27,644,SAS,San Antonio Spurs,Terry Cummings,"March 15, 1961",28.0,NBA,PF,81.0,78.0,2821.0,728.0,1532.0,0.48,19.0,59.0,0.32,709.0,1473.0,0.48,0.48,343.0,440.0,0.78,226.0,451.0,677.0,219.0,110.0,52.0,202.0,286.0,1818.0,0.0
1991,27,644,SAS,San Antonio Spurs,Terry Cummings,"March 15, 1961",29.0,NBA,PF,67.0,62.0,2195.0,503.0,1039.0,0.48,7.0,33.0,0.21,496.0,1006.0,0.49,0.49,164.0,240.0,0.68,194.0,327.0,521.0,157.0,61.0,30.0,131.0,225.0,1177.0,0.0
1992,27,644,SAS,San Antonio Spurs,Terry Cummings,"March 15, 1961",30.0,NBA,PF,70.0,67.0,2149.0,514.0,1053.0,0.49,5.0,13.0,0.38,509.0,1040.0,0.49,0.49,177.0,249.0,0.71,247.0,384.0,631.0,102.0,58.0,34.0,115.0,210.0,1210.0,0.0
1993,27,644,SAS,San Antonio Spurs,Terry Cummings,"March 15, 1961",31.0,NBA,PF,8.0,0.0,76.0,11.0,29.0,0.38,0.0,0.0,,11.0,29.0,0.38,0.38,5.0,10.0,0.5,6.0,13.0,19.0,4.0,1.0,1.0,2.0,17.0,27.0,0.0
1994,27,644,SAS,San Antonio Spurs,Terry Cummings,"March 15, 1961",32.0,NBA,PF,59.0,29.0,1133.0,183.0,428.0,0.43,0.0,2.0,0.0,183.0,426.0,0.43,0.43,63.0,107.0,0.59,132.0,165.0,297.0,50.0,31.0,13.0,59.0,137.0,429.0,0.0
1995,27,644,SAS,San Antonio Spurs,Terry Cummings,"March 15, 1961",33.0,NBA,PF,76.0,20.0,1273.0,224.0,464.0,0.48,0.0,0.0,,224.0,464.0,0.48,0.48,72.0,123.0,0.58,138.0,240.0,378.0,59.0,36.0,19.0,95.0,188.0,520.0,0.0
1996,17,644,MIL,Milwaukee Bucks,Terry Cummings,"March 15, 1961",34.0,NBA,PF,81.0,13.0,1777.0,270.0,584.0,0.46,1.0,7.0,0.14,269.0,577.0,0.47,0.46,104.0,160.0,0.65,162.0,283.0,445.0,89.0,56.0,30.0,69.0,263.0,645.0,0.0
1997,21,644,SEA,Seattle Supersonics,Terry Cummings,"March 15, 1961",35.0,NBA,PF,45.0,3.0,828.0,155.0,319.0,0.49,3.0,5.0,0.6,152.0,314.0,0.48,0.49,57.0,82.0,0.7,70.0,113.0,183.0,39.0,33.0,7.0,45.0,113.0,370.0,0.0
1998,31,644,TOT,Total After Trade,Terry Cummings,"March 15, 1961",36.0,NBA,PF,74.0,3.0,1185.0,200.0,428.0,0.47,0.0,1.0,0.0,200.0,427.0,0.47,0.47,67.0,98.0,0.68,97.0,186.0,283.0,47.0,38.0,10.0,51.0,181.0,467.0,0.0
1998,23,644,PHI,Philadelphia 76Ers,Terry Cummings,"March 15, 1961",36.0,NBA,PF,44.0,2.0,656.0,97.0,212.0,0.46,0.0,1.0,0.0,97.0,211.0,0.46,0.46,39.0,58.0,0.67,55.0,93.0,148.0,21.0,22.0,5.0,17.0,102.0,233.0,0.0
1998,20,644,NYK,New York Knicks,Terry Cummings,"March 15, 1961",36.0,NBA,PF,30.0,1.0,529.0,103.0,216.0,0.48,0.0,0.0,,103.0,216.0,0.48,0.48,28.0,40.0,0.7,42.0,93.0,135.0,26.0,16.0,5.0,34.0,79.0,234.0,0.0
1999,10,644,GSW,Golden State Warriors,Terry Cummings,"March 15, 1961",37.0,NBA,PF,50.0,0.0,1011.0,186.0,424.0,0.44,1.0,1.0,1.0,185.0,423.0,0.44,0.44,81.0,114.0,0.71,95.0,160.0,255.0,58.0,46.0,10.0,58.0,168.0,454.0,0.0
2000,10,644,GSW,Golden State Warriors,Terry Cummings,"March 15, 1961",38.0,NBA,PF,22.0,0.0,398.0,76.0,177.0,0.43,0.0,0.0,,76.0,177.0,0.43,0.43,32.0,39.0,0.82,45.0,62.0,107.0,21.0,13.0,8.0,27.0,74.0,184.0,0.0
