PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Dikembe Mutombo,28,82,82,3100,5.9,10.6,0.556,0.0,0.0,,5.9,10.6,0.556,4.2,6.4,0.654,5.4,12.0,17.4,1.9,0.7,5.4,3.3,4.8,16.0,,112,103
Bryant Stith,24,81,51,2329,7.0,14.9,0.47200000000000003,0.5,1.5,0.294,6.6,13.4,0.49200000000000005,6.0,7.3,0.8240000000000001,2.1,3.9,6.0,3.4,2.1,0.4,2.5,3.2,20.5,,116,111
Reggie Williams,30,74,70,2198,9.3,20.2,0.45899999999999996,2.0,6.4,0.32,7.2,13.8,0.522,3.2,4.2,0.759,2.2,5.6,7.9,5.5,2.7,1.6,3.0,6.3,23.7,,111,107
Rodney Rogers,23,80,77,2142,9.2,18.8,0.488,1.2,3.6,0.33799999999999997,8.0,15.2,0.523,4.4,6.7,0.6509999999999999,3.2,6.2,9.4,3.9,2.3,1.1,4.2,6.9,24.0,,105,107
Mahmoud Abdul-Rauf,25,73,43,2082,11.9,25.3,0.47,2.1,5.4,0.386,9.8,19.9,0.49200000000000005,3.5,3.9,0.885,0.8,2.6,3.5,6.6,1.9,0.2,3.0,3.2,29.4,,112,112
Dale Ellis,34,81,3,1996,9.2,20.4,0.45299999999999996,2.8,6.9,0.40299999999999997,6.4,13.4,0.479,2.9,3.3,0.866,1.5,4.4,5.8,1.5,1.0,0.2,2.1,3.7,24.1,,111,113
Jalen Rose,22,81,37,1798,6.6,14.6,0.45399999999999996,1.1,3.3,0.316,5.6,11.3,0.495,5.0,6.8,0.7390000000000001,1.7,4.7,6.3,11.4,1.9,0.6,4.7,6.0,19.4,,110,110
Bison Dele,25,63,10,1261,8.2,13.9,0.589,0.0,0.0,,8.2,13.9,0.589,4.4,6.7,0.654,4.1,8.3,12.4,2.2,1.6,1.8,4.7,8.7,20.7,,105,107
Robert Pack,25,42,32,1144,7.8,18.1,0.43,1.4,3.3,0.41700000000000004,6.4,14.8,0.433,6.3,8.0,0.7829999999999999,0.9,4.3,5.2,13.3,2.8,0.3,6.1,4.6,23.3,,106,109
Tom Hammonds,27,70,5,956,7.6,14.3,0.535,0.0,0.1,0.0,7.6,14.2,0.537,7.2,9.7,0.746,3.0,9.2,12.2,2.0,0.6,0.8,3.1,7.2,22.5,,116,109
Cliff Levingston,34,57,0,469,6.2,14.5,0.423,0.0,0.1,0.0,6.2,14.4,0.426,2.1,5.0,0.42200000000000004,5.5,8.4,13.9,3.0,1.5,2.2,2.3,10.2,14.4,,98,107
Reggie Slater,24,25,0,236,8.9,18.0,0.494,0.0,0.0,,8.9,18.0,0.494,8.9,12.2,0.727,4.7,8.0,12.7,2.7,1.6,0.7,5.8,10.5,26.7,,104,108
Greg Grant,28,14,0,151,3.5,11.5,0.303,0.7,2.4,0.28600000000000003,2.8,9.0,0.308,3.1,4.2,0.75,0.7,2.4,3.1,14.9,2.1,0.7,4.9,7.0,10.8,,95,111
LaPhonso Ellis,24,6,0,58,8.1,22.6,0.36,0.0,0.0,,8.1,22.6,0.36,5.4,5.4,1.0,6.3,9.0,15.4,3.6,0.9,4.5,4.5,10.9,21.7,,95,105
Mark Randall,27,8,0,39,4.0,13.5,0.3,0.0,1.3,0.0,4.0,12.1,0.33299999999999996,0.0,0.0,,5.4,10.8,16.1,1.3,0.0,0.0,1.3,6.7,8.1,,84,110
Eldridge Recasner,27,3,0,13,4.0,24.2,0.16699999999999998,0.0,4.0,0.0,4.0,20.2,0.2,16.1,16.1,1.0,0.0,8.1,8.1,4.0,12.1,0.0,8.1,0.0,24.2,,76,87
Darnell Mee,23,2,0,8,6.6,32.8,0.2,6.6,19.7,0.33299999999999996,0.0,13.1,0.0,0.0,0.0,,0.0,6.6,6.6,13.1,6.6,0.0,0.0,0.0,19.7,,92,100
