PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
David Robinson,29,81,81,3074,13.0,24.5,0.53,0.1,0.3,0.3,12.9,24.2,0.5329999999999999,10.8,14.0,0.774,3.9,10.6,14.5,3.9,2.2,4.3,3.8,3.8,36.9,,120,99
Avery Johnson,29,82,82,3011,7.5,14.5,0.519,0.1,0.4,0.136,7.5,14.2,0.529,3.4,5.0,0.685,0.8,2.7,3.5,11.3,1.9,0.2,3.5,2.6,18.6,,114,109
Sean Elliott,26,81,81,2858,8.9,19.0,0.46799999999999997,2.4,5.9,0.408,6.5,13.1,0.495,5.8,7.2,0.807,1.1,4.0,5.1,3.7,1.4,0.7,2.7,3.8,26.0,,116,108
Vinny Del Negro,28,75,71,2360,8.0,16.5,0.486,1.4,3.5,0.40700000000000003,6.6,13.0,0.507,2.8,3.5,0.79,0.6,3.5,4.1,4.9,1.3,0.3,1.2,3.8,20.2,,120,109
Chuck Person,30,81,1,2033,7.9,18.7,0.423,4.3,11.1,0.387,3.6,7.6,0.475,1.6,2.5,0.647,1.2,5.2,6.4,2.6,1.1,0.3,2.5,4.9,21.8,,107,108
Dennis Rodman,33,49,26,1568,4.4,7.8,0.5710000000000001,0.0,0.1,0.0,4.4,7.7,0.5760000000000001,2.4,3.6,0.6759999999999999,8.9,17.8,26.6,3.1,1.0,0.7,3.2,5.1,11.3,,120,100
J.R. Reid,26,81,37,1566,6.5,12.8,0.508,0.0,0.1,0.5,6.5,12.8,0.508,5.2,7.5,0.687,3.9,8.8,12.7,1.8,1.9,1.0,3.7,7.5,18.2,,105,103
Terry Cummings,33,76,20,1273,8.9,18.5,0.483,0.0,0.0,,8.9,18.5,0.483,2.9,4.9,0.585,5.5,9.6,15.1,2.4,1.4,0.8,3.8,7.5,20.7,,100,104
Doc Rivers,33,60,0,942,5.6,15.6,0.36,2.3,6.6,0.344,3.3,9.0,0.371,2.8,3.8,0.732,0.7,4.7,5.4,8.3,3.3,1.1,3.0,7.6,16.3,,102,103
Willie Anderson,28,38,11,556,6.9,14.8,0.469,0.3,1.7,0.158,6.7,13.0,0.51,2.7,3.7,0.732,1.4,3.7,5.0,4.7,2.4,0.9,3.5,6.5,16.9,,99,106
Chris Whitney,23,25,0,179,4.0,13.3,0.298,0.9,5.4,0.158,3.1,7.9,0.39299999999999996,3.1,3.1,1.0,1.1,2.6,3.7,7.9,1.1,0.0,5.1,9.6,11.9,,84,110
Moses Malone,39,17,0,149,4.4,11.9,0.371,0.3,0.7,0.5,4.1,11.2,0.364,7.5,10.9,0.688,6.8,8.9,15.7,2.0,0.7,1.0,3.7,5.1,16.7,,104,106
Jack Haley,31,31,0,117,11.3,26.5,0.426,0.0,0.4,0.0,11.3,26.0,0.433,9.1,13.9,0.6559999999999999,3.5,8.2,11.7,0.9,1.3,2.2,5.6,13.4,31.7,,92,104
Julius Nwosu,23,23,0,84,5.4,16.9,0.321,0.0,0.0,,5.4,16.9,0.321,7.9,10.3,0.765,6.6,7.9,14.5,1.8,0.0,1.8,5.4,12.1,18.7,,90,107
Howard Eisley,22,15,0,56,2.7,15.4,0.17600000000000002,0.9,4.5,0.2,1.8,10.9,0.16699999999999998,0.0,0.0,,1.8,3.6,5.4,16.3,0.0,0.9,7.2,2.7,6.3,,67,111
Corey Crowder,25,7,0,29,3.5,17.5,0.2,0.0,7.0,0.0,3.5,10.5,0.33299999999999996,3.5,10.5,0.33299999999999996,1.7,3.5,5.2,1.7,1.7,0.0,3.5,1.7,10.5,,54,109
