PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Grant Hill,22,70,69,2678,9.8,20.5,0.47700000000000004,0.1,0.5,0.14800000000000002,9.7,19.9,0.486,7.2,9.8,0.732,2.4,6.2,8.6,6.8,2.4,1.2,3.9,3.9,26.8,,109,111
Joe Dumars,31,67,67,2544,8.4,19.6,0.43,2.1,6.8,0.305,6.4,12.8,0.49700000000000005,5.6,7.0,0.805,1.0,2.2,3.2,7.5,1.5,0.1,4.4,3.1,24.6,,105,117
Terry Mills,27,72,69,2514,8.5,19.1,0.447,2.2,5.8,0.382,6.3,13.3,0.475,3.6,4.5,0.799,2.5,8.9,11.4,3.3,1.4,0.7,3.0,5.2,22.9,,107,112
Allan Houston,23,76,39,1996,10.3,22.2,0.46299999999999997,4.1,9.6,0.424,6.2,12.5,0.494,3.8,4.4,0.86,0.7,3.6,4.3,4.2,1.6,0.4,2.9,4.7,28.4,,113,116
Rafael Addison,30,79,16,1776,8.1,17.0,0.47600000000000003,0.7,2.4,0.289,7.4,14.6,0.507,2.1,2.9,0.747,1.9,5.1,7.0,3.2,1.5,0.7,2.2,6.8,19.0,,105,114
Oliver Miller,24,64,22,1558,7.7,13.8,0.555,0.1,0.4,0.231,7.6,13.4,0.565,2.6,4.1,0.629,5.4,10.3,15.7,3.1,2.0,3.8,3.8,7.2,18.0,,107,107
Mark West,34,67,58,1543,7.2,13.0,0.556,0.0,0.0,,7.2,13.0,0.556,2.2,4.6,0.478,5.3,8.3,13.6,0.6,0.9,3.4,2.8,8.2,16.7,,104,111
Johnny Dawkins,31,50,9,1170,5.5,11.9,0.46299999999999997,1.1,3.2,0.342,4.4,8.7,0.508,2.2,2.4,0.909,1.2,3.7,5.0,9.0,2.3,0.0,3.8,3.3,14.3,,107,115
Lindsey Hunter,24,42,26,944,6.5,17.4,0.374,2.0,5.9,0.33299999999999996,4.5,11.5,0.395,2.2,3.0,0.727,1.3,2.8,4.1,8.7,2.8,0.4,4.3,5.1,17.1,,94,114
Mark Macon,25,55,6,721,7.2,18.9,0.381,1.4,4.4,0.32299999999999995,5.8,14.5,0.39899999999999997,3.9,4.9,0.794,2.1,3.4,5.4,4.5,4.8,0.1,2.9,6.9,19.7,,98,109
Negele Knight,27,44,17,665,6.0,15.4,0.392,0.9,2.2,0.39299999999999996,5.2,13.2,0.392,1.1,1.6,0.667,1.5,2.9,4.5,9.0,1.5,0.4,3.5,5.0,14.0,,95,116
Eric Leckner,28,57,11,623,7.2,13.6,0.527,0.0,0.2,0.0,7.2,13.5,0.534,4.2,6.0,0.708,3.9,10.5,14.4,1.2,1.2,1.2,3.2,10.1,18.6,,106,110
Bill Curley,22,53,1,595,5.0,11.6,0.433,0.0,0.0,,5.0,11.6,0.433,2.3,3.1,0.75,4.7,6.1,10.7,2.2,1.8,1.8,2.2,11.1,12.4,,103,112
Ivano Newbill,24,34,0,331,2.5,7.0,0.35600000000000004,0.0,0.0,,2.5,7.0,0.35600000000000004,1.2,3.4,0.364,6.2,6.4,12.6,2.6,1.9,1.7,1.9,9.3,6.2,,96,111
Walter Bond,25,5,0,51,3.0,12.1,0.25,1.0,4.0,0.25,2.0,8.1,0.25,3.0,4.0,0.75,1.0,4.0,5.1,7.1,1.0,0.0,3.0,10.1,10.1,,85,116
Mike Peplowski,24,6,0,21,12.3,12.3,1.0,0.0,0.0,,12.3,12.3,1.0,2.5,4.9,0.5,2.5,4.9,7.4,2.5,2.5,0.0,4.9,24.5,27.0,,126,112
