Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2005,14,LAL,Los Angeles Lakers,Chucky Atkins,30.0,82,82.0,2903,388,910,0.43,176,455,0.39,212,455,0.47,0.52,163,203,0.8,31,166,197,358,73,2,151,181,1115
2005,14,LAL,Los Angeles Lakers,Caron Butler,24.0,77,77.0,2746,441,991,0.44,38,125,0.3,403,866,0.46,0.46,275,319,0.86,146,304,450,146,110,23,125,213,1195
2005,14,LAL,Los Angeles Lakers,Kobe Bryant,26.0,66,66.0,2689,573,1324,0.43,131,387,0.34,442,937,0.47,0.48,542,664,0.82,95,297,392,398,86,53,270,174,1819
2005,14,LAL,Los Angeles Lakers,Lamar Odom,25.0,64,64.0,2320,366,774,0.47,36,117,0.31,330,657,0.5,0.5,207,298,0.7,134,519,653,238,42,65,161,211,975
2005,14,LAL,Los Angeles Lakers,Chris Mihm,25.0,75,75.0,1870,280,552,0.51,0,2,0.0,280,550,0.51,0.51,175,258,0.68,197,305,502,50,14,108,110,237,735
2005,14,LAL,Los Angeles Lakers,Jumaine Jones,25.0,76,23.0,1830,210,486,0.43,102,261,0.39,108,225,0.48,0.54,55,75,0.73,107,291,398,65,44,24,49,165,577
2005,14,LAL,Los Angeles Lakers,Brian Grant,32.0,69,8.0,1136,103,209,0.49,0,0,,103,209,0.49,0.49,57,79,0.72,101,156,257,34,23,23,43,175,263
2005,14,LAL,Los Angeles Lakers,Brian Cook,24.0,72,0.0,1087,176,422,0.42,78,199,0.39,98,223,0.44,0.51,28,37,0.76,63,153,216,35,23,26,29,139,458
2005,14,LAL,Los Angeles Lakers,Tierre Brown,25.0,76,0.0,1066,124,348,0.36,26,72,0.36,98,276,0.36,0.39,59,75,0.79,21,72,93,155,32,1,74,59,333
2005,14,LAL,Los Angeles Lakers,Luke Walton,24.0,61,5.0,768,74,180,0.41,16,61,0.26,58,119,0.49,0.46,34,48,0.71,55,87,142,93,26,11,58,70,198
2005,14,LAL,Los Angeles Lakers,Stanislav Medvedenko,25.0,43,4.0,423,71,156,0.46,0,1,0.0,71,155,0.46,0.46,23,28,0.82,31,48,79,13,9,2,13,64,165
2005,14,LAL,Los Angeles Lakers,Sasha Vujacic,20.0,35,3.0,403,33,117,0.28,17,63,0.27,16,54,0.3,0.36,18,19,0.95,13,49,62,51,12,2,15,41,101
2005,14,LAL,Los Angeles Lakers,Devean George,27.0,15,3.0,306,37,104,0.36,21,58,0.36,16,46,0.35,0.46,15,20,0.75,13,40,53,14,8,2,12,32,110
2005,14,LAL,Los Angeles Lakers,Vlade Divac,36.0,15,0.0,130,13,31,0.42,0,0,,13,31,0.42,0.42,8,12,0.67,18,14,32,19,4,1,14,25,34
2005,14,LAL,Los Angeles Lakers,Kareem Rush,24.0,14,0.0,91,4,20,0.2,2,10,0.2,2,10,0.2,0.25,2,2,1.0,3,7,10,3,2,1,3,7,12
2005,14,LAL,Los Angeles Lakers,Tony Bobbitt,25.0,2,0.0,12,2,5,0.4,1,2,0.5,1,3,0.33,0.5,0,0,,0,3,3,0,0,0,0,1,5
2005,14,LAL,Los Angeles Lakers,Team Totals,,82,,19780,2895,6629,0.44,644,1813,0.36,2251,4816,0.47,0.48,1661,2137,0.78,1028,2511,3539,1672,508,344,1176,1794,8095
