PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Lou Williams,31,79,19,2589,8.1,18.6,0.435,2.6,7.2,0.359,5.5,11.4,0.484,6.0,6.8,0.88,0.6,2.2,2.8,5.8,1.2,0.3,3.3,1.5,24.8
DeAndre Jordan,29,77,77,2424,5.5,8.6,0.645,0.0,0.0,,5.5,8.6,0.645,2.7,4.6,0.58,4.9,12.5,17.4,1.7,0.6,1.1,2.0,3.0,13.8
Austin Rivers,25,61,59,2057,6.0,14.1,0.424,2.4,6.3,0.37799999999999995,3.6,7.8,0.461,1.8,2.8,0.642,0.5,2.1,2.5,4.2,1.3,0.3,1.9,2.7,16.1
Wesley Johnson,30,74,40,1486,3.6,8.9,0.408,1.5,4.3,0.33899999999999997,2.2,4.6,0.47100000000000003,1.0,1.4,0.741,0.7,4.5,5.2,1.5,1.8,1.5,1.3,3.5,9.8
Montrezl Harrell,24,76,3,1293,9.7,15.3,0.635,0.0,0.2,0.14300000000000002,9.7,15.1,0.6409999999999999,3.9,6.2,0.626,2.9,5.7,8.5,2.1,1.0,1.4,1.9,4.0,23.3
Sindarius Thornwell,23,73,17,1156,3.1,7.3,0.429,0.7,1.9,0.377,2.4,5.4,0.44799999999999995,1.8,2.7,0.67,1.0,3.3,4.4,2.1,1.5,0.8,1.7,3.9,8.8
Blake Griffin,28,33,33,1139,8.1,18.3,0.441,2.0,5.9,0.342,6.0,12.4,0.488,5.4,6.9,0.785,1.5,6.8,8.3,5.7,0.9,0.3,3.1,2.5,23.6
Willie Reed,30,45,36,1134,4.8,11.4,0.419,2.8,7.4,0.379,2.0,4.1,0.49200000000000005,1.2,1.5,0.848,0.5,3.5,4.0,6.6,0.7,0.2,3.1,3.3,13.6
Tobias Harris,25,32,32,1105,7.9,16.7,0.473,2.3,5.5,0.414,5.6,11.2,0.501,2.1,2.6,0.8,0.7,5.6,6.3,3.2,1.2,0.7,1.8,2.4,20.1
Sam Dekker,23,73,1,883,5.2,10.6,0.494,0.4,2.4,0.16699999999999998,4.8,8.1,0.593,1.5,2.3,0.6609999999999999,1.8,5.3,7.1,1.5,1.0,0.4,1.3,2.9,12.4
Tyrone Wallace,23,30,19,851,4.7,10.4,0.445,0.4,1.7,0.25,4.2,8.8,0.483,2.6,3.3,0.782,0.9,3.6,4.4,3.0,1.1,0.5,1.9,3.5,12.3
Jawun Evans,21,48,4,778,4.1,11.7,0.35200000000000004,0.7,2.5,0.278,3.4,9.2,0.37200000000000005,1.8,2.3,0.7759999999999999,0.4,3.5,3.9,4.6,1.7,0.3,2.0,4.5,10.7
C.J. Williams,27,38,17,707,4.4,10.0,0.442,1.1,4.0,0.282,3.3,6.1,0.546,0.7,0.8,0.813,0.6,2.2,2.9,2.2,1.6,0.7,1.0,3.2,10.6
Danilo Gallinari,29,21,21,671,5.5,13.7,0.39799999999999996,1.9,6.0,0.324,3.5,7.8,0.455,4.3,4.7,0.9309999999999999,0.5,4.9,5.4,2.2,0.6,0.5,1.4,1.6,17.2
Willie Reed,27,39,5,419,6.9,10.3,0.667,0.1,0.2,0.5,6.8,10.1,0.669,2.7,4.7,0.5820000000000001,3.0,7.3,10.3,0.8,0.8,1.9,1.6,4.6,16.6
Patrick Beverley,29,11,11,334,5.2,12.8,0.40299999999999997,2.6,6.5,0.4,2.6,6.4,0.40700000000000003,1.5,1.8,0.8240000000000001,1.7,3.1,4.9,3.4,2.0,0.5,2.7,3.7,14.4
Jamil Wilson,27,15,10,274,5.0,10.6,0.469,3.5,8.3,0.429,1.4,2.4,0.611,0.3,0.5,0.5,0.4,3.8,4.2,1.3,0.7,1.1,1.1,4.5,13.8
Boban Marjanović,29,20,0,166,8.2,15.0,0.551,0.0,0.0,,8.2,15.0,0.551,8.9,11.3,0.7879999999999999,7.2,11.7,18.9,1.7,1.3,1.1,3.0,5.0,25.4
Avery Bradley,27,6,6,165,5.7,12.0,0.473,0.2,2.0,0.111,5.5,10.0,0.5429999999999999,0.4,0.4,1.0,0.7,4.1,4.8,2.4,1.1,0.2,1.7,2.6,12.0
Sean Kilpatrick,28,4,0,38,6.6,17.1,0.389,2.8,6.6,0.429,3.8,10.4,0.364,1.9,1.9,1.0,0.0,1.9,1.9,2.8,0.0,0.0,0.9,1.9,18.0
Brice Johnson,23,9,0,38,6.6,10.4,0.636,0.0,0.9,0.0,6.6,9.5,0.7,1.9,1.9,1.0,1.9,10.4,12.3,0.9,5.7,1.9,3.8,6.6,15.2
