SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018,11,HOU,James Harden,28,72,72,2551,9.2,20.4,0.45,3.7,10.2,0.37,5.4,10.3,0.53,8.8,10.3,0.86,0.6,4.9,5.5,8.9,1.8,0.7,4.4,2.4,30.9
2018,11,HOU,P.J. Tucker,32,82,34,2281,2.7,7.0,0.39,1.8,4.9,0.37,0.9,2.1,0.44,0.7,0.9,0.72,1.5,5.7,7.2,1.2,1.2,0.4,1.2,3.2,7.9
2018,11,HOU,Trevor Ariza,32,67,67,2269,4.3,10.3,0.41,2.7,7.3,0.37,1.6,3.0,0.52,1.2,1.4,0.85,0.5,4.1,4.7,1.7,1.6,0.2,0.8,2.1,12.4
2018,11,HOU,Eric Gordon,29,69,30,2154,6.9,16.2,0.43,3.6,10.2,0.36,3.3,6.1,0.54,3.3,4.0,0.81,0.4,2.4,2.8,2.6,0.7,0.5,2.2,1.9,20.8
2018,11,HOU,Clint Capela,23,74,74,2034,7.8,12.0,0.65,0.0,0.0,0.0,7.8,11.9,0.65,2.5,4.5,0.56,4.3,9.9,14.2,1.2,1.0,2.4,1.8,3.3,18.2
2018,11,HOU,Chris Paul,32,58,58,1847,7.2,15.6,0.46,2.8,7.4,0.38,4.3,8.2,0.53,4.0,4.3,0.92,0.7,5.4,6.1,8.9,1.9,0.3,2.5,2.7,21.1
2018,11,HOU,Ryan Anderson,29,66,50,1725,4.3,10.0,0.43,2.7,7.1,0.39,1.6,2.9,0.54,1.5,1.9,0.77,2.0,4.9,6.9,1.3,0.5,0.4,0.9,2.6,12.9
2018,11,HOU,Luc Mbah a Moute,31,61,15,1564,3.8,7.9,0.48,1.5,4.0,0.36,2.4,4.0,0.6,1.5,2.2,0.68,0.5,3.8,4.3,1.3,1.7,0.6,1.6,2.3,10.6
2018,11,HOU,Gerald Green,32,41,2,929,6.5,16.0,0.41,4.3,11.5,0.37,2.2,4.5,0.5,2.0,2.3,0.85,0.6,4.6,5.2,1.0,0.9,0.6,1.2,3.4,19.3
2018,11,HOU,NenA HilArio,35,52,4,758,6.5,11.4,0.57,0.0,0.1,0.0,6.5,11.3,0.57,3.2,5.1,0.64,2.6,5.8,8.4,2.1,1.3,0.7,1.8,5.8,16.1
2018,11,HOU,Tarik Black,26,51,2,536,5.0,8.5,0.59,0.1,0.7,0.09,5.0,7.8,0.64,1.9,4.2,0.46,4.2,6.7,10.9,0.9,1.4,2.0,2.4,7.2,12.1
2018,11,HOU,Joe Johnson,36,23,1,505,3.6,9.6,0.38,1.2,4.3,0.28,2.4,5.2,0.47,1.4,1.5,0.95,0.1,4.5,4.6,2.7,0.4,0.1,1.3,2.5,9.9
2018,11,HOU,Zhou Qi,22,18,0,124,1.7,9.3,0.19,0.6,5.5,0.1,1.2,3.8,0.31,2.3,3.5,0.67,1.7,4.6,6.4,0.6,0.6,4.1,2.9,4.1,6.4
2018,11,HOU,Briante Weber,25,13,0,118,2.7,6.7,0.41,1.2,2.7,0.44,1.5,4.0,0.38,1.2,1.2,1.0,0.9,4.6,5.5,4.0,3.1,0.9,2.1,5.5,7.9
2018,11,HOU,Bobby Brown,33,20,0,115,5.9,18.2,0.33,3.4,12.5,0.28,2.5,5.6,0.44,0.3,0.6,0.5,0.0,2.2,2.2,3.4,1.3,0.0,2.8,1.9,15.7
2018,11,HOU,Demetrius Jackson,23,12,0,63,2.3,8.0,0.29,0.0,3.4,0.0,2.3,4.6,0.5,0.0,0.0,,2.3,4.0,6.3,2.9,2.3,0.6,5.1,3.4,4.6
2018,11,HOU,R.J. Hunter,24,5,1,45,5.6,16.0,0.35,2.4,11.2,0.21,3.2,4.8,0.67,1.6,1.6,1.0,0.0,4.0,4.0,2.4,2.4,0.0,1.6,5.6,15.2
2018,11,HOU,Aaron Jackson,31,1,0,35,3.1,9.3,0.33,1.0,4.1,0.25,2.1,5.1,0.4,1.0,2.1,0.5,2.1,1.0,3.1,1.0,0.0,0.0,1.0,4.1,8.2
2018,11,HOU,Markel Brown,26,4,0,31,2.3,8.1,0.29,1.2,5.8,0.2,1.2,2.3,0.5,0.0,0.0,,1.2,4.6,5.8,2.3,0.0,0.0,2.3,7.0,5.8
2018,11,HOU,Chinanu Onuaku,21,1,0,22,3.3,8.2,0.4,0.0,0.0,,3.3,8.2,0.4,0.0,0.0,,1.6,4.9,6.5,1.6,0.0,0.0,4.9,6.5,6.5
2018,11,HOU,Troy Williams,23,4,0,17,4.2,19.1,0.22,0.0,10.6,0.0,4.2,8.5,0.5,2.1,6.4,0.33,2.1,6.4,8.5,2.1,2.1,0.0,2.1,4.2,10.6
2018,11,HOU,Brandan Wright,30,1,0,15,4.8,7.2,0.67,0.0,0.0,,4.8,7.2,0.67,0.0,0.0,,2.4,2.4,4.8,0.0,0.0,2.4,0.0,7.2,9.6
2018,11,HOU,Tim Quarterman,23,3,0,13,2.8,8.3,0.33,0.0,5.5,0.0,2.8,2.8,1.0,5.5,5.5,1.0,0.0,8.3,8.3,2.8,0.0,0.0,5.5,2.8,11.1
2018,11,HOU,Isaiah Canaan,26,1,0,4,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
