Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1980,31,3100,TOT,Total After Trade,Jerome Whitehead,"September 30, 1956",23.0,NBA,C,50.0,,553.0,5.1,10.0,0.51,0.0,0.0,,5.1,10.0,0.51,0.9,3.1,0.29,4.9,9.7,14.6,2.1,0.7,1.5,3.2,8.5,11.0,94.0,108.0
1980,13,3100,SDC,San Diego Clippers,Jerome Whitehead,"September 30, 1956",23.0,NBA,C,18.0,,225.0,5.7,9.5,0.6,0.0,0.0,,5.7,9.5,0.6,1.1,3.8,0.28,6.1,8.6,14.7,1.3,0.2,1.3,1.7,6.7,12.4,115.0,110.0
1980,29,3100,UTA,Utah Jazz,Jerome Whitehead,"September 30, 1956",23.0,NBA,C,32.0,,328.0,4.6,10.3,0.45,0.0,0.0,,4.6,10.3,0.45,0.7,2.5,0.29,4.0,10.5,14.5,2.7,1.0,1.6,4.2,9.7,10.0,81.0,107.0
1981,31,3100,TOT,Total After Trade,Jerome Whitehead,"September 30, 1956",24.0,NBA,C,48.0,,688.0,5.8,12.6,0.46,0.0,0.1,0.0,5.8,12.5,0.46,2.0,3.9,0.5,4.0,10.9,14.9,1.8,1.4,0.6,3.9,8.5,13.5,88.0,105.0
1981,7,3100,DAL,Dallas Mavericks,Jerome Whitehead,"September 30, 1956",24.0,NBA,C,7.0,,118.0,6.6,15.7,0.42,0.0,0.0,,6.6,15.7,0.42,2.1,4.5,0.46,3.3,8.2,11.5,0.8,1.6,0.4,4.5,6.6,15.3,78.0,108.0
1981,6,3100,CLE,Cleveland Cavaliers,Jerome Whitehead,"September 30, 1956",24.0,NBA,C,3.0,,8.0,5.9,17.8,0.33,0.0,0.0,,5.9,17.8,0.33,0.0,0.0,,11.9,5.9,17.8,0.0,5.9,0.0,0.0,35.7,11.9,103.0,99.0
1981,13,3100,SDC,San Diego Clippers,Jerome Whitehead,"September 30, 1956",24.0,NBA,C,38.0,,562.0,5.6,11.8,0.48,0.0,0.1,0.0,5.6,11.8,0.48,2.0,3.8,0.51,4.1,11.5,15.6,2.0,1.3,0.7,3.8,8.5,13.2,91.0,104.0
1982,13,3100,SDC,San Diego Clippers,Jerome Whitehead,"September 30, 1956",25.0,NBA,C,72.0,63.0,2214.0,8.7,15.5,0.56,0.0,0.0,,8.7,15.5,0.56,3.9,5.2,0.76,4.9,9.3,14.2,2.2,1.0,0.9,3.0,6.2,21.3,117.0,112.0
1983,13,3100,SDC,San Diego Clippers,Jerome Whitehead,"September 30, 1956",26.0,NBA,C,46.0,23.0,905.0,8.4,15.8,0.54,0.0,0.0,,8.4,15.8,0.54,3.7,4.5,0.83,5.4,8.0,13.4,2.2,1.1,0.8,3.3,7.2,20.6,113.0,109.0
1984,13,3100,SDC,San Diego Clippers,Jerome Whitehead,"September 30, 1956",27.0,NBA,C,70.0,1.0,921.0,7.4,15.2,0.49,0.0,0.0,,7.4,15.2,0.49,4.5,5.5,0.82,4.8,7.8,12.6,1.0,0.9,0.6,3.0,8.2,19.4,111.0,112.0
1985,10,3100,GSW,Golden State Warriors,Jerome Whitehead,"September 30, 1956",28.0,NBA,C,79.0,78.0,2536.0,7.7,15.1,0.51,0.0,0.0,,7.7,15.1,0.51,3.4,4.3,0.78,4.0,7.4,11.4,1.0,0.8,0.8,2.6,5.9,18.8,110.0,113.0
1986,10,3100,GSW,Golden State Warriors,Jerome Whitehead,"September 30, 1956",29.0,NBA,C,81.0,3.0,1079.0,5.4,12.6,0.43,0.0,0.0,,5.4,12.6,0.43,2.6,4.1,0.62,4.0,10.0,14.0,0.8,0.8,0.8,2.7,7.5,13.3,94.0,110.0
1987,10,3100,GSW,Golden State Warriors,Jerome Whitehead,"September 30, 1956",30.0,NBA,C,73.0,1.0,937.0,7.4,16.5,0.45,0.0,0.1,0.0,7.4,16.4,0.45,4.0,5.7,0.7,5.5,7.7,13.2,1.2,0.8,0.6,2.5,8.8,18.8,105.0,111.0
1988,10,3100,GSW,Golden State Warriors,Jerome Whitehead,"September 30, 1956",31.0,NBA,C,72.0,27.0,1221.0,6.7,13.9,0.48,0.0,0.0,,6.7,13.9,0.48,2.3,3.2,0.72,4.2,8.2,12.4,1.5,1.2,0.8,1.9,8.1,15.7,107.0,112.0
1989,31,3100,TOT,Total After Trade,Jerome Whitehead,"September 30, 1956",32.0,NBA,C,57.0,4.0,622.0,5.3,13.5,0.4,0.0,0.0,,5.3,13.5,0.4,2.3,3.5,0.66,3.6,6.3,9.9,1.4,1.7,0.3,1.8,8.5,12.9,96.0,109.0
1989,10,3100,GSW,Golden State Warriors,Jerome Whitehead,"September 30, 1956",32.0,NBA,C,5.0,0.0,42.0,3.2,6.4,0.5,0.0,0.0,,3.2,6.4,0.5,1.1,2.1,0.5,0.0,5.3,5.3,2.1,1.1,0.0,2.1,8.5,7.5,88.0,111.0
1989,27,3100,SAS,San Antonio Spurs,Jerome Whitehead,"September 30, 1956",32.0,NBA,C,52.0,4.0,580.0,5.5,14.0,0.39,0.0,0.0,,5.5,14.0,0.39,2.4,3.6,0.67,3.9,6.4,10.3,1.4,1.7,0.3,1.7,8.5,13.4,96.0,108.0
