Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2004,16,2989,MIA,Miami Heat,22.0,NBA,PG,61.0,2126.0,17.6,0.53,0.07,0.39,4.6,9.0,6.8,25.1,2.2,1.3,17.3,25.0,2.2,2.3,4.6,0.1,1.4,0.1,1.4,1.9
2005,16,2989,MIA,Miami Heat,23.0,NBA,SG,77.0,2974.0,23.1,0.56,0.03,0.58,4.5,10.8,7.8,31.0,2.2,2.0,16.3,30.9,6.7,4.3,11.0,0.18,3.9,0.7,4.6,4.9
2006,16,2989,MIA,Miami Heat,24.0,NBA,SG,75.0,2892.0,27.6,0.58,0.05,0.57,4.5,12.6,8.7,33.0,2.6,1.5,13.2,32.5,10.2,4.2,14.4,0.24,5.9,1.8,7.7,7.1
2007,16,2989,MIA,Miami Heat,25.0,NBA,SG,51.0,1931.0,28.9,0.58,0.08,0.56,3.2,11.2,7.3,40.5,3.0,2.5,15.3,34.7,5.9,2.9,8.8,0.22,6.3,1.8,8.2,4.9
2008,16,2989,MIA,Miami Heat,26.0,NBA,SG,51.0,1954.0,21.5,0.55,0.08,0.5,2.7,10.5,6.6,37.5,2.4,1.5,16.4,33.1,1.8,1.5,3.3,0.08,3.1,-0.2,2.9,2.3
2009,16,2989,MIA,Miami Heat,27.0,NBA,SG,79.0,3048.0,30.4,0.57,0.16,0.44,3.5,12.2,7.8,40.3,3.0,2.8,11.6,36.2,10.3,4.4,14.7,0.23,8.2,2.4,10.6,9.6
2010,16,2989,MIA,Miami Heat,28.0,NBA,SG,77.0,2792.0,28.0,0.56,0.16,0.46,4.5,11.1,7.8,36.4,2.7,2.4,12.2,34.9,8.5,4.6,13.0,0.22,7.1,2.1,9.2,7.9
2011,16,2989,MIA,Miami Heat,29.0,NBA,SG,76.0,2823.0,25.6,0.58,0.15,0.47,5.5,14.4,10.2,23.5,2.1,2.4,12.4,31.6,8.1,4.7,12.8,0.22,5.5,1.1,6.6,6.1
2012,16,2989,MIA,Miami Heat,30.0,NBA,SG,49.0,1625.0,26.3,0.56,0.07,0.36,5.6,11.6,8.7,27.3,2.7,3.1,11.8,31.3,4.8,2.9,7.7,0.23,6.0,1.9,7.9,4.0
2013,16,2989,MIA,Miami Heat,31.0,NBA,SG,69.0,2391.0,24.0,0.57,0.06,0.39,4.7,12.6,8.9,26.6,2.8,1.9,13.2,29.5,6.1,3.5,9.6,0.19,3.7,0.7,4.4,3.8
2014,16,2989,MIA,Miami Heat,32.0,NBA,SG,54.0,1775.0,22.0,0.59,0.04,0.34,4.4,12.3,8.5,25.5,2.3,1.4,15.5,27.9,3.5,2.0,5.5,0.15,2.9,0.0,2.9,2.2
2015,16,2989,MIA,Miami Heat,33.0,NBA,SG,62.0,1971.0,21.4,0.53,0.09,0.34,3.6,9.6,6.7,32.1,2.0,0.9,14.4,34.7,2.1,1.4,3.5,0.09,3.5,-1.4,2.1,2.1
2016,16,2989,MIA,Miami Heat,34.0,NBA,SG,74.0,2258.0,20.3,0.52,0.04,0.34,4.3,10.7,7.6,27.4,1.8,1.4,13.0,31.6,2.4,2.6,4.9,0.1,2.3,-0.4,1.9,2.2
2017,5,2989,CHI,Chicago Bulls,35.0,NBA,SG,60.0,1792.0,18.5,0.51,0.15,0.29,3.8,12.6,8.1,22.3,2.4,1.8,11.3,29.6,0.9,2.5,3.4,0.09,1.6,0.9,2.5,2.1
2018,31,2989,TOT,Total After Trade,36.0,NBA,SG,67.0,1536.0,15.0,0.5,0.16,0.28,3.7,14.6,9.2,23.5,2.0,2.6,15.5,26.2,-0.4,1.6,1.1,0.04,-0.9,-0.1,-1.0,0.4
2018,6,2989,CLE,Cleveland Cavaliers,36.0,NBA,SG,46.0,1069.0,15.9,0.52,0.16,0.31,4.2,14.7,9.5,23.3,1.9,2.5,15.7,24.3,0.4,0.9,1.3,0.06,-0.1,-0.1,-0.2,0.5
2018,16,2989,MIA,Miami Heat,36.0,NBA,SG,21.0,467.0,13.1,0.46,0.17,0.22,2.6,14.4,8.5,23.9,2.0,2.7,15.0,30.7,-0.8,0.7,-0.1,-0.01,-2.8,0.0,-2.8,-0.1
2019,16,2989,MIA,Miami Heat,37.0,NBA,SG,72.0,1885.0,15.8,0.51,0.27,0.24,3.9,12.2,8.0,26.5,1.5,1.8,13.5,27.9,0.1,2.3,2.4,0.06,0.8,-0.2,0.6,1.2
