SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2010,22,ORL,Rashard Lewis,30,14,14,36.6,4.7,10.2,0.46,2.0,5.4,0.37,2.7,4.9,0.56,0.56,1.4,1.8,0.8,1.1,4.6,5.6,2.3,1.1,0.7,1.8,2.7,12.9
2010,22,ORL,Dwight Howard,24,14,14,35.5,6.1,10.0,0.61,0.0,0.0,,6.1,10.0,0.61,0.61,5.9,11.3,0.52,2.7,8.4,11.1,1.4,0.8,3.5,3.6,4.2,18.1
2010,22,ORL,Vince Carter,33,14,14,34.3,5.3,13.1,0.4,0.9,3.6,0.24,4.4,9.5,0.47,0.44,4.1,4.9,0.83,0.6,3.6,4.2,2.3,0.9,0.2,1.6,3.6,15.5
2010,22,ORL,Jameer Nelson,27,14,14,34.2,6.5,13.6,0.48,2.4,6.0,0.39,4.1,7.6,0.55,0.57,3.6,4.4,0.82,0.6,2.9,3.6,4.8,1.0,0.0,2.5,2.7,19.0
2010,22,ORL,Matt Barnes,29,14,14,23.3,2.1,5.4,0.4,0.9,2.3,0.38,1.3,3.1,0.42,0.48,1.2,1.4,0.85,1.1,3.6,4.7,1.4,0.7,0.2,0.7,2.0,6.4
2010,22,ORL,Mickael Pietrus,27,14,0,20.1,2.5,5.7,0.44,2.0,4.4,0.46,0.5,1.4,0.37,0.61,1.4,2.1,0.67,0.1,1.3,1.4,0.7,0.6,0.4,0.4,1.9,8.4
2010,22,ORL,J.J. Redick,25,14,0,19.2,2.1,5.1,0.42,1.1,2.5,0.43,1.1,2.6,0.42,0.53,2.1,2.5,0.86,0.3,1.4,1.7,1.4,0.7,0.0,1.4,1.6,7.5
2010,22,ORL,Marcin Gortat,25,14,0,15.1,1.2,1.9,0.65,0.0,0.0,,1.2,1.9,0.65,0.65,0.6,0.8,0.73,1.7,2.7,4.4,0.6,0.2,0.3,0.2,2.1,3.0
2010,22,ORL,Jason Williams,34,14,0,13.7,0.9,2.7,0.34,0.4,1.7,0.25,0.5,1.0,0.5,0.42,0.4,0.4,1.0,0.2,0.6,0.8,1.6,0.3,0.0,0.4,0.6,2.6
2010,22,ORL,Ryan Anderson,21,9,0,9.9,1.0,3.2,0.31,0.4,1.6,0.29,0.6,1.7,0.33,0.38,0.1,0.1,1.0,0.9,2.6,3.4,0.3,0.2,0.2,0.6,1.3,2.6
2010,22,ORL,Brandon Bass,24,7,0,6.0,1.0,1.9,0.54,0.0,0.0,,1.0,1.9,0.54,0.54,0.7,0.9,0.83,0.3,0.9,1.1,0.1,0.0,0.0,0.1,0.3,2.7
2010,22,ORL,Anthony Johnson,35,1,0,5.0,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
