PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jason Kidd,36,6,6,40.5,2.3,7.7,0.304,1.5,4.7,0.321,0.8,3.0,0.278,0.402,1.8,2.0,0.917,1.0,5.8,6.8,7.0,2.3,0.2,1.5,2.5,8.0
Dirk Nowitzki,31,6,6,38.8,9.7,17.7,0.547,0.7,1.2,0.5710000000000001,9.0,16.5,0.545,0.5660000000000001,6.7,7.0,0.9520000000000001,1.2,7.0,8.2,3.0,0.8,0.7,1.7,2.5,26.7
Caron Butler,29,6,6,33.7,7.2,16.5,0.434,1.2,3.8,0.304,6.0,12.7,0.474,0.47,4.2,4.5,0.9259999999999999,0.5,5.3,5.8,1.3,1.5,0.8,2.5,2.7,19.7
Jason Terry,32,6,0,29.0,4.3,11.5,0.377,2.0,5.0,0.4,2.3,6.5,0.359,0.46399999999999997,2.0,2.7,0.75,0.3,2.2,2.5,2.0,0.7,0.2,1.0,2.7,12.7
Shawn Marion,31,6,6,24.7,4.0,9.8,0.40700000000000003,0.0,0.7,0.0,4.0,9.2,0.436,0.40700000000000003,0.7,0.8,0.8,1.2,3.0,4.2,1.0,0.2,0.5,1.3,2.0,8.7
Erick Dampier,34,5,4,23.6,0.0,1.6,0.0,0.0,0.0,,0.0,1.6,0.0,0.0,1.0,2.4,0.41700000000000004,3.6,3.0,6.6,0.6,0.2,1.0,1.2,3.8,1.0
Brendan Haywood,30,6,2,23.2,2.0,3.5,0.5710000000000001,0.0,0.0,,2.0,3.5,0.5710000000000001,0.5710000000000001,2.0,3.3,0.6,3.0,3.2,6.2,0.5,1.2,1.7,0.5,2.3,6.0
J.J. Barea,25,6,0,17.5,2.5,6.2,0.405,0.7,1.7,0.4,1.8,4.5,0.40700000000000003,0.45899999999999996,0.2,0.5,0.33299999999999996,0.7,1.3,2.0,2.5,0.3,0.2,1.7,2.2,5.8
Rodrigue Beaubois,21,4,0,7.8,2.3,4.8,0.474,0.5,1.5,0.33299999999999996,1.8,3.3,0.5379999999999999,0.526,0.3,0.8,0.33299999999999996,0.5,1.0,1.5,1.0,0.0,0.0,0.8,1.3,5.3
Eduardo Nájera,33,5,0,7.2,0.4,1.6,0.25,0.0,1.0,0.0,0.4,0.6,0.667,0.25,0.0,0.0,,1.0,0.8,1.8,0.0,0.4,0.0,0.2,1.6,0.8
Matt Carroll,29,1,0,5.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
DeShawn Stevenson,28,2,0,3.0,0.0,1.5,0.0,0.0,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
