Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1989,20,2781,NYK,New York Knicks,Rod Strickland,1966-07-11,22.0,NBA,PG,81.0,10.0,1358.0,9.0,19.2,0.47,0.6,2.0,0.32,8.3,17.2,0.48,5.8,7.8,0.74,1.7,3.7,5.4,10.8,3.3,0.1,5.0,4.8,24.4,110.0,107.0
1990,31,2781,TOT,Total After Trade,Rod Strickland,1966-07-11,23.0,NBA,PG,82.0,24.0,2140.0,7.8,17.2,0.45,0.2,0.7,0.27,7.6,16.6,0.46,4.0,6.3,0.63,2.1,3.9,5.9,10.7,2.9,0.3,3.9,3.6,19.8,105.0,106.0
1990,20,2781,NYK,New York Knicks,Rod Strickland,1966-07-11,23.0,NBA,PG,51.0,0.0,1019.0,8.2,18.5,0.44,0.3,1.0,0.29,7.9,17.5,0.45,4.0,6.2,0.64,2.1,4.0,6.0,10.5,3.4,0.4,4.1,3.4,20.6,104.0,107.0
1990,27,2781,SAS,San Antonio Spurs,Rod Strickland,1966-07-11,23.0,NBA,PG,31.0,24.0,1121.0,7.5,16.1,0.47,0.1,0.4,0.22,7.4,15.7,0.47,4.0,6.4,0.62,2.0,3.7,5.8,10.8,2.5,0.3,3.7,3.9,19.1,107.0,106.0
1991,27,2781,SAS,San Antonio Spurs,Rod Strickland,1966-07-11,24.0,NBA,PG,58.0,56.0,2076.0,7.4,15.3,0.48,0.3,0.8,0.33,7.1,14.5,0.49,3.8,4.9,0.76,1.3,3.8,5.1,10.9,2.7,0.3,3.7,2.9,18.8,110.0,104.0
1992,27,2781,SAS,San Antonio Spurs,Rod Strickland,1966-07-11,25.0,NBA,PG,57.0,54.0,2053.0,7.3,16.0,0.46,0.1,0.4,0.33,7.2,15.7,0.46,4.4,6.4,0.69,2.2,4.2,6.4,11.9,2.9,0.4,3.9,3.0,19.1,108.0,105.0
1993,25,2781,POR,Portland Trail Blazers,Rod Strickland,1966-07-11,26.0,NBA,SG,78.0,35.0,2474.0,7.8,16.0,0.48,0.1,0.6,0.13,7.7,15.4,0.5,5.3,7.5,0.72,2.4,4.2,6.6,10.9,2.6,0.5,3.9,3.0,20.9,112.0,106.0
1994,25,2781,POR,Portland Trail Blazers,Rod Strickland,1966-07-11,27.0,NBA,PG,82.0,58.0,2889.0,8.9,18.4,0.48,0.0,0.2,0.2,8.8,18.2,0.49,5.9,7.9,0.75,2.1,4.2,6.2,12.4,2.5,0.4,4.3,2.9,23.7,113.0,106.0
1995,25,2781,POR,Portland Trail Blazers,Rod Strickland,1966-07-11,28.0,NBA,PG,64.0,61.0,2267.0,10.0,21.4,0.47,1.0,2.8,0.37,8.9,18.6,0.48,6.4,8.6,0.74,1.6,5.5,7.2,12.7,2.8,0.2,4.7,2.7,27.3,115.0,105.0
1996,25,2781,POR,Portland Trail Blazers,Rod Strickland,1966-07-11,29.0,NBA,PG,67.0,63.0,2526.0,9.7,21.0,0.46,0.8,2.3,0.34,8.9,18.7,0.48,5.7,8.7,0.65,1.8,4.3,6.1,13.1,2.0,0.3,5.2,2.8,25.8,108.0,105.0
1997,30,2781,WSB,Washington Bullets,Rod Strickland,1966-07-11,30.0,NBA,PG,82.0,81.0,2997.0,8.9,19.2,0.47,0.2,1.3,0.17,8.7,17.8,0.49,6.4,8.6,0.74,1.6,4.2,5.8,12.6,2.5,0.2,4.7,2.9,24.5,110.0,106.0
1998,30,2781,WAS,Washington Wizards,Rod Strickland,1966-07-11,31.0,NBA,PG,76.0,76.0,3020.0,8.5,19.6,0.43,0.2,0.8,0.25,8.3,18.7,0.44,6.2,8.5,0.73,1.9,5.1,7.0,13.9,2.2,0.4,4.6,3.2,23.4,107.0,105.0
