Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,22.0,SEA,NBA,PG,71,50,1972,2.6,5.5,0.475,0.0,0.1,0.0,2.6,5.4,0.486,1.6,2.6,0.617,1.8,4.2,6.0,10.6,2.3,0.8,2.8,4.3,6.8
1988,23.0,SEA,NBA,PG,82,82,2453,3.4,7.3,0.474,0.1,0.4,0.375,3.3,6.9,0.479,2.1,3.0,0.707,1.7,3.2,5.0,10.3,2.5,0.7,2.8,3.5,9.2
1989,24.0,SEA,NBA,PG,75,74,2341,3.1,7.5,0.41,0.2,1.1,0.214,2.8,6.4,0.443,1.8,2.9,0.63,2.2,3.8,6.0,10.7,2.4,0.6,3.2,3.6,8.2
1990,25.0,SEA,NBA,SG,82,69,2338,3.2,6.7,0.473,0.2,0.5,0.355,3.0,6.3,0.482,1.5,2.4,0.641,2.0,4.2,6.2,9.2,2.2,0.6,2.9,4.4,8.1
1991,26.0,SEA,NBA,SG,78,0,1434,3.3,7.7,0.433,0.4,1.2,0.354,2.9,6.5,0.447,1.4,2.3,0.613,1.8,4.5,6.3,9.3,2.6,0.5,3.1,5.3,8.5
1992,27.0,SEA,NBA,PG,72,30,1652,3.9,8.8,0.437,0.6,2.1,0.276,3.3,6.7,0.489,1.2,1.8,0.643,2.0,3.5,5.5,7.8,2.8,0.6,2.4,4.8,9.5
1993,28.0,SEA,NBA,PG,73,25,1977,3.9,8.4,0.464,0.5,1.2,0.385,3.4,7.2,0.477,1.7,2.4,0.709,1.5,4.0,5.6,7.0,3.2,0.6,2.5,4.4,9.9
1994,29.0,SEA,NBA,PG,73,8,1887,3.4,7.6,0.447,1.0,2.5,0.391,2.4,5.0,0.475,0.6,1.0,0.564,1.0,4.4,5.4,7.4,4.1,0.4,2.4,3.8,8.3
1995,30.0,SEA,NBA,PG,80,18,2070,2.9,6.9,0.418,0.9,2.7,0.342,2.0,4.2,0.467,0.6,1.0,0.586,1.1,4.1,5.3,7.3,2.9,0.9,2.2,4.8,7.3
1996,31.0,SEA,NBA,PG,55,14,1261,2.9,6.8,0.42,1.3,3.5,0.38,1.5,3.3,0.462,0.8,1.2,0.707,1.2,4.8,6.0,5.6,2.7,0.5,2.1,4.1,7.9
1997,32.0,SEA,NBA,PG,37,2,798,2.8,6.7,0.409,1.3,3.8,0.333,1.5,2.9,0.508,0.9,1.3,0.655,0.7,4.6,5.3,6.3,2.6,0.3,1.4,3.5,7.6
1998,33.0,SEA,NBA,SG,18,1,279,3.0,8.6,0.343,1.9,4.4,0.441,1.0,4.3,0.242,0.1,0.1,1.0,1.7,3.5,5.2,7.1,1.8,0.5,1.5,5.3,8.0
