Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1990,8,DEN,Denver Nuggets,Fat Lever,29,3,113,18.5,0.46,0.14,0.28,8.9,19.4,13.8,25.3,3.1,0.4,8.0,21.3,0.1,0.1,0.2,0.07,2.8,0.6,3.4,0.2
1990,8,DEN,Denver Nuggets,Michael Adams,27,3,105,9.5,0.52,0.59,0.24,0.0,6.0,2.8,22.0,1.7,0.0,17.6,16.8,0.0,0.0,0.0,-0.02,-1.8,-2.0,-3.8,0.0
1990,8,DEN,Denver Nuggets,Blair Rasmussen,27,3,84,14.5,0.45,0.0,0.21,8.7,22.4,15.1,1.8,1.1,2.4,3.7,25.1,0.0,0.0,0.0,0.01,-1.5,-3.1,-4.6,-0.1
1990,8,DEN,Denver Nuggets,Bill Hanzlik,32,3,79,11.6,0.49,0.18,0.59,5.8,6.6,6.2,16.6,2.8,1.3,8.5,11.5,0.1,0.0,0.1,0.08,-1.1,1.5,0.4,0.0
1990,8,DEN,Denver Nuggets,Alex English,36,3,76,23.4,0.6,0.0,0.25,3.6,8.2,5.8,20.6,1.2,0.7,3.9,25.9,0.2,0.0,0.2,0.15,5.6,-0.2,5.4,0.1
1990,8,DEN,Denver Nuggets,Walter Davis,35,3,70,10.6,0.44,0.02,0.13,5.2,7.5,6.3,13.3,0.6,0.0,9.5,29.1,-0.1,0.0,-0.1,-0.1,-1.4,-4.7,-6.1,-0.1
1990,8,DEN,Denver Nuggets,Todd Lichti,23,3,70,17.3,0.59,0.03,0.66,6.6,19.4,12.6,18.7,0.6,0.0,17.6,25.1,0.1,0.0,0.1,0.05,0.8,-1.3,-0.5,0.0
1990,8,DEN,Denver Nuggets,Joe Barry Carroll,31,3,46,16.5,0.59,0.0,0.12,2.0,18.1,9.6,9.2,1.0,5.4,5.6,15.1,0.1,0.0,0.1,0.1,-0.1,2.5,2.4,0.1
1990,8,DEN,Denver Nuggets,Tim Kempton,26,3,32,17.2,0.84,0.0,0.44,2.9,13.0,7.6,18.3,0.0,0.0,15.7,15.4,0.1,0.0,0.1,0.17,0.6,1.0,1.6,0.0
1990,8,DEN,Denver Nuggets,T.R. Dunn,34,3,31,9.3,,,,3.0,20.2,11.0,7.1,5.7,1.6,100.0,1.2,0.0,0.0,0.0,0.06,-3.0,5.1,2.1,0.0
1990,8,DEN,Denver Nuggets,Jerome Lane,23,2,14,-10.6,0.13,0.0,0.67,0.0,7.5,3.5,15.8,0.0,0.0,34.0,16.3,-0.1,0.0,-0.1,-0.34,-15.8,-2.1,-17.8,-0.1
