Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1990,23,PHI,Philadelphia 76Ers,Charles Barkley,26,10,419,25.0,0.59,0.11,0.67,18.0,26.8,22.2,17.7,1.0,1.1,12.5,25.3,1.3,0.2,1.5,0.18,7.0,-0.6,6.4,0.9
1990,23,PHI,Philadelphia 76Ers,Hersey Hawkins,23,10,415,18.0,0.62,0.22,0.39,2.2,7.0,4.5,14.6,1.5,1.1,14.0,23.6,0.9,0.1,0.9,0.11,3.2,0.0,3.1,0.5
1990,23,PHI,Philadelphia 76Ers,Johnny Dawkins,26,10,386,15.7,0.53,0.06,0.37,1.5,5.6,3.4,36.9,2.3,0.3,17.8,18.7,0.4,0.1,0.5,0.07,1.8,-0.2,1.7,0.4
1990,23,PHI,Philadelphia 76Ers,Mike Gminski,30,10,342,12.7,0.52,0.04,0.13,2.7,17.0,9.5,5.2,1.2,4.4,12.1,18.2,0.0,0.2,0.2,0.03,-1.5,1.1,-0.4,0.1
1990,23,PHI,Philadelphia 76Ers,Rick Mahorn,31,10,342,9.0,0.48,0.01,0.3,6.0,19.2,12.3,4.3,1.1,1.5,11.8,14.3,0.0,0.2,0.1,0.02,-2.9,-0.6,-3.5,-0.1
1990,23,PHI,Philadelphia 76Ers,Ron Anderson,31,10,256,11.6,0.53,0.05,0.32,2.7,15.3,8.7,8.6,0.8,0.0,12.4,21.0,0.1,0.0,0.1,0.03,-1.8,-1.1,-3.0,-0.1
1990,23,PHI,Philadelphia 76Ers,Scott Brooks,24,9,99,6.4,0.46,0.37,0.47,2.3,7.7,4.8,22.2,1.6,0.0,23.4,13.4,-0.1,0.0,0.0,-0.02,-3.8,-1.6,-5.4,-0.1
1990,23,PHI,Philadelphia 76Ers,Bob Thornton,27,9,89,6.0,0.42,0.0,0.56,14.1,5.7,10.1,6.3,1.2,0.7,8.2,12.1,0.0,0.0,0.1,0.03,-4.3,-0.4,-4.7,-0.1
1990,23,PHI,Philadelphia 76Ers,Kurt Nimphius,31,4,18,3.4,0.14,0.0,0.0,19.0,7.0,13.3,0.0,2.9,3.7,0.0,17.2,-0.1,0.0,-0.1,-0.15,-5.3,-4.1,-9.4,0.0
1990,23,PHI,Philadelphia 76Ers,Derek Smith,28,1,15,20.1,0.62,0.12,0.25,0.0,0.0,0.0,14.6,3.4,0.0,10.1,29.2,0.0,0.0,0.0,0.08,1.4,1.9,3.3,0.0
1990,23,PHI,Philadelphia 76Ers,Kenny Payne,23,3,10,9.0,0.51,0.4,0.4,11.4,12.6,12.0,0.0,0.0,0.0,14.5,30.5,0.0,0.0,0.0,-0.02,-6.4,-3.7,-10.1,0.0
1990,23,PHI,Philadelphia 76Ers,Lanard Copeland,24,4,9,-3.7,0.33,0.0,0.0,0.0,14.0,6.7,0.0,0.0,0.0,14.3,34.4,-0.1,0.0,-0.1,-0.35,-11.9,-7.0,-18.9,0.0
