Season,Team ID,Team ABV,Team,PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1990,20,NYK,New York Knicks,Patrick Ewing,27,10,395,25.4,0.58,0.01,0.36,6.0,26.0,15.7,14.2,1.7,3.2,9.6,30.9,1.0,0.3,1.3,0.16,4.3,0.8,5.2,0.7
1990,20,NYK,New York Knicks,Maurice Cheeks,33,10,388,16.2,0.54,0.04,0.3,3.5,8.5,5.9,30.8,2.2,0.3,13.9,15.3,0.7,0.0,0.7,0.09,1.4,-0.1,1.4,0.3
1990,20,NYK,New York Knicks,Charles Oakley,26,10,336,15.9,0.57,0.01,0.62,13.2,25.8,19.3,11.3,1.7,0.4,17.1,16.7,0.4,0.2,0.6,0.09,1.0,-0.5,0.5,0.2
1990,20,NYK,New York Knicks,Gerald Wilkins,26,10,319,15.7,0.5,0.06,0.16,5.0,8.4,6.6,25.4,2.2,0.2,10.9,22.5,0.3,0.0,0.3,0.04,1.2,0.0,1.2,0.3
1990,20,NYK,New York Knicks,Kiki Vandeweghe,31,10,236,8.4,0.48,0.18,0.14,3.4,2.6,3.0,8.4,1.1,0.5,8.2,15.7,0.0,-0.1,0.0,-0.01,-1.4,-2.3,-3.6,-0.1
1990,20,NYK,New York Knicks,Johnny Newman,26,10,231,11.7,0.55,0.12,0.58,5.4,5.3,5.4,6.4,2.0,0.8,13.8,23.3,0.1,0.0,0.1,0.03,-3.3,-1.3,-4.6,-0.2
1990,20,NYK,New York Knicks,Trent Tucker,30,10,178,11.9,0.52,0.49,0.11,3.2,6.2,4.6,15.7,2.8,0.0,9.4,15.6,0.2,0.0,0.2,0.06,-0.3,0.2,-0.1,0.1
1990,20,NYK,New York Knicks,Kenny Walker,25,10,154,9.8,0.58,0.03,0.48,5.2,14.3,9.6,5.3,0.0,1.6,2.8,10.2,0.3,0.0,0.2,0.08,-2.0,-0.7,-2.7,0.0
1990,20,NYK,New York Knicks,Mark Jackson,24,9,81,13.4,0.47,0.06,0.36,1.4,6.0,3.6,38.2,1.2,0.0,16.3,23.0,0.0,0.0,0.0,-0.01,0.7,-2.7,-2.0,0.0
1990,20,NYK,New York Knicks,Eddie Lee Wilkins,27,7,54,12.8,0.52,0.0,0.61,10.5,13.6,12.0,0.0,1.9,0.0,8.1,20.0,0.0,0.0,0.1,0.05,-0.8,-1.7,-2.5,0.0
1990,20,NYK,New York Knicks,Brian Quinnett,23,3,16,20.8,0.62,0.25,0.0,35.5,22.9,29.4,17.5,0.0,0.0,20.0,13.6,0.1,0.0,0.1,0.18,7.2,-1.3,5.8,0.0
1990,20,NYK,New York Knicks,Stuart Gray,26,4,12,6.8,0.4,0.0,0.0,28.4,50.9,39.3,0.0,4.2,0.0,37.5,29.0,-0.1,0.0,-0.1,-0.21,-9.8,-2.4,-12.2,0.0
