NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2,Jordan Bell,C,6-8,216,1995-01-07,US,R,Oregon
25,Chris Boucher,PF,6-9,200,1993-01-11,LC,R,Oregon
18,Omri Casspi,SF,6-9,225,1988-06-22,IL,8,
4,Quinn Cook,PG,6-1,180,1993-03-23,US,1,Duke
30,Stephen Curry,PG,6-3,185,1988-03-14,US,8,Davidson
35,Kevin Durant,SF,6-10,240,1988-09-29,US,10,Texas
23,Draymond Green,PF,6-6,230,1990-03-04,US,5,Michigan State
9,Andre Iguodala,SF,6-6,215,1984-01-28,US,13,Arizona
15,Damian Jones,C,6-11,245,1995-06-30,US,1,Vanderbilt
34,Shaun Livingston,PG,6-7,192,1985-09-11,US,12,
5,Kevon Looney,C,6-9,222,1996-02-06,US,2,UCLA
0,Patrick McCaw,SG,6-7,181,1995-10-25,US,1,UNLV
1,JaVale McGee,C,7-0,270,1988-01-19,US,9,Nevada
27,Zaza Pachulia,C,6-11,270,1984-02-10,GE,14,
11,Klay Thompson,SG,6-6,215,1990-02-08,US,6,Washington State
3,David West,C,6-9,250,1980-08-29,US,14,Xavier
6,Nick Young,SG,6-7,210,1985-06-01,US,10,USC
