NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
13,Tony Bradley,C,6-10,248,1998-01-08,US,R,UNC
10,Alec Burks,SG,6-6,214,1991-07-20,US,6,Colorado
99,Jae Crowder,SF,6-6,235,1990-07-06,US,5,Marquette
11,Dante Exum,PG,6-5,214,1995-07-13,AU,2,
15,Derrick Favors,C,6-9,265,1991-07-15,US,7,Georgia Tech
27,Rudy Gobert,C,7-1,258,1992-06-26,FR,4,
5,Rodney Hood,SG,6-8,208,1992-10-20,US,3,"Mississippi State, Duke"
2,Joe Ingles,SF,6-7,220,1987-10-02,AU,3,
8,Jonas Jerebko,PF,6-10,231,1987-03-02,SE,7,
6,Joe Johnson,SF,6-7,240,1981-06-29,US,16,Arkansas
21,Erik McCree,SF,6-7,219,1993-12-20,US,R,Louisiana Tech
45,Donovan Mitchell,SG,6-1,215,1996-09-07,US,R,Louisville
30,Naz Mitrou-Long,SG,6-3,218,1993-08-03,CA,R,Iowa State
25,Raul Neto,PG,6-1,180,1992-05-19,BR,2,
31,Georges Niang,PF,6-7,230,1993-06-17,US,1,Iowa State
23,Royce O'Neale,SF,6-4,226,1993-06-05,US,R,"Denver, Baylor"
3,Ricky Rubio,PG,6-3,190,1990-10-21,ES,6,
22,Thabo Sefolosha,SF,6-6,215,1984-05-02,CH,11,
5,David Stockton,PG,5-11,165,1991-06-24,US,1,Gonzaga
33,Ekpe Udoh,C,6-10,245,1987-05-20,US,5,"Michigan, Baylor"
16,Nate Wolters,PG,6-4,190,1991-05-15,US,2,South Dakota State
