NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
3,Bradley Beal,SG,6-3,207,1993-06-28,US,5,Florida
8,Tim Frazier,PG,6-0,170,1990-11-01,US,3,Penn State
13,Marcin Gortat,C,6-11,240,1984-02-17,PL,10,
4,Ty Lawson,PG,5-11,195,1987-11-03,US,8,UNC
28,Ian Mahinmi,C,6-11,262,1986-11-05,FR,9,
1,Chris McCullough,PF,6-11,200,1995-02-05,US,2,Syracuse
20,Jodie Meeks,SG,6-4,210,1987-08-21,US,8,Kentucky
5,Markieff Morris,PF,6-8,245,1989-09-02,US,6,Kansas
12,Kelly Oubre,SF,6-7,203,1995-12-09,US,2,Kansas
22,Otto Porter,SF,6-8,198,1993-06-03,US,4,Georgetown
7,Devin Robinson,SF,6-8,200,1995-03-07,US,R,Florida
31,Tomáš Satoranský,SG,6-7,210,1991-10-30,CZ,1,
30,Mike Scott,PF,6-7,237,1988-07-16,US,5,Virginia
9,Ramon Sessions,PG,6-3,190,1986-04-11,US,10,Nevada
14,Jason Smith,C,7-0,240,1986-03-02,US,9,Colorado State
2,John Wall,PG,6-4,210,1990-09-06,US,7,Kentucky
