NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
8,Bogdan Bogdanović,SG,6-6,220,1992-08-18,RS,R,
22,Bruno Caboclo,SF,6-9,218,1995-09-21,BR,3,
15,Vince Carter,SF,6-6,220,1977-01-26,US,19,UNC
0,Willie Cauley-Stein,C,7-0,240,1993-08-18,US,2,Kentucky
45,Jack Cooley,PF,6-9,260,1991-04-04,US,1,Notre Dame
5,De'Aaron Fox,PG,6-3,185,1997-12-20,US,R,Kentucky
40,Nigel Hayes,SF,6-8,254,1994-12-16,US,R,Wisconsin
24,Buddy Hield,SG,6-4,220,1992-12-17,BS,1,Oklahoma
3,George Hill,PG,6-3,188,1986-05-04,US,9,IUPUI
25,Justin Jackson,SF,6-7,220,1995-03-28,US,R,UNC
41,Kosta Koufos,C,7-0,245,1989-02-24,US,9,Ohio State
7,Skal Labissière,PF,6-10,235,1996-03-18,HT,1,Kentucky
10,Frank Mason,PG,5-11,190,1994-04-03,US,R,Kansas
13,Georgios Papagiannis,C,7-1,240,1997-07-03,GR,1,
50,Zach Randolph,PF,6-9,250,1981-07-16,US,16,Michigan State
23,Malachi Richardson,SG,6-6,205,1996-01-05,US,1,Syracuse
29,JaKarr Sampson,SF,6-7,214,1993-03-20,US,2,St. John's
17,Garrett Temple,SG,6-5,195,1986-05-08,US,7,LSU
