NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
31,Ron Baker,SG,6-4,220,1993-03-30,US,1,Wichita State
8,Michael Beasley,PF,6-9,235,1989-01-09,US,9,Kansas State
23,Trey Burke,PG,6-0,185,1992-11-12,US,4,Michigan
21,Damyean Dotson,SG,6-5,210,1994-05-06,US,R,"Oregon, Houston"
3,Tim Hardaway,SG,6-5,205,1992-03-16,US,4,Michigan
14,Willy Hernangómez,C,6-11,250,1994-05-27,ES,1,
4,Isaiah Hicks,PF,6-9,230,1994-07-24,US,R,UNC
55,Jarrett Jack,PG,6-3,200,1983-10-28,US,12,Georgia Tech
0,Enes Kanter,C,6-10,250,1992-05-20,CH,6,
2,Luke Kornet,PF,7-2,250,1995-07-15,US,R,Vanderbilt
91,Mindaugas Kuzminskas,SF,6-9,215,1989-10-19,LT,1,
5,Courtney Lee,SG,6-5,215,1985-10-03,US,9,Western Kentucky
20,Doug McDermott,SF,6-7,225,1992-01-03,US,3,Creighton
1,Emmanuel Mudiay,PG,6-3,200,1996-03-05,CD,2,
13,Joakim Noah,C,6-11,230,1985-02-25,US,10,Florida
11,Frank Ntilikina,PG,6-4,200,1998-07-28,BE,R,
9,Kyle O'Quinn,C,6-9,250,1990-03-26,US,5,Norfolk State
6,Kristaps Porziņģis,PF,7-3,240,1995-08-02,LV,2,
1,Ramon Sessions,PG,6-3,190,1986-04-11,US,10,Nevada
42,Lance Thomas,PF,6-8,240,1988-04-24,US,6,Duke
0,Troy Williams,SF,6-7,218,1994-12-30,US,1,Indiana
