NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,Darrell Arthur,PF,6-9,235,1988-03-25,US,8,Kansas
5,Will Barton,SG,6-5,181,1991-01-06,US,5,Memphis
25,Malik Beasley,SG,6-4,187,1996-11-26,US,1,Florida State
21,Wilson Chandler,SF,6-8,235,1987-05-10,US,9,DePaul
3,Torrey Craig,SF,6-7,221,1990-12-19,US,R,USC Upstate
35,Kenneth Faried,PF,6-8,220,1989-11-19,US,6,Morehead State University
34,Devin Harris,PG,6-3,185,1983-02-27,US,13,Wisconsin
14,Gary Harris,SG,6-4,210,1994-09-14,US,3,Michigan State
41,Juan Hernangómez,PF,6-9,214,1995-09-28,ES,1,
22,Richard Jefferson,SF,6-7,233,1980-06-21,US,16,Arizona
15,Nikola Jokić,C,7-0,284,1995-02-19,RS,2,
20,Tyler Lydon,PF,6-10,225,1996-04-09,US,R,Syracuse
7,Trey Lyles,PF,6-9,234,1995-11-05,CA,2,Kentucky
4,Paul Millsap,PF,6-7,257,1985-02-10,US,11,Louisiana Tech
11,Monte Morris,PG,6-2,183,1995-06-27,US,R,Iowa State
0,Emmanuel Mudiay,PG,6-3,200,1996-03-05,CD,2,
27,Jamal Murray,PG,6-4,215,1997-02-23,CA,1,Kentucky
24,Mason Plumlee,C,6-11,254,1990-03-05,US,4,Duke
