NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
2,Lonzo Ball,PG,6-6,190,1997-10-27,US,R,UCLA
17,Vander Blue,SG,6-4,200,1992-07-17,US,2,Marquette
66,Andrew Bogut,C,7-0,260,1984-11-28,AU,12,Utah
3,Corey Brewer,SF,6-9,186,1986-03-05,US,10,Florida
31,Thomas Bryant,C,6-10,248,1997-07-31,US,R,Indiana
1,Kentavious Caldwell-Pope,SG,6-5,204,1993-02-18,US,4,Georgia
4,Alex Caruso,PG,6-5,186,1994-02-28,US,R,Texas A&M
6,Jordan Clarkson,SG,6-4,194,1992-06-07,US,3,"Tulsa, Missouri"
9,Luol Deng,SF,6-9,237,1985-04-16,SS,13,Duke
10,Tyler Ennis,PG,6-3,194,1994-08-24,CA,3,Syracuse
12,Channing Frye,C,7-0,255,1983-05-17,US,11,Arizona
5,Josh Hart,SG,6-5,215,1995-03-06,US,R,Villanova
15,Nigel Hayes,SF,6-8,254,1994-12-16,US,R,Wisconsin
20,Andre Ingram,SG,6-3,190,1985-11-19,US,R,American University
14,Brandon Ingram,SF,6-7,190,1997-09-02,US,1,Duke
0,Kyle Kuzma,PF,6-8,221,1995-07-24,US,R,Utah
11,Brook Lopez,C,7-0,282,1988-04-01,US,9,Stanford
7,Larry Nance,C,6-7,245,1993-01-01,US,2,Wyoming
23,Gary Payton,PG,6-3,190,1992-12-01,US,1,Oregon State
30,Julius Randle,C,6-8,250,1994-11-29,US,3,Kentucky
3-7,Isaiah Thomas,PG,5-9,185,1989-02-07,US,6,Washington
21,Travis Wear,SF,6-10,230,1990-09-21,US,1,"UNC, UCLA"
6,Derrick Williams,PF,6-8,240,1991-05-25,US,6,Arizona
40,Ivica Zubac,C,7-0,240,1997-03-18,BA,1,
