Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1982,3,3129,NJN,New Jersey Nets,Buck Williams,"March 8, 1960",21.0,NBA,PF,2.0,79.0,16.5,0.54,0.0,0.58,15.9,15.6,15.8,6.4,0.6,1.6,10.9,19.9,0.1,0.1,0.2,0.12,1.1,-1.8,-0.7,0.0
1983,3,3129,NJN,New Jersey Nets,Buck Williams,"March 8, 1960",22.0,NBA,PF,2.0,85.0,17.1,0.62,0.0,0.91,11.7,20.0,15.6,6.3,1.2,1.4,14.0,17.2,0.2,0.0,0.3,0.15,0.1,-0.4,-0.3,0.0
1984,3,3129,NJN,New Jersey Nets,Buck Williams,"March 8, 1960",23.0,NBA,PF,11.0,473.0,14.7,0.52,0.0,0.62,12.6,25.5,18.5,5.2,1.5,2.4,14.9,16.7,0.2,1.0,1.2,0.12,1.9,-0.4,1.5,0.4
1985,3,3129,NJN,New Jersey Nets,Buck Williams,"March 8, 1960",24.0,NBA,PF,3.0,123.0,21.6,0.7,0.0,0.75,12.1,15.2,13.6,1.1,1.1,2.2,10.1,19.4,0.4,0.1,0.5,0.2,4.3,-0.7,3.7,0.2
1986,3,3129,NJN,New Jersey Nets,Buck Williams,"March 8, 1960",25.0,NBA,PF,3.0,126.0,19.9,0.77,0.0,0.9,10.5,19.6,14.7,2.4,2.3,0.5,12.9,15.1,0.4,0.1,0.5,0.19,4.0,0.3,4.3,0.2
1990,25,3129,POR,Portland Trail Blazers,Buck Williams,"March 8, 1960",29.0,NBA,PF,21.0,776.0,12.4,0.56,0.0,0.53,9.1,18.7,13.7,7.5,0.8,0.5,14.3,15.1,0.8,0.8,1.6,0.1,0.0,-0.1,0.0,0.4
1991,25,3129,POR,Portland Trail Blazers,Buck Williams,"March 8, 1960",30.0,NBA,PF,16.0,572.0,10.6,0.53,0.0,0.45,10.6,19.3,14.8,3.5,0.9,0.5,13.4,13.5,0.4,0.6,1.0,0.08,-0.8,-0.9,-1.7,0.0
1992,25,3129,POR,Portland Trail Blazers,Buck Williams,"March 8, 1960",31.0,NBA,PF,21.0,758.0,11.0,0.59,0.0,0.7,9.9,18.9,14.4,4.0,1.8,1.5,20.9,12.2,0.4,1.0,1.5,0.09,-1.0,0.2,-0.8,0.2
1993,25,3129,POR,Portland Trail Blazers,Buck Williams,"March 8, 1960",32.0,NBA,PF,4.0,119.0,11.2,0.56,0.0,0.83,9.9,17.0,13.1,1.3,0.4,1.6,16.1,13.3,0.1,0.2,0.3,0.1,-1.8,0.0,-1.8,0.0
1994,25,3129,POR,Portland Trail Blazers,Buck Williams,"March 8, 1960",33.0,NBA,PF,4.0,125.0,19.2,0.74,0.0,0.54,11.8,20.4,15.8,2.3,1.6,1.2,18.8,14.3,0.4,0.0,0.3,0.13,1.4,-0.5,0.8,0.1
1995,25,3129,POR,Portland Trail Blazers,Buck Williams,"March 8, 1960",34.0,NBA,PF,3.0,103.0,11.0,0.63,0.0,0.73,8.7,14.6,11.4,1.4,2.0,1.7,16.8,10.6,0.1,-0.1,0.0,0.02,-2.5,0.3,-2.2,0.0
1996,25,3129,POR,Portland Trail Blazers,Buck Williams,"March 8, 1960",35.0,NBA,PF,5.0,133.0,6.9,0.46,0.09,0.3,10.9,11.3,11.1,1.4,0.4,2.3,16.1,10.8,0.0,0.0,0.0,0.0,-3.7,-0.2,-3.9,-0.1
1997,20,3129,NYK,New York Knicks,Buck Williams,"March 8, 1960",36.0,NBA,PF,10.0,193.0,9.0,0.51,0.0,0.49,8.5,16.6,12.6,5.0,0.8,1.8,8.6,11.7,0.2,0.3,0.5,0.12,-3.2,0.8,-2.4,0.0
1998,20,3129,NYK,New York Knicks,Buck Williams,"March 8, 1960",37.0,NBA,PF,3.0,45.0,15.0,0.56,0.0,0.89,19.3,25.6,22.4,3.9,0.0,2.0,19.3,16.6,0.1,0.1,0.1,0.13,-0.6,-1.1,-1.7,0.0
