Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2001,27,2134,SAS,San Antonio Spurs,26.0,NBA,SF,27.0,184.0,8.9,0.44,0.16,0.29,8.4,12.9,10.8,5.3,0.6,1.5,10.1,17.6,0.0,0.2,0.2,0.06,-2.8,-1.2,-4.0,-0.1
2002,1,2134,ATL,Atlanta Hawks,27.0,NBA,SF,42.0,1273.0,11.5,0.56,0.03,0.34,7.1,12.8,10.0,5.6,1.6,1.2,14.0,12.5,1.5,0.9,2.3,0.09,-1.7,0.3,-1.5,0.2
2003,1,2134,ATL,Atlanta Hawks,28.0,NBA,SF,73.0,1931.0,11.7,0.56,0.18,0.19,5.3,10.5,8.0,8.6,1.4,0.9,12.0,13.7,2.5,0.8,3.3,0.08,-0.8,-0.5,-1.2,0.4
2004,6,2134,CLE,Cleveland Cavaliers,29.0,NBA,SF,64.0,1245.0,6.7,0.43,0.07,0.17,5.8,8.0,6.9,8.9,1.1,1.1,15.4,12.6,-0.4,0.5,0.1,0.0,-3.4,-1.0,-4.5,-0.8
2005,6,2134,CLE,Cleveland Cavaliers,30.0,NBA,SG,74.0,1832.0,8.6,0.48,0.12,0.16,4.9,9.4,7.1,7.6,1.5,0.7,11.8,12.7,0.6,1.3,1.9,0.05,-2.5,-0.3,-2.9,-0.4
2006,6,2134,CLE,Cleveland Cavaliers,31.0,NBA,SG,36.0,353.0,4.0,0.38,0.23,0.28,7.0,11.9,9.4,3.7,0.8,2.2,15.8,10.0,-0.3,0.3,0.1,0.01,-5.3,0.1,-5.2,-0.3
2007,6,2134,CLE,Cleveland Cavaliers,32.0,NBA,SF,15.0,129.0,14.9,0.56,0.4,0.27,11.4,15.7,13.5,2.5,2.5,0.0,6.8,15.6,0.3,0.2,0.5,0.18,-0.4,0.4,0.0,0.1
2008,31,2134,TOT,Total After Trade,33.0,NBA,"SF,SG",49.0,698.0,9.7,0.51,0.28,0.15,7.5,13.1,10.2,4.0,2.1,0.9,15.5,14.2,0.1,0.8,0.9,0.06,-2.9,-0.1,-3.0,-0.2
2008,6,2134,CLE,Cleveland Cavaliers,33.0,NBA,SG,41.0,650.0,10.0,0.52,0.28,0.16,7.0,13.2,10.0,3.4,2.2,0.8,15.5,14.0,0.1,0.8,0.9,0.07,-2.8,0.0,-2.7,-0.1
2008,21,2134,SEA,Seattle Supersonics,33.0,NBA,SF,2.0,17.0,0.5,0.29,0.29,0.0,0.0,0.0,0.0,8.8,0.0,0.0,0.0,17.8,0.0,0.0,-0.1,-0.14,-6.1,-3.6,-9.8,0.0
2008,14,2134,LAL,Los Angeles Lakers,33.0,NBA,SF,6.0,31.0,10.0,0.39,0.22,0.0,22.4,17.2,19.7,13.4,1.6,2.3,25.0,17.1,0.0,0.0,0.0,0.04,-2.9,-1.5,-4.4,0.0
