PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Allen Iverson,32,82,82,3424,10.0,21.9,0.45799999999999996,1.3,3.9,0.345,8.7,18.0,0.48200000000000004,9.1,11.2,0.809,0.7,2.8,3.4,8.2,2.2,0.2,3.4,1.5,30.4,,115,109
Carmelo Anthony,23,77,77,2806,12.5,25.4,0.49200000000000005,1.0,2.8,0.354,11.5,22.6,0.509,8.0,10.1,0.7859999999999999,3.1,6.7,9.8,4.4,1.7,0.7,4.3,4.3,33.9,,109,107
Marcus Camby,33,79,79,2758,5.0,11.1,0.45,0.1,0.3,0.3,4.9,10.7,0.455,2.5,3.5,0.708,4.0,14.1,18.1,4.5,1.5,5.0,2.1,3.8,12.6,,110,98
Kenyon Martin,30,71,71,2159,8.4,15.6,0.5379999999999999,0.0,0.2,0.182,8.3,15.3,0.544,2.7,4.7,0.58,2.3,7.9,10.3,2.0,2.0,1.9,2.0,5.2,19.5,,108,104
Anthony Carter,32,70,67,1960,5.4,11.7,0.45799999999999996,1.1,3.2,0.349,4.2,8.5,0.499,1.6,2.1,0.753,0.7,4.2,4.9,9.5,2.6,0.7,3.0,4.2,13.4,,108,107
Linas Kleiza,23,79,13,1889,7.9,16.8,0.47200000000000003,2.4,7.1,0.33899999999999997,5.5,9.7,0.568,4.2,5.4,0.77,2.3,6.1,8.5,2.4,1.1,0.5,2.3,4.6,22.4,,114,109
Eduardo Nájera,31,78,3,1664,5.0,10.6,0.473,1.5,4.3,0.361,3.5,6.4,0.5479999999999999,1.8,2.6,0.708,3.3,6.5,9.7,2.7,2.0,1.2,1.7,5.8,13.4,,116,106
J.R. Smith,22,74,0,1421,10.5,22.8,0.461,5.3,13.2,0.40299999999999997,5.2,9.6,0.542,4.3,6.0,0.7190000000000001,1.5,3.7,5.1,4.3,2.1,0.4,3.8,4.9,30.7,,111,109
Yakhouba Diawara,25,54,14,542,4.9,11.9,0.41,1.9,5.9,0.318,3.0,6.0,0.5,2.0,2.8,0.71,2.0,3.5,5.5,3.3,0.7,0.3,1.4,5.4,13.6,,110,112
Chucky Atkins,33,24,0,352,5.7,16.7,0.344,3.4,10.8,0.316,2.3,5.9,0.395,0.5,1.2,0.444,0.4,3.8,4.2,6.4,1.2,0.1,1.4,3.7,15.4,,101,111
Nenê Hilário,25,16,1,266,5.2,12.8,0.408,0.0,0.2,0.0,5.2,12.7,0.414,4.9,8.9,0.551,5.4,10.3,15.7,2.7,1.6,2.5,3.8,8.3,15.4,,94,103
Bobby Jones,24,25,0,222,5.6,13.9,0.406,2.0,5.0,0.391,3.7,8.9,0.415,5.0,6.1,0.821,2.4,5.9,8.2,2.4,1.1,0.2,3.0,10.0,18.2,,105,109
Mike Wilks,28,8,0,122,3.9,9.1,0.435,0.8,2.0,0.4,3.2,7.1,0.444,0.8,0.8,1.0,1.6,3.2,4.7,2.4,2.0,0.0,2.0,3.5,9.5,,97,110
Steven Hunter,26,19,2,120,6.0,11.2,0.536,0.0,0.0,,6.0,11.2,0.536,3.6,8.0,0.45,4.0,7.6,11.6,0.0,0.0,2.4,2.8,8.0,15.6,,98,108
Von Wafer,22,21,0,90,5.3,20.3,0.263,0.5,8.0,0.067,4.8,12.3,0.391,3.2,4.3,0.75,0.5,4.8,5.3,2.7,1.1,0.5,5.9,2.1,14.4,,60,110
Jelani McCoy,30,6,1,33,1.5,1.5,1.0,0.0,0.0,,1.5,1.5,1.0,1.5,2.9,0.5,1.5,8.7,10.2,0.0,0.0,7.3,5.8,10.2,4.4,,51,102
Taurean Green,21,9,0,30,4.8,14.4,0.33299999999999996,1.6,4.8,0.33299999999999996,3.2,9.6,0.33299999999999996,4.8,6.4,0.75,0.0,9.6,9.6,4.8,1.6,0.0,3.2,3.2,16.0,,92,106
