Season,Team ID,Team ABV,Team,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016,10,GSW,Golden State Warriors,Draymond Green,25,23,23,38.2,5.2,12.0,0.43,1.7,4.5,0.36,3.5,7.5,0.47,0.5,3.4,4.7,0.74,1.7,8.3,9.9,6.0,1.6,1.8,2.4,3.5,15.4
2016,10,GSW,Golden State Warriors,Klay Thompson,25,24,24,35.4,8.4,18.9,0.44,4.1,9.6,0.42,4.3,9.3,0.46,0.55,3.4,4.0,0.85,0.6,3.0,3.7,2.3,1.1,0.4,2.0,2.2,24.3
2016,10,GSW,Golden State Warriors,Stephen Curry,27,18,17,34.1,8.2,18.8,0.44,4.4,11.0,0.4,3.8,7.8,0.49,0.56,4.2,4.6,0.92,0.8,4.7,5.5,5.2,1.4,0.3,4.2,2.2,25.1
2016,10,GSW,Golden State Warriors,Andre Iguodala,32,24,3,32.0,3.3,6.8,0.48,1.0,2.7,0.38,2.2,4.1,0.54,0.55,1.3,2.4,0.56,1.5,2.9,4.4,3.8,1.2,0.4,1.0,1.5,8.9
2016,10,GSW,Golden State Warriors,Harrison Barnes,23,24,23,31.0,3.4,8.9,0.38,1.1,3.2,0.34,2.3,5.7,0.41,0.45,1.1,1.4,0.76,1.1,3.5,4.7,1.3,0.7,0.2,0.8,1.9,9.0
2016,10,GSW,Golden State Warriors,Shaun Livingston,30,24,7,21.4,3.4,7.0,0.49,0.0,0.0,0.0,3.4,7.0,0.49,0.49,1.3,1.5,0.86,0.5,2.6,3.2,3.3,0.5,0.2,1.2,2.0,8.2
2016,10,GSW,Golden State Warriors,Andrew Bogut,31,22,22,16.6,2.2,3.5,0.62,0.0,0.1,0.0,2.2,3.4,0.64,0.62,0.2,0.6,0.36,2.1,3.5,5.7,1.4,0.6,1.6,0.9,3.3,4.6
2016,10,GSW,Golden State Warriors,Leandro Barbosa,33,23,0,11.0,2.2,3.8,0.58,0.5,1.2,0.39,1.7,2.6,0.67,0.64,0.7,0.9,0.76,0.5,0.7,1.2,0.7,0.5,0.0,0.5,1.0,5.6
2016,10,GSW,Golden State Warriors,Ian Clark,24,16,0,9.6,1.6,3.3,0.49,0.4,1.1,0.33,1.3,2.2,0.57,0.55,0.5,0.6,0.8,0.1,0.9,1.1,1.0,0.5,0.0,0.6,1.1,4.1
2016,10,GSW,Golden State Warriors,Festus Ezeli,26,23,1,8.8,1.6,3.0,0.54,0.0,0.0,,1.6,3.0,0.54,0.54,0.8,1.9,0.43,1.0,1.7,2.7,0.3,0.0,0.3,0.6,1.5,4.0
2016,10,GSW,Golden State Warriors,Marreese Speights,28,24,0,8.4,1.9,4.9,0.39,0.8,1.8,0.42,1.2,3.1,0.37,0.47,1.0,1.3,0.77,0.6,1.3,2.0,0.5,0.1,0.3,0.8,1.8,5.6
2016,10,GSW,Golden State Warriors,Brandon Rush,30,14,0,7.9,0.6,1.4,0.45,0.3,0.9,0.33,0.4,0.6,0.62,0.55,0.1,0.1,0.5,0.0,1.6,1.6,0.2,0.1,0.1,0.1,0.6,1.6
2016,10,GSW,Golden State Warriors,Anderson Varejao,33,17,0,5.5,0.3,0.8,0.36,0.0,0.0,,0.3,0.8,0.36,0.36,0.6,1.1,0.53,0.7,0.5,1.2,0.8,0.1,0.1,0.1,1.0,1.2
2016,10,GSW,Golden State Warriors,James Michael McAdoo,23,8,0,4.8,0.3,0.5,0.5,0.0,0.0,,0.3,0.5,0.5,0.5,0.1,0.5,0.25,0.0,1.0,1.0,0.3,0.4,0.3,0.1,0.8,0.6
