SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016,16,MIA,Luol Deng,30,14,14,35.4,4.6,9.9,0.47,1.7,4.1,0.42,2.9,5.8,0.51,0.56,2.3,2.7,0.84,1.4,4.6,5.9,1.6,0.9,0.6,1.6,1.7,13.3
2016,16,MIA,Joe Johnson,34,14,14,35.1,4.9,11.3,0.43,0.9,3.3,0.28,3.9,8.0,0.49,0.47,1.5,1.7,0.88,0.5,4.2,4.7,2.5,0.6,0.2,1.3,1.9,12.1
2016,16,MIA,Dwyane Wade,34,14,14,33.8,8.5,18.1,0.47,0.9,1.6,0.52,7.6,16.5,0.46,0.49,3.6,4.6,0.78,0.9,4.8,5.6,4.3,0.8,0.9,2.7,1.6,21.4
2016,16,MIA,Goran Dragic,29,14,14,33.7,6.5,14.7,0.44,1.1,3.3,0.35,5.4,11.4,0.47,0.48,2.4,3.1,0.77,0.8,4.1,4.9,3.9,0.4,0.2,2.2,3.3,16.5
2016,16,MIA,Hassan Whiteside,26,10,10,29.1,4.7,6.9,0.68,0.0,0.0,,4.7,6.9,0.68,0.68,2.6,4.4,0.59,2.6,8.3,10.9,0.3,0.8,2.8,1.3,3.4,12.0
2016,16,MIA,Josh Richardson,22,14,0,27.6,2.4,6.4,0.37,1.2,3.3,0.37,1.1,3.1,0.37,0.47,0.7,1.0,0.71,0.7,2.9,3.6,1.6,0.4,0.9,0.9,2.6,6.6
2016,16,MIA,Justise Winslow,19,13,2,25.4,2.5,5.7,0.43,0.4,1.4,0.28,2.1,4.3,0.48,0.47,1.6,2.3,0.7,1.3,3.5,4.8,0.6,0.6,0.3,0.9,2.7,6.9
2016,16,MIA,Josh McRoberts,28,10,0,13.4,1.6,3.4,0.47,0.0,0.7,0.0,1.6,2.7,0.59,0.47,0.6,0.6,1.0,0.7,1.9,2.6,0.9,0.5,0.5,0.4,2.0,3.8
2016,16,MIA,Tyler Johnson,23,5,0,12.2,1.0,2.2,0.46,0.6,1.2,0.5,0.4,1.0,0.4,0.59,1.6,2.2,0.73,0.4,1.0,1.4,1.6,0.2,0.0,0.4,1.6,4.2
2016,16,MIA,Udonis Haslem,35,9,0,9.4,0.9,1.7,0.53,0.0,0.0,,0.9,1.7,0.53,0.53,0.6,0.8,0.71,1.2,2.2,3.4,0.4,0.0,0.1,0.8,1.4,2.3
2016,16,MIA,Gerald Green,30,12,0,9.2,1.3,4.1,0.33,0.3,1.2,0.29,1.0,2.9,0.34,0.37,0.3,0.4,0.8,0.2,1.3,1.4,0.1,0.3,0.1,0.2,1.2,3.3
2016,16,MIA,Amar'e Stoudemire,33,9,2,9.1,1.2,2.1,0.58,0.0,0.0,,1.2,2.1,0.58,0.58,0.9,0.9,1.0,0.3,1.1,1.4,0.0,0.6,0.3,1.0,1.6,3.3
2016,16,MIA,Dorell Wright,30,5,0,3.8,1.0,2.0,0.5,0.4,1.0,0.4,0.6,1.0,0.6,0.6,0.8,0.8,1.0,0.0,1.2,1.2,0.4,0.0,0.0,0.0,0.4,3.2
2016,16,MIA,Briante Weber,23,2,0,3.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0
