Player ID,Player Name,Birth Date,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2207,Kelly Olynyk,"April 19, 1991",521.0,119.0,11194.0,8.01,17.08,0.47,2.82,7.62,0.37,5.21,9.48,0.55,3.15,4.09,0.77,2.65,8.59,11.22,4.31,1.64,1.09,3.2,6.3,22.02,110.38,106.12
