Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
2015,31,1106,TOT,Total After Trade,JaMychal Green,1990-06-21,24.0,NBA,PF,24.0,1.0,164.0,8.6,14.9,0.57,0.0,1.9,0.0,8.6,13.0,0.66,2.5,3.2,0.8,6.0,8.3,14.3,1.3,1.6,1.6,4.4,7.9,19.7,105.0,101.0
2015,27,1106,SAS,San Antonio Spurs,JaMychal Green,1990-06-21,24.0,NBA,PF,4.0,0.0,25.0,8.2,14.3,0.57,0.0,4.1,0.0,8.2,10.2,0.8,0.0,0.0,,6.1,6.1,12.3,0.0,0.0,4.1,4.1,12.3,16.4,98.0,102.0
2015,15,1106,MEM,Memphis Grizzlies,JaMychal Green,1990-06-21,24.0,NBA,PF,20.0,1.0,139.0,8.6,15.0,0.57,0.0,1.5,0.0,8.6,13.5,0.64,3.0,3.8,0.8,6.0,8.6,14.6,1.5,1.9,1.1,4.5,7.1,20.3,106.0,101.0
2016,15,1106,MEM,Memphis Grizzlies,JaMychal Green,1990-06-21,25.0,NBA,PF,78.0,15.0,1446.0,8.2,17.6,0.46,0.5,1.6,0.33,7.7,16.0,0.48,3.7,4.9,0.75,4.9,8.3,13.3,2.4,1.6,1.2,3.0,6.7,20.6,105.0,107.0
2017,15,1106,MEM,Memphis Grizzlies,JaMychal Green,1990-06-21,26.0,NBA,PF,77.0,75.0,2101.0,6.2,12.4,0.5,1.4,3.6,0.38,4.8,8.8,0.55,3.3,4.1,0.8,4.1,9.3,13.5,2.1,1.2,0.8,2.3,6.1,17.1,117.0,107.0
2018,15,1106,MEM,Memphis Grizzlies,JaMychal Green,1990-06-21,27.0,NBA,PF,55.0,54.0,1542.0,7.3,16.0,0.46,1.4,4.2,0.34,5.9,11.8,0.5,2.6,3.6,0.72,4.8,10.4,15.2,2.6,1.0,0.8,2.5,5.0,18.7,108.0,110.0
2019,31,1106,TOT,Total After Trade,JaMychal Green,1990-06-21,28.0,NBA,PF,65.0,6.0,1371.0,8.2,16.9,0.48,2.5,6.3,0.4,5.7,10.7,0.53,2.8,3.6,0.79,3.7,10.9,14.6,1.8,1.6,1.2,3.1,6.9,21.8,108.0,107.0
2019,15,1106,MEM,Memphis Grizzlies,JaMychal Green,1990-06-21,28.0,NBA,PF,41.0,4.0,900.0,8.3,17.2,0.48,2.1,5.3,0.4,6.2,11.9,0.52,3.5,4.4,0.79,4.0,9.9,13.9,2.0,1.8,1.4,3.5,6.8,22.3,105.0,106.0
2019,13,1106,LAC,Los Angeles Clippers,JaMychal Green,1990-06-21,28.0,NBA,PF,24.0,2.0,471.0,7.9,16.4,0.48,3.3,8.0,0.41,4.6,8.4,0.55,1.7,2.1,0.81,3.2,12.5,15.7,1.4,1.2,0.8,2.3,7.0,20.8,113.0,109.0
2020,13,1106,LAC,Los Angeles Clippers,JaMychal Green,1990-06-21,29.0,NBA,PF,63.0,1.0,1307.0,5.5,12.7,0.43,3.3,8.6,0.39,2.1,4.1,0.52,1.3,1.7,0.75,2.8,11.2,14.0,1.8,1.0,0.9,2.0,6.3,15.6,112.0,106.0
2021,8,1106,DEN,Denver Nuggets,JaMychal Green,1990-06-21,30.0,NBA,PF,31.0,4.0,611.0,7.9,17.3,0.45,3.9,9.2,0.42,4.0,8.1,0.49,2.3,2.8,0.85,3.8,10.0,13.8,2.1,1.4,0.8,2.5,6.6,21.9,115.0,111.0
