PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Pau Gasol,24,56,53,32.0,6.4,12.4,0.514,0.0,0.1,0.16699999999999998,6.4,12.3,0.517,0.514,5.0,6.6,0.768,2.3,5.0,7.3,2.4,0.7,1.7,2.4,2.6,17.8
Shane Battier,26,80,72,31.5,3.4,7.7,0.442,0.9,2.2,0.395,2.5,5.5,0.461,0.499,2.3,2.9,0.789,2.0,3.2,5.2,1.6,1.1,1.0,0.9,2.5,9.9
Mike Miller,24,76,51,30.0,5.1,10.1,0.505,1.8,4.3,0.433,3.3,5.8,0.5579999999999999,0.597,1.4,2.0,0.72,0.5,3.5,3.9,2.9,0.7,0.3,1.7,2.6,13.4
Lorenzen Wright,29,80,77,28.6,4.0,8.5,0.469,0.0,0.0,0.0,4.0,8.5,0.47100000000000003,0.469,1.6,2.5,0.662,2.2,5.5,7.7,1.1,0.7,0.9,1.3,3.1,9.6
James Posey,28,50,18,27.6,2.5,7.1,0.35700000000000004,1.1,3.6,0.309,1.4,3.6,0.40399999999999997,0.434,1.9,2.2,0.865,0.9,3.5,4.4,1.8,1.0,0.5,1.4,2.7,8.1
Jason Williams,29,71,68,27.5,3.7,9.1,0.413,1.5,4.6,0.324,2.2,4.4,0.506,0.496,1.1,1.4,0.792,0.3,1.5,1.7,5.6,1.1,0.1,1.8,1.3,10.1
Brian Cardinal,27,58,16,24.7,2.8,7.4,0.37,0.8,2.2,0.35200000000000004,2.0,5.3,0.37799999999999995,0.42100000000000004,2.7,3.1,0.873,1.1,2.8,3.9,2.0,1.5,0.3,1.4,3.0,9.0
Earl Watson,25,80,14,22.6,3.0,6.9,0.426,0.7,2.0,0.319,2.3,4.9,0.47100000000000003,0.473,1.1,1.7,0.659,0.4,1.6,2.1,4.5,1.0,0.2,2.1,2.3,7.7
Bonzi Wells,28,69,19,21.6,3.9,8.9,0.441,0.5,1.5,0.34600000000000003,3.4,7.4,0.46,0.47,2.0,2.7,0.75,0.7,2.6,3.3,1.2,1.2,0.4,1.3,2.4,10.4
Stromile Swift,25,60,14,21.3,3.7,8.1,0.449,0.0,0.1,0.0,3.7,8.1,0.452,0.449,2.8,3.7,0.758,1.5,3.0,4.6,0.7,0.7,1.5,1.5,3.0,10.1
Dahntay Jones,24,52,7,12.5,1.6,3.7,0.43700000000000006,0.4,1.2,0.38299999999999995,1.2,2.5,0.462,0.49700000000000005,0.8,1.2,0.688,0.2,1.1,1.3,0.4,0.3,0.2,0.6,1.6,4.5
Antonio Burks,24,24,0,9.1,1.2,2.5,0.467,0.1,0.5,0.273,1.0,2.0,0.51,0.49200000000000005,0.6,0.8,0.737,0.0,0.5,0.5,1.2,0.5,0.0,0.5,1.0,3.0
Ryan Humphrey,25,35,0,9.1,1.2,2.9,0.408,0.0,0.1,0.0,1.2,2.9,0.41600000000000004,0.408,0.5,1.1,0.486,1.4,1.1,2.5,0.2,0.3,0.0,0.7,1.0,2.9
Jake Tsakalidis,25,31,1,9.0,1.0,2.1,0.5,0.0,0.0,,1.0,2.1,0.5,0.5,0.5,0.6,0.778,0.7,1.1,1.8,0.3,0.1,0.5,0.4,1.4,2.5
Andre Emmett,22,8,0,3.5,0.3,0.8,0.33299999999999996,0.0,0.0,,0.3,0.8,0.33299999999999996,0.33299999999999996,0.4,0.6,0.6,0.0,0.3,0.3,0.0,0.0,0.0,0.1,0.5,0.9
