PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
Emeka Okafor,22,73,73,35.6,6.1,13.7,0.447,0.0,0.0,0.0,6.1,13.7,0.447,0.447,2.9,4.7,0.609,3.8,7.1,10.9,0.9,0.8,1.7,1.7,2.9,15.1
Primož Brezec,25,72,72,31.6,5.4,10.5,0.512,0.0,0.0,,5.4,10.5,0.512,0.512,2.3,3.1,0.745,3.1,4.2,7.4,1.2,0.5,0.8,1.5,2.5,13.0
Gerald Wallace,22,70,68,30.7,4.1,9.1,0.449,0.2,0.9,0.27399999999999997,3.8,8.2,0.46799999999999997,0.462,2.7,4.1,0.6609999999999999,1.7,3.8,5.5,2.0,1.7,1.3,2.3,2.6,11.1
Brevin Knight,29,66,61,29.5,3.8,8.9,0.42200000000000004,0.0,0.3,0.15,3.7,8.6,0.43200000000000005,0.425,2.5,3.0,0.852,0.3,2.3,2.6,9.0,2.0,0.1,2.2,2.9,10.1
Kareem Rush,24,34,22,25.8,4.5,11.4,0.396,1.4,3.7,0.386,3.1,7.6,0.402,0.46,1.0,1.4,0.7609999999999999,0.5,1.8,2.3,1.9,0.5,0.2,1.3,2.0,11.5
Jason Hart,26,74,27,25.5,3.5,7.7,0.449,0.5,1.3,0.368,3.0,6.5,0.46399999999999997,0.479,2.1,2.7,0.785,0.2,2.5,2.7,5.0,1.3,0.2,1.4,2.3,9.5
Keith Bogans,24,74,42,24.2,3.5,9.3,0.381,0.8,2.3,0.32899999999999996,2.8,7.0,0.39799999999999996,0.42200000000000004,1.8,2.5,0.727,1.0,2.0,3.1,1.8,0.9,0.1,1.6,2.3,9.6
Eddie House,26,13,5,23.1,4.7,10.4,0.452,0.9,2.2,0.414,3.8,8.2,0.462,0.496,0.8,1.0,0.769,0.2,1.3,1.5,1.8,1.8,0.2,1.0,1.8,11.1
Melvin Ely,26,79,17,20.9,2.9,6.7,0.43200000000000005,0.0,0.0,,2.9,6.7,0.43200000000000005,0.43200000000000005,1.5,2.7,0.575,1.8,2.3,4.1,1.0,0.4,0.9,1.5,2.5,7.3
Jason Kapono,23,81,14,18.4,3.3,8.3,0.401,1.0,2.4,0.41200000000000003,2.3,5.9,0.396,0.461,0.9,1.0,0.8240000000000001,0.4,1.6,2.0,0.8,0.5,0.1,0.6,1.6,8.5
Matt Carroll,24,25,0,17.2,2.8,7.2,0.389,0.5,1.6,0.33299999999999996,2.3,5.6,0.40399999999999997,0.425,2.8,3.3,0.855,0.5,1.9,2.4,0.7,0.7,0.1,1.0,1.5,9.0
Steve Smith,35,37,1,17.2,2.5,5.9,0.42700000000000005,1.0,2.4,0.42200000000000004,1.5,3.5,0.43,0.514,1.8,2.1,0.87,0.4,1.0,1.3,1.5,0.3,0.2,0.6,2.0,7.9
Theron Smith,24,33,5,15.5,1.3,4.1,0.324,0.1,0.4,0.25,1.2,3.8,0.331,0.335,0.4,0.5,0.875,1.2,2.3,3.5,0.8,0.2,0.1,0.8,1.8,3.2
Jamal Sampson,21,23,0,14.3,1.2,2.7,0.452,0.0,0.0,,1.2,2.7,0.452,0.452,1.0,1.7,0.59,1.6,3.7,5.3,0.3,0.2,0.7,0.7,2.3,3.4
Cory Alexander,31,16,1,12.6,1.0,3.1,0.327,0.5,1.2,0.42100000000000004,0.5,1.9,0.267,0.408,0.6,0.8,0.75,0.5,1.3,1.8,2.3,0.6,0.1,1.2,1.8,3.1
Malik Allen,26,22,1,12.3,2.2,4.6,0.485,0.0,0.0,,2.2,4.6,0.485,0.485,0.6,0.6,0.929,0.7,1.4,2.1,0.3,0.2,0.5,0.3,1.1,5.0
Bernard Robinson,24,31,1,10.6,1.2,2.6,0.444,0.1,0.3,0.375,1.1,2.4,0.452,0.46299999999999997,0.6,0.8,0.6920000000000001,0.5,1.1,1.5,1.0,0.4,0.1,0.6,1.4,3.0
Tamar Slay,24,8,0,9.8,1.6,4.9,0.33299999999999996,0.3,1.5,0.16699999999999998,1.4,3.4,0.40700000000000003,0.359,0.0,0.3,0.0,0.8,1.0,1.8,0.4,0.6,0.0,1.0,2.5,3.5
Jahidi White,28,17,0,7.9,0.8,1.8,0.452,0.0,0.0,,0.8,1.8,0.452,0.452,0.8,2.4,0.35,0.6,1.4,2.0,0.1,0.1,0.7,0.6,1.8,2.5
