Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1981,25,2872,POR,Portland Trail Blazers,Mychal Thompson,"January 30, 1955",26.0,NBA,C,3.0,132.0,22.5,0.64,0.0,0.35,4.2,16.3,10.0,4.8,1.1,4.0,10.6,21.4,0.4,0.2,0.6,0.2,2.7,1.3,4.0,0.2
1983,25,2872,POR,Portland Trail Blazers,Mychal Thompson,"January 30, 1955",28.0,NBA,C,7.0,284.0,12.5,0.52,0.0,0.45,6.2,16.0,11.0,18.9,1.0,1.6,21.6,19.2,0.0,0.2,0.2,0.03,0.2,1.0,1.2,0.2
1984,25,2872,POR,Portland Trail Blazers,Mychal Thompson,"January 30, 1955",29.0,NBA,C,4.0,121.0,21.5,0.57,0.0,0.5,7.8,22.8,14.3,18.9,2.0,1.5,10.1,20.6,0.3,0.1,0.4,0.16,3.3,2.1,5.4,0.2
1985,25,2872,POR,Portland Trail Blazers,Mychal Thompson,"January 30, 1955",30.0,NBA,PF,9.0,250.0,16.3,0.54,0.0,0.48,10.3,21.2,15.5,7.4,1.3,2.8,13.3,22.2,0.2,0.1,0.4,0.07,0.2,-0.6,-0.4,0.1
1986,25,2872,POR,Portland Trail Blazers,Mychal Thompson,"January 30, 1955",31.0,NBA,C,4.0,140.0,16.3,0.58,0.0,0.48,9.1,15.3,12.5,14.6,0.3,1.1,13.3,21.5,0.2,0.1,0.3,0.09,2.0,-0.9,1.2,0.1
1987,14,2872,LAL,Los Angeles Lakers,Mychal Thompson,"January 30, 1955",32.0,NBA,PF,18.0,401.0,11.1,0.5,0.0,0.36,9.0,15.0,12.3,2.9,0.8,2.3,9.1,18.0,0.1,0.6,0.7,0.08,-2.3,-1.0,-3.4,-0.1
1988,14,2872,LAL,Los Angeles Lakers,Mychal Thompson,"January 30, 1955",33.0,NBA,C,24.0,615.0,13.8,0.53,0.0,0.32,12.6,19.7,16.3,2.8,1.4,2.1,13.1,18.2,0.3,0.8,1.1,0.09,-1.1,-0.9,-2.0,0.0
1989,14,2872,LAL,Los Angeles Lakers,Mychal Thompson,"January 30, 1955",34.0,NBA,C,15.0,377.0,14.9,0.55,0.0,0.47,12.8,10.8,11.8,4.4,0.8,1.9,8.3,19.4,0.7,0.3,1.0,0.13,0.2,-1.0,-0.8,0.1
1990,14,2872,LAL,Los Angeles Lakers,Mychal Thompson,"January 30, 1955",35.0,NBA,C,9.0,225.0,7.0,0.52,0.0,0.59,8.3,12.2,10.3,1.2,0.5,3.6,23.5,14.2,-0.2,0.2,0.0,0.0,-3.9,-1.2,-5.1,-0.2
1991,14,2872,LAL,Los Angeles Lakers,Mychal Thompson,"January 30, 1955",36.0,NBA,C,8.0,42.0,1.3,0.29,0.0,0.0,8.9,17.2,13.1,0.0,0.0,4.6,12.5,8.6,-0.1,0.0,0.0,-0.01,-7.7,0.2,-7.5,-0.1
