PLAYER,AGE,G,MP,FG,2P,3P,eFG,FT,TS,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add
Bojan Bogdanović,29.0,81.0,2573.0,0.49700000000000005,0.5379999999999999,0.425,0.575,0.807,0.613,0.29,0.36700000000000005,108.0,104.0,120.0,110.0,105.0,110.0,112.0,102.0,106.1,127.5
Domantas Sabonis,22.0,74.0,1838.0,0.59,0.5920000000000001,0.529,0.596,0.715,0.63,0.41600000000000004,0.024,128.0,114.0,149.0,114.0,93.0,113.0,161.0,7.0,101.1,116.2
Thaddeus Young,30.0,81.0,2489.0,0.527,0.564,0.349,0.557,0.644,0.569,0.161,0.174,114.0,109.0,98.0,106.0,84.0,102.0,62.0,48.0,55.3,16.3
Myles Turner,22.0,74.0,2119.0,0.48700000000000004,0.52,0.38799999999999996,0.536,0.736,0.5670000000000001,0.258,0.251,106.0,100.0,109.0,102.0,96.0,101.0,100.0,70.0,18.3,12.0
Darren Collison,31.0,76.0,2143.0,0.467,0.49200000000000005,0.40700000000000003,0.527,0.8320000000000001,0.574,0.28800000000000003,0.294,101.0,95.0,115.0,101.0,109.0,103.0,111.0,82.0,4.1,21.9
Tyreke Evans,29.0,69.0,1402.0,0.389,0.405,0.35600000000000004,0.44799999999999995,0.7190000000000001,0.483,0.242,0.327,85.0,78.0,100.0,85.0,94.0,86.0,94.0,91.0,-100.9,-111.5
Victor Oladipo,26.0,36.0,1147.0,0.423,0.47,0.34299999999999997,0.486,0.731,0.519,0.24,0.36700000000000005,92.0,91.0,96.0,93.0,95.0,93.0,93.0,102.0,-44.5,-52.5
Doug McDermott,27.0,77.0,1340.0,0.49,0.569,0.408,0.59,0.835,0.617,0.187,0.488,107.0,110.0,115.0,113.0,109.0,110.0,72.0,136.0,55.6,52.8
Cory Joseph,27.0,82.0,2063.0,0.41200000000000003,0.45399999999999996,0.322,0.46299999999999997,0.698,0.474,0.079,0.312,90.0,87.0,91.0,88.0,91.0,85.0,30.0,87.0,-67.5,-97.5
Aaron Holiday,22.0,50.0,646.0,0.401,0.45899999999999996,0.33899999999999997,0.483,0.82,0.518,0.191,0.485,87.0,88.0,95.0,92.0,107.0,92.0,74.0,135.0,-21.7,-23.9
Wesley Matthews,32.0,23.0,725.0,0.386,0.41200000000000003,0.369,0.5,0.8540000000000001,0.5429999999999999,0.22899999999999998,0.619,84.0,79.0,104.0,95.0,111.0,97.0,88.0,173.0,-10.2,-7.7
T.J. Leaf,21.0,58.0,522.0,0.541,0.599,0.258,0.563,0.613,0.5720000000000001,0.16899999999999998,0.16899999999999998,117.0,115.0,73.0,107.0,80.0,102.0,65.0,47.0,14.1,4.9
Kyle O'Quinn,28.0,45.0,371.0,0.507,0.5479999999999999,0.083,0.511,0.809,0.537,0.154,0.08800000000000001,110.0,106.0,23.0,97.0,106.0,96.0,60.0,25.0,-3.6,-6.6
Edmond Sumner,23.0,23.0,210.0,0.344,0.405,0.259,0.39799999999999996,0.625,0.44299999999999995,0.375,0.42200000000000004,75.0,78.0,73.0,76.0,82.0,79.0,145.0,118.0,-16.1,-17.4
Alize Johnson,22.0,14.0,64.0,0.25,0.214,0.5,0.281,0.5,0.33299999999999996,0.5,0.125,54.0,41.0,141.0,54.0,65.0,60.0,193.0,35.0,-7.8,-8.8
Davon Reed,23.0,10.0,47.0,0.41700000000000004,0.375,0.5,0.5,,0.5,0.0,0.33299999999999996,90.0,72.0,141.0,95.0,,89.0,,93.0,-0.6,-1.4
Ike Anigbogu,20.0,3.0,6.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,,,,,,-3.1,-3.4
Team,,,,0.478,0.518,0.375,0.531,0.7490000000000001,0.561,0.242,0.282,104.0,100.0,106.0,101.0,98.0,100.0,94.0,79.0,88.9,28.6
League Average,,,,0.461,0.519,0.355,0.524,0.7659999999999999,0.56,0.259,0.359,,,,,,,,,,
