Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1981,3.0,593,NJN,New Jersey Nets,22.0,NBA,SG,81.0,1980.0,15.0,0.5,0.03,0.22,5.3,8.2,6.7,21.9,3.2,1.0,16.4,21.4,,0.6,2.1,2.7,0.06,,-0.2,1.1,0.9,1.4
1982,3.0,593,NJN,New Jersey Nets,23.0,NBA,PG,82.0,2090.0,13.7,0.51,0.04,0.2,2.8,5.6,4.2,21.8,3.3,0.7,16.7,20.0,,0.7,3.2,3.9,0.09,,-0.9,1.6,0.7,1.4
1983,3.0,593,NJN,New Jersey Nets,24.0,NBA,PG,82.0,2625.0,14.3,0.49,0.04,0.24,3.2,7.1,5.2,23.6,3.4,1.1,17.9,19.9,,1.3,4.7,6.0,0.11,,-0.4,2.0,1.7,2.4
1984,3.0,593,NJN,New Jersey Nets,25.0,NBA,PG,82.0,1870.0,14.5,0.48,0.07,0.18,3.1,6.5,4.8,25.4,4.1,1.1,16.1,18.8,,0.6,3.0,3.6,0.09,,-0.4,2.5,2.1,1.9
1985,3.0,593,NJN,New Jersey Nets,26.0,NBA,PG,58.0,1063.0,14.3,0.5,0.05,0.12,2.1,7.7,4.9,20.8,3.3,0.5,13.6,21.0,,0.3,1.2,1.6,0.07,,-1.4,1.2,-0.2,0.5
1986,3.0,593,NJN,New Jersey Nets,27.0,NBA,PG,79.0,1965.0,13.1,0.46,0.08,0.18,2.9,7.2,5.0,26.1,3.7,0.7,16.3,16.4,,0.5,2.6,3.0,0.07,,-0.9,2.0,1.1,1.6
1987,,593,WSB,None,28.0,NBA,SG,82.0,1420.0,12.5,0.46,0.04,0.17,3.4,7.5,5.4,16.0,3.3,0.7,12.6,21.6,,-0.5,1.7,1.2,0.04,,-2.5,1.2,-1.3,0.2
1989,31.0,593,TOT,Total After Trade,30.0,NBA,SG,66.0,1143.0,11.8,0.5,0.09,0.16,3.0,7.2,5.0,15.6,2.8,0.5,14.7,20.3,,-0.1,1.1,0.9,0.04,,-2.5,0.1,-2.4,-0.1
1989,27.0,593,SAS,San Antonio Spurs,30.0,NBA,SG,36.0,757.0,11.8,0.51,0.1,0.18,2.9,5.8,4.3,16.2,2.6,0.3,15.4,20.6,,0.0,0.6,0.6,0.04,,-2.1,-0.3,-2.4,-0.1
1989,8.0,593,DEN,Denver Nuggets,30.0,NBA,SG,30.0,386.0,11.7,0.47,0.06,0.14,3.3,9.9,6.4,14.4,3.2,0.9,13.1,19.7,,-0.2,0.5,0.3,0.04,,-3.3,0.7,-2.6,-0.1
