Season,Team ID,Player ID,Team ABV,Team,Age,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1987,8,2696,DEN,Denver Nuggets,23.0,NBA,SG,3.0,19.0,12.9,0.5,0.0,1.5,4.6,23.7,12.9,25.7,0.0,5.9,28.7,27.4,,-0.1,0.0,-0.1,-0.15,,-1.2,1.1,-0.1,0.0
1989,10,2696,GSW,Golden State Warriors,25.0,NBA,SG,4.0,49.0,13.2,0.38,0.0,0.08,12.3,13.8,13.1,17.3,1.9,1.1,7.4,21.9,,0.0,0.0,0.0,-0.0,,0.5,-0.2,0.3,0.0
