Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
1984,7,3083,DAL,Dallas Mavericks,Mark West,1960-11-05,23.0,NBA,C,34.0,0.0,202.0,3.6,10.1,0.36,0.0,0.0,,3.6,10.1,0.36,1.7,5.3,0.32,4.6,6.5,11.0,3.1,0.2,3.6,2.9,13.2,8.9,83.0,109.0
1985,31,3083,TOT,Total After Trade,Mark West,1960-11-05,24.0,NBA,C,66.0,25.0,888.0,5.6,10.3,0.55,0.0,0.1,0.0,5.6,10.2,0.55,2.3,4.6,0.49,4.8,8.5,13.3,0.8,0.7,2.6,3.1,10.5,13.5,100.0,107.0
1985,17,3083,MIL,Milwaukee Bucks,Mark West,1960-11-05,24.0,NBA,C,1.0,0.0,6.0,0.0,8.0,0.0,0.0,0.0,,0.0,8.0,0.0,16.0,16.0,1.0,8.0,0.0,8.0,0.0,0.0,8.0,16.0,32.1,16.0,66.0,104.0
1985,6,3083,CLE,Cleveland Cavaliers,Mark West,1960-11-05,24.0,NBA,C,65.0,25.0,882.0,5.7,10.3,0.55,0.0,0.1,0.0,5.7,10.3,0.55,2.2,4.5,0.48,4.8,8.6,13.3,0.8,0.7,2.6,3.0,10.3,13.5,100.0,107.0
1986,6,3083,CLE,Cleveland Cavaliers,Mark West,1960-11-05,25.0,NBA,C,67.0,26.0,1172.0,4.6,8.4,0.54,0.0,0.0,,4.6,8.4,0.54,2.2,4.2,0.52,3.9,9.1,13.0,0.8,1.1,2.5,3.7,9.5,11.3,92.0,106.0
1987,6,3083,CLE,Cleveland Cavaliers,Mark West,1960-11-05,26.0,NBA,C,78.0,13.0,1333.0,7.4,13.7,0.54,0.0,0.1,0.0,7.4,13.6,0.55,3.2,6.1,0.51,4.5,7.6,12.0,1.5,0.8,2.9,3.8,8.1,18.0,100.0,105.0
1988,31,3083,TOT,Total After Trade,Mark West,1960-11-05,27.0,NBA,C,83.0,41.0,2098.0,7.3,13.2,0.55,0.0,0.0,0.0,7.3,13.2,0.55,3.9,6.6,0.6,3.8,8.3,12.1,1.7,1.1,3.4,4.0,6.1,18.5,101.0,106.0
1988,6,3083,CLE,Cleveland Cavaliers,Mark West,1960-11-05,27.0,NBA,C,54.0,12.0,1183.0,7.6,13.2,0.58,0.0,0.0,,7.6,13.2,0.58,4.0,6.4,0.62,3.5,8.3,11.7,2.1,1.0,3.3,3.8,6.6,19.1,106.0,104.0
1988,24,3083,PHO,Phoenix Suns,Mark West,1960-11-05,27.0,NBA,C,29.0,29.0,915.0,6.9,13.3,0.52,0.0,0.1,0.0,6.9,13.3,0.52,3.9,6.8,0.57,4.3,8.3,12.5,1.2,1.1,3.5,4.3,5.5,17.8,96.0,108.0
1989,24,3083,PHO,Phoenix Suns,Mark West,1960-11-05,28.0,NBA,C,82.0,32.0,2019.0,5.5,8.5,0.65,0.0,0.0,,5.5,8.5,0.65,2.5,4.6,0.54,3.8,8.7,12.5,0.9,0.8,4.3,2.3,6.2,13.5,115.0,103.0
1990,24,3083,PHO,Phoenix Suns,Mark West,1960-11-05,29.0,NBA,C,82.0,79.0,2399.0,6.6,10.5,0.62,0.0,0.0,,6.6,10.5,0.62,4.0,5.7,0.69,4.2,10.3,14.5,0.9,0.7,3.7,2.5,5.5,17.1,121.0,103.0
1991,24,3083,PHO,Phoenix Suns,Mark West,1960-11-05,30.0,NBA,C,82.0,64.0,1957.0,6.0,9.3,0.65,0.0,0.0,,6.0,9.3,0.65,3.3,5.0,0.66,4.2,9.5,13.7,0.9,0.8,3.9,2.1,6.5,15.3,124.0,103.0
1992,24,3083,PHO,Phoenix Suns,Mark West,1960-11-05,31.0,NBA,C,82.0,11.0,1436.0,6.6,10.4,0.63,0.0,0.0,,6.6,10.4,0.63,3.7,5.8,0.64,4.5,8.0,12.5,0.7,0.5,2.7,2.8,8.0,16.9,117.0,106.0
1993,24,3083,PHO,Phoenix Suns,Mark West,1960-11-05,32.0,NBA,C,82.0,82.0,1558.0,5.4,8.8,0.61,0.0,0.0,,5.4,8.8,0.61,2.7,5.1,0.52,4.7,9.4,14.1,0.9,0.5,3.2,2.9,7.5,13.5,110.0,105.0
1994,24,3083,PHO,Phoenix Suns,Mark West,1960-11-05,33.0,NBA,C,82.0,50.0,1236.0,6.5,11.5,0.57,0.0,0.0,,6.5,11.5,0.57,2.3,4.7,0.5,4.5,7.3,11.8,1.3,1.2,4.4,3.0,8.6,15.3,105.0,104.0
1995,9,3083,DET,Detroit Pistons,Mark West,1960-11-05,34.0,NBA,C,67.0,58.0,1543.0,7.2,13.0,0.56,0.0,0.0,,7.2,13.0,0.56,2.2,4.6,0.48,5.3,8.3,13.6,0.6,0.9,3.4,2.8,8.2,16.7,104.0,111.0
1996,9,3083,DET,Detroit Pistons,Mark West,1960-11-05,35.0,NBA,C,47.0,21.0,682.0,4.9,10.1,0.48,0.0,0.0,,4.9,10.1,0.48,2.2,3.6,0.62,3.9,6.7,10.7,0.5,0.5,3.0,2.8,10.8,12.0,97.0,105.0
1997,6,3083,CLE,Cleveland Cavaliers,Mark West,1960-11-05,36.0,NBA,C,70.0,43.0,959.0,6.0,10.9,0.56,0.0,0.0,,6.0,10.9,0.56,1.6,3.4,0.48,4.2,7.1,11.2,1.1,0.7,3.3,3.1,8.6,13.7,99.0,102.0
1998,12,3083,IND,Indiana Pacers,Mark West,1960-11-05,37.0,NBA,C,15.0,1.0,105.0,5.2,10.9,0.48,0.0,0.0,,5.2,10.9,0.48,1.6,3.1,0.5,3.1,4.7,7.8,1.0,1.0,2.1,4.2,7.8,12.0,82.0,104.0
1999,1,3083,ATL,Atlanta Hawks,Mark West,1960-11-05,38.0,NBA,C,49.0,0.0,499.0,2.5,6.7,0.37,0.0,0.0,,2.5,6.7,0.37,1.8,5.1,0.36,5.5,8.6,14.1,1.5,0.5,2.5,1.9,9.1,6.8,90.0,97.0
2000,24,3083,PHO,Phoenix Suns,Mark West,1960-11-05,39.0,NBA,C,22.0,2.0,127.0,2.0,4.8,0.42,0.0,0.0,,2.0,4.8,0.42,2.0,3.2,0.62,2.4,10.1,12.5,0.8,0.8,1.6,2.4,9.2,6.0,86.0,98.0
