Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,22.0,TOT,NBA,"C,PF",31.0,0.0,140.0,3.3,9.8,0.342,0.0,0.8,0.0,3.3,9.0,0.371,2.8,5.1,0.55,3.9,6.7,10.5,0.8,1.5,0.3,2.3,8.7,9.5
1983,22.0,NYK,NBA,C,21.0,0.0,98.0,2.9,8.1,0.364,0.0,0.4,0.0,2.9,7.7,0.381,2.6,5.1,0.5,3.7,7.7,11.4,0.4,1.8,0.0,2.2,11.4,8.4
1983,22.0,ATL,NBA,PF,10.0,0.0,42.0,4.3,13.7,0.313,0.0,1.7,0.0,4.3,12.0,0.357,3.4,5.1,0.667,4.3,4.3,8.6,1.7,0.9,0.9,2.6,2.6,12.0
1984,23.0,ATL,NBA,PF,68.0,8.0,1135.0,3.5,7.5,0.468,0.0,0.1,0.25,3.5,7.4,0.472,2.6,3.3,0.788,3.0,5.5,8.6,1.5,1.3,1.1,2.1,7.0,9.7
1985,24.0,ATL,NBA,PF,64.0,1.0,825.0,3.9,8.2,0.473,0.0,0.0,,3.9,8.2,0.473,2.7,3.5,0.778,2.6,4.4,6.9,2.0,1.0,1.0,2.2,5.9,10.5
1986,25.0,ATL,NBA,PF,62.0,0.0,650.0,3.6,8.8,0.409,0.2,0.2,0.75,3.4,8.6,0.4,3.3,3.9,0.857,2.4,4.4,6.9,1.4,0.8,0.4,2.2,6.5,10.7
1987,26.0,ATL,NBA,PF,40.0,0.0,256.0,3.2,9.6,0.338,0.3,1.7,0.167,3.0,7.9,0.375,3.2,4.1,0.793,2.3,7.6,9.8,1.8,1.4,1.0,1.8,4.9,10.0
1988,27.0,ATL,NBA,PF,55.0,0.0,403.0,3.6,7.3,0.488,0.4,1.1,0.417,3.1,6.3,0.5,2.2,2.4,0.926,2.4,6.3,8.7,1.4,0.7,0.9,1.3,6.0,9.8
1989,28.0,MIA,NBA,C,75.0,6.0,1206.0,4.3,9.8,0.436,0.3,0.8,0.321,4.0,9.0,0.447,2.7,3.2,0.85,2.1,4.7,6.9,1.8,1.0,1.3,2.0,6.1,11.5
1990,29.0,DET,NBA,PF,40.0,0.0,166.0,2.2,7.2,0.303,0.7,2.6,0.25,1.5,4.6,0.333,4.1,4.8,0.864,1.5,5.4,6.9,1.7,0.7,0.7,1.5,6.7,9.1
1991,30.0,DET,NBA,PF,27.0,0.0,113.0,5.1,8.9,0.571,1.0,1.3,0.75,4.1,7.6,0.542,4.1,4.1,1.0,4.5,4.5,8.9,2.2,0.0,0.0,2.2,7.3,15.3
1992,31.0,DEN,NBA,C,40.0,4.0,421.0,1.5,4.3,0.34,0.0,0.8,0.0,1.5,3.5,0.415,2.1,2.4,0.857,2.6,5.8,8.4,2.2,0.9,1.3,1.9,4.8,5.0
1993,32.0,DEN,NBA,C,76.0,0.0,670.0,3.1,6.0,0.509,0.1,0.4,0.25,3.0,5.6,0.529,2.1,3.0,0.727,2.4,5.0,7.4,1.8,0.6,0.4,1.6,6.2,8.4
