Season,Team ID,Player ID,Team ABV,Team,Player Name,Birth Date,Age,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
1995,25,1944,POR,Portland Trail Blazers,Aaron McKie,"October 2, 1972",22.0,NBA,SG,45.0,20.0,827.0,116.0,261.0,0.44,11.0,28.0,0.39,105.0,233.0,0.45,0.47,50.0,73.0,0.68,35.0,94.0,129.0,89.0,36.0,16.0,39.0,97.0,293.0,0.0
1996,25,1944,POR,Portland Trail Blazers,Aaron McKie,"October 2, 1972",23.0,NBA,SG,81.0,73.0,2259.0,337.0,722.0,0.47,38.0,117.0,0.32,299.0,605.0,0.49,0.49,152.0,199.0,0.76,86.0,218.0,304.0,205.0,92.0,21.0,135.0,205.0,864.0,0.0
1997,31,1944,TOT,Total After Trade,Aaron McKie,"October 2, 1972",24.0,NBA,SG,83.0,11.0,1625.0,150.0,365.0,0.41,41.0,103.0,0.4,109.0,262.0,0.42,0.47,92.0,110.0,0.84,40.0,181.0,221.0,161.0,77.0,22.0,90.0,130.0,433.0,0.0
1997,25,1944,POR,Portland Trail Blazers,Aaron McKie,"October 2, 1972",24.0,NBA,SG,41.0,8.0,775.0,53.0,156.0,0.34,23.0,55.0,0.42,30.0,101.0,0.3,0.41,41.0,49.0,0.84,13.0,80.0,93.0,84.0,34.0,15.0,48.0,61.0,170.0,0.0
1997,9,1944,DET,Detroit Pistons,Aaron McKie,"October 2, 1972",24.0,NBA,SG,42.0,3.0,850.0,97.0,209.0,0.46,18.0,48.0,0.38,79.0,161.0,0.49,0.51,51.0,61.0,0.84,27.0,101.0,128.0,77.0,43.0,7.0,42.0,69.0,263.0,0.0
1998,31,1944,TOT,Total After Trade,Aaron McKie,"October 2, 1972",25.0,NBA,"SF,SG",81.0,32.0,1813.0,139.0,381.0,0.36,12.0,63.0,0.19,127.0,318.0,0.4,0.38,42.0,55.0,0.76,58.0,173.0,231.0,175.0,101.0,13.0,76.0,164.0,332.0,0.0
1998,9,1944,DET,Detroit Pistons,Aaron McKie,"October 2, 1972",25.0,NBA,SF,24.0,1.0,472.0,43.0,104.0,0.41,3.0,17.0,0.18,40.0,87.0,0.46,0.43,20.0,23.0,0.87,24.0,44.0,68.0,38.0,23.0,1.0,24.0,47.0,109.0,0.0
1998,23,1944,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",25.0,NBA,SG,57.0,31.0,1341.0,96.0,277.0,0.35,9.0,46.0,0.2,87.0,231.0,0.38,0.36,22.0,32.0,0.69,34.0,129.0,163.0,137.0,78.0,12.0,52.0,117.0,223.0,0.0
1999,23,1944,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",26.0,NBA,SG,50.0,4.0,959.0,95.0,237.0,0.4,6.0,31.0,0.19,89.0,206.0,0.43,0.41,44.0,62.0,0.71,27.0,113.0,140.0,100.0,63.0,3.0,57.0,90.0,240.0,0.0
2000,23,1944,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",27.0,NBA,SG,82.0,14.0,1952.0,244.0,593.0,0.41,44.0,121.0,0.36,200.0,472.0,0.42,0.45,121.0,146.0,0.83,47.0,199.0,246.0,240.0,108.0,18.0,113.0,194.0,653.0,0.0
2001,23,1944,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",28.0,NBA,SG,76.0,33.0,2394.0,338.0,714.0,0.47,53.0,170.0,0.31,285.0,544.0,0.52,0.51,149.0,194.0,0.77,33.0,278.0,311.0,377.0,106.0,8.0,203.0,178.0,878.0,2.0
2002,23,1944,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",29.0,NBA,SG,48.0,16.0,1471.0,220.0,490.0,0.45,51.0,128.0,0.4,169.0,362.0,0.47,0.5,96.0,122.0,0.79,26.0,166.0,192.0,179.0,56.0,14.0,93.0,74.0,587.0,0.0
2003,23,1944,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",30.0,NBA,SF,80.0,40.0,2374.0,286.0,666.0,0.43,37.0,112.0,0.33,249.0,554.0,0.45,0.46,112.0,134.0,0.84,61.0,289.0,350.0,278.0,131.0,9.0,109.0,177.0,721.0,0.0
2004,23,1944,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",31.0,NBA,SF,75.0,41.0,2112.0,265.0,577.0,0.46,75.0,172.0,0.44,190.0,405.0,0.47,0.52,84.0,111.0,0.76,45.0,208.0,253.0,195.0,85.0,23.0,103.0,142.0,689.0,0.0
2005,23,1944,PHI,Philadelphia 76Ers,Aaron McKie,"October 2, 1972",32.0,NBA,SG,68.0,3.0,1118.0,61.0,142.0,0.43,20.0,62.0,0.32,41.0,80.0,0.51,0.5,10.0,16.0,0.62,20.0,152.0,172.0,103.0,48.0,17.0,31.0,116.0,152.0,0.0
2006,14,1944,LAL,Los Angeles Lakers,Aaron McKie,"October 2, 1972",33.0,NBA,PG,14.0,0.0,121.0,3.0,12.0,0.25,0.0,2.0,0.0,3.0,10.0,0.3,0.25,1.0,2.0,0.5,3.0,17.0,20.0,11.0,5.0,0.0,2.0,7.0,7.0,0.0
2007,14,1944,LAL,Los Angeles Lakers,Aaron McKie,"October 2, 1972",34.0,NBA,SF,10.0,0.0,131.0,11.0,17.0,0.65,0.0,0.0,,11.0,17.0,0.65,0.65,0.0,0.0,,1.0,17.0,18.0,13.0,4.0,0.0,8.0,14.0,22.0,0.0
