Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1986,22.0,UTA,NBA,PF,81.0,76.0,2475.0,7.3,14.8,0.496,0.0,0.0,0.0,7.3,14.7,0.497,2.8,5.9,0.481,2.5,7.9,10.4,3.4,1.5,0.6,4.1,4.3,17.5
1987,23.0,UTA,NBA,PF,82.0,82.0,2857.0,9.2,17.9,0.512,0.0,0.1,0.0,9.2,17.8,0.514,4.1,6.8,0.598,3.5,7.3,10.8,2.0,1.3,0.8,3.0,4.1,22.4
1988,24.0,UTA,NBA,PF,82.0,82.0,3198.0,9.7,18.6,0.52,0.0,0.1,0.0,9.7,18.5,0.522,6.2,8.9,0.7,3.1,8.0,11.1,2.2,1.3,0.6,3.7,3.3,25.5
1989,25.0,UTA,NBA,PF,80.0,80.0,3126.0,9.3,18.0,0.519,0.1,0.2,0.313,9.3,17.8,0.521,8.1,10.6,0.766,3.0,6.8,9.8,2.5,1.7,0.8,3.3,3.3,26.8
1990,26.0,UTA,NBA,PF,82.0,82.0,3122.0,10.5,18.8,0.562,0.2,0.5,0.372,10.4,18.3,0.567,8.0,10.5,0.762,2.7,7.8,10.5,2.6,1.4,0.6,3.5,3.0,29.3
1991,27.0,UTA,NBA,PF,82.0,82.0,3302.0,9.2,17.5,0.527,0.0,0.2,0.286,9.2,17.4,0.529,7.5,9.7,0.77,2.6,8.0,10.5,2.9,1.0,0.9,2.7,2.9,26.0
1992,28.0,UTA,NBA,PF,81.0,81.0,3054.0,9.4,17.9,0.526,0.0,0.2,0.176,9.4,17.7,0.53,7.9,10.2,0.778,2.7,8.1,10.7,2.8,1.3,0.6,2.9,2.7,26.8
1993,29.0,UTA,NBA,PF,82.0,82.0,3099.0,9.3,16.8,0.552,0.0,0.2,0.2,9.2,16.5,0.557,7.2,9.7,0.74,2.6,8.0,10.7,3.6,1.4,1.0,2.8,3.0,25.8
1994,30.0,UTA,NBA,PF,82.0,82.0,3329.0,8.3,16.8,0.497,0.1,0.3,0.25,8.3,16.4,0.503,5.5,8.0,0.694,2.5,7.6,10.2,3.5,1.4,1.4,2.5,2.9,22.3
1995,31.0,UTA,NBA,PF,82.0,82.0,3126.0,9.6,17.8,0.536,0.1,0.5,0.268,9.4,17.4,0.543,5.9,8.0,0.742,1.8,8.2,10.0,3.3,1.5,1.0,2.7,3.1,25.2
1996,32.0,UTA,NBA,PF,82.0,82.0,3113.0,9.1,17.6,0.519,0.2,0.5,0.4,8.9,17.1,0.522,5.9,8.2,0.723,2.0,7.3,9.3,4.0,1.6,0.6,2.3,2.8,24.4
1997,33.0,UTA,NBA,PF,82.0,82.0,2998.0,10.4,18.9,0.55,0.0,0.2,0.0,10.4,18.7,0.555,6.3,8.3,0.755,2.3,7.4,9.7,4.4,1.4,0.6,2.8,2.6,27.0
1998,34.0,UTA,NBA,PF,81.0,81.0,3030.0,9.3,17.5,0.53,0.0,0.1,0.333,9.2,17.4,0.531,7.5,9.8,0.761,2.2,7.7,9.9,3.8,1.1,0.8,2.9,2.8,26.0
1999,35.0,UTA,NBA,PF,49.0,49.0,1832.0,7.7,15.7,0.493,0.0,0.0,0.0,7.7,15.6,0.494,7.4,9.4,0.788,2.1,7.0,9.1,3.9,1.2,0.6,3.2,2.6,22.9
2001,37.0,UTA,NBA,PF,81.0,81.0,2895.0,8.3,16.7,0.498,0.0,0.1,0.4,8.3,16.7,0.499,6.7,8.4,0.793,1.4,6.9,8.3,4.5,1.2,0.8,3.0,2.7,23.4
2002,38.0,UTA,NBA,PF,80.0,80.0,3040.0,7.5,16.6,0.454,0.1,0.3,0.36,7.4,16.3,0.456,6.0,7.6,0.797,1.7,6.4,8.1,4.0,1.8,0.7,3.1,2.7,21.2
2003,39.0,UTA,NBA,PF,81.0,81.0,2936.0,7.3,15.8,0.462,0.0,0.2,0.214,7.3,15.6,0.464,5.8,7.6,0.763,1.4,6.3,7.7,4.6,1.7,0.4,2.6,2.5,20.4
2004,40.0,LAL,NBA,PF,42.0,42.0,1373.0,5.1,10.5,0.483,0.0,0.0,0.0,5.1,10.5,0.484,4.4,5.9,0.747,1.6,8.0,9.6,4.3,1.3,0.5,2.7,3.0,14.5
