Team ID,Player ID,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp Dbl
5,2023,17,0,153,17,42,0.4,7,23,0.3,10,19,0.53,0.49,2,4,0.5,8,6,14,8,6,1,4,22,43,0
